secondaryidentifier,symbol,briefdescription,primaryidentifier,length,id,name,scoretype,score,description,chromosomeid,chromosomelocationid,organismid,downstreamintergenicregionid,upstreamintergenicregionid,sequenceid,sequenceontologytermid,class
gene.64135,,,PF08_0035,3531,2046303,,,,,2044993,2046302,1000026,,,5003474,1000081,org.intermine.model.bio.Gene
gene.64183,,,PF08_0032,1968,2046310,,,,,2044993,2046309,1000026,,,5003476,1000081,org.intermine.model.bio.Gene
gene.64204,,,MAL8P1.33,2322,2046317,,,,,2044993,2046316,1000026,,,5003478,1000081,org.intermine.model.bio.Gene
gene.64221,,,MAL8P1.30,3421,2046324,,,,,2044993,2046323,1000026,,,5003480,1000081,org.intermine.model.bio.Gene
gene.64292,,,PF08_0023,1914,2046361,,,,,2044993,2046360,1000026,,,5003497,1000081,org.intermine.model.bio.Gene
gene.64295,,,MAL8P1.24,3519,2046368,,,,,2044993,2046367,1000026,,,5003499,1000081,org.intermine.model.bio.Gene
gene.64308,,,MAL8P1.22,1821,2046375,,,,,2044993,2046374,1000026,,,5003501,1000081,org.intermine.model.bio.Gene
gene.64382,,,PF08_0011,4446,2046396,,,,,2044993,2046395,1000026,,,5003510,1000081,org.intermine.model.bio.Gene
gene.64421,,,MAL8P1.11,5973,2046403,,,,,2044993,2046402,1000026,,,5003512,1000081,org.intermine.model.bio.Gene
gene.64657,,,MAL8P1.335,2907,2046416,,,,,2044993,2046415,1000026,,,5003517,1000081,org.intermine.model.bio.Gene
gene.64440,,,MAL8P1.9,471,2046433,,,,,2044993,2046432,1000026,,,5003524,1000081,org.intermine.model.bio.Gene
gene.63211,,,MAL8P1.137,1662,2046444,,,,,2044993,2046443,1000026,,,5003528,1000081,org.intermine.model.bio.Gene
gene.63217,,,PF08_0118,3759,2046451,,,,,2044993,2046450,1000026,,,5003530,1000081,org.intermine.model.bio.Gene
gene.63585,,,MAL8P1.97,4831,2046458,,,,,2044993,2046457,1000026,,,5003532,1000081,org.intermine.model.bio.Gene
gene.63594,,,PF08_0082,1989,2046467,,,,,2044993,2046466,1000026,,,5003535,1000081,org.intermine.model.bio.Gene
gene.63652,,,PF08_0074,747,2046474,,,,,2044993,2046473,1000026,,,5003537,1000081,org.intermine.model.bio.Gene
gene.63269,,,MAL8P1.134,5349,2046481,,,,,2044993,2046480,1000026,,,5003539,1000081,org.intermine.model.bio.Gene
gene.63698,,,MAL8P1.85,722,2046498,,,,,2044993,2046497,1000026,,,5003544,1000081,org.intermine.model.bio.Gene
gene.63320,,,PF08_0110,1284,2046507,,,,,2044993,2046506,1000026,,,5003547,1000081,org.intermine.model.bio.Gene
gene.63364,,,MAL8P1.123,4669,2046520,,,,,2044993,2046519,1000026,,,5003552,1000081,org.intermine.model.bio.Gene
gene.63772,,,MAL8P1.77,779,2046531,,,,,2044993,2046530,1000026,,,5003556,1000081,org.intermine.model.bio.Gene
gene.63794,,,PF08_0061,2391,2046544,,,,,2044993,2046543,1000026,,,5003561,1000081,org.intermine.model.bio.Gene
gene.63012,,,MAL8P1.161,820,2046551,,,,,2044993,2046550,1000026,,,5003563,1000081,org.intermine.model.bio.Gene
gene.63402,,,PF08_0103,7256,2046560,,,,,2044993,2046559,1000026,,,5003566,1000081,org.intermine.model.bio.Gene
gene.63806,,,PF08_0059,769,2046569,,,,,2044993,2046568,1000026,,,5003569,1000081,org.intermine.model.bio.Gene
gene.63452,,,MAL8P1.109,2206,2046582,,,,,2044993,2046581,1000026,,,5003574,1000081,org.intermine.model.bio.Gene
gene.63116,,,MAL8P1.147,312,2046595,,,,,2044993,2046594,1000026,,,5003579,1000081,org.intermine.model.bio.Gene
gene.63126,,,MAL8P1.146,2421,2046604,,,,,2044993,2046603,1000026,,,5003582,1000081,org.intermine.model.bio.Gene
gene.63928,,,PF08_0050,1965,2046613,,,,,2044993,2046612,1000026,,,5003585,1000081,org.intermine.model.bio.Gene
gene.63954,,,MAL8P1.61,2612,2046620,,,,,2044993,2046619,1000026,,,5003587,1000081,org.intermine.model.bio.Gene
gene.63999,,,MAL8P1.58,1986,2046631,,,,,2044993,2046630,1000026,,,5003591,1000081,org.intermine.model.bio.Gene
gene.64012,,,MAL8P1.57,2559,2046638,,,,,2044993,2046637,1000026,,,5003593,1000081,org.intermine.model.bio.Gene
gene.64016,,,MAL8P1.56,1717,2046645,,,,,2044993,2046644,1000026,,,5003595,1000081,org.intermine.model.bio.Gene
gene.64049,,,PF08_0043,576,2046656,,,,,2044993,2046655,1000026,,,5003599,1000081,org.intermine.model.bio.Gene
gene.64057,,,MAL8P1.52,836,2046663,,,,,2044993,2046662,1000026,,,5003601,1000081,org.intermine.model.bio.Gene
gene.64064,,,PF08_0040,2025,2046672,,,,,2044993,2046671,1000026,,,5003604,1000081,org.intermine.model.bio.Gene
gene.64084,,,PF08_0038,1837,2046679,,,,,2044993,2046678,1000026,,,5003606,1000081,org.intermine.model.bio.Gene
gene.64100,,,MAL8P1.47,1642,2046688,,,,,2044993,2046687,1000026,,,5003609,1000081,org.intermine.model.bio.Gene
gene.64162,,,MAL8P1.38,2864,2046701,,,,,2044993,2046700,1000026,,,5003614,1000081,org.intermine.model.bio.Gene
gene.64346,,,PF08_0015,657,2046722,,,,,2044993,2046721,1000026,,,5003623,1000081,org.intermine.model.bio.Gene
gene.64351,,,PF08_0014,900,2046729,,,,,2044993,2046728,1000026,,,5003625,1000081,org.intermine.model.bio.Gene
gene.64428,,,MAL8P1.10,1447,2046736,,,,,2044993,2046735,1000026,,,5003627,1000081,org.intermine.model.bio.Gene
gene.64437,,,PF08_0006,819,2046755,,,,,2044993,2046754,1000026,,,5003635,1000081,org.intermine.model.bio.Gene
gene.64461,,,MAL8a_5.8s,111,2046762,,,,,2044993,2046761,1000026,,,5003637,1000081,org.intermine.model.bio.Gene
gene.64501,,,PF08_0002,6319,2046769,,,,,2044993,2046768,1000026,,,5003639,1000081,org.intermine.model.bio.Gene
gene.64533,,,MAL8P1.206,1083,2046778,,,,,2044993,2046777,1000026,,,5003642,1000081,org.intermine.model.bio.Gene
gene.64561,,,MAL8P1.213,807,2046787,,,,,2044993,2046786,1000026,,,5003645,1000081,org.intermine.model.bio.Gene
gene.64593,,,MAL8P1.220,7777,2046796,,,,,2044993,2046795,1000026,,,5003648,1000081,org.intermine.model.bio.Gene
gene.63616,,,PF08_0081,1819,2046805,,,,,2044993,2046804,1000026,,,5003651,1000081,org.intermine.model.bio.Gene
gene.63259,,,MAL8P1.135,3998,2046814,,,,,2044993,2046813,1000026,,,5003654,1000081,org.intermine.model.bio.Gene
gene.63279,,,PF08_0115,2028,2046835,,,,,2044993,2046834,1000026,,,5003663,1000081,org.intermine.model.bio.Gene
gene.63282,,,MAL8P1.132,3500,2046842,,,,,2044993,2046841,1000026,,,5003665,1000081,org.intermine.model.bio.Gene
gene.63702,,,MAL8P1.84,2067,2046857,,,,,2044993,2046856,1000026,,,5003671,1000081,org.intermine.model.bio.Gene
gene.63339,,,MAL8P1.127,4503,2046872,,,,,2044993,2046871,1000026,,,5003677,1000081,org.intermine.model.bio.Gene
gene.63727,,,MAL8P1.82,5502,2046883,,,,,2044993,2046882,1000026,,,5003681,1000081,org.intermine.model.bio.Gene
gene.63734,,,PF08_0065,1476,2046890,,,,,2044993,2046889,1000026,,,5003683,1000081,org.intermine.model.bio.Gene
gene.62985,,,PF08_0140,9992,2046897,,,,,2044993,2046896,1000026,,,5003685,1000081,org.intermine.model.bio.Gene
gene.63798,,,PF08_0060,6708,2046906,,,,,2044993,2046905,1000026,,,5003688,1000081,org.intermine.model.bio.Gene
gene.63801,,,MAL8P1.74,2178,2046913,,,,,2044993,2046912,1000026,,,5003690,1000081,org.intermine.model.bio.Gene
gene.63000,,,MAL8P1.163,998,2046924,,,,,2044993,2046923,1000026,,,5003694,1000081,org.intermine.model.bio.Gene
gene.63021,,,PF08_0137,3855,2046933,,,,,2044993,2046932,1000026,,,5003697,1000081,org.intermine.model.bio.Gene
gene.63027,,,MAL8b_28s,6175,2046942,,,,,2044993,2046941,1000026,,,5003700,1000081,org.intermine.model.bio.Gene
gene.63035,,,PF08_0136b,873,2046949,,,,,2044993,2046948,1000026,,,5003702,1000081,org.intermine.model.bio.Gene
gene.63442,,,PF08_0099,273,2046956,,,,,2044993,2046955,1000026,,,5003704,1000081,org.intermine.model.bio.Gene
gene.63047,,,PF08_0135,1650,2046963,,,,,2044993,2046962,1000026,,,5003706,1000081,org.intermine.model.bio.Gene
gene.63050,,,PF08_0134,378,2046970,,,,,2044993,2046969,1000026,,,5003708,1000081,org.intermine.model.bio.Gene
gene.63073,,,MAL8P1.153,7861,2046977,,,,,2044993,2046976,1000026,,,5003710,1000081,org.intermine.model.bio.Gene
gene.63077,,,PF08_0131,663,2046986,,,,,2044993,2046985,1000026,,,5003713,1000081,org.intermine.model.bio.Gene
gene.63854,,,MAL8P1.72,300,2046993,,,,,2044993,2046992,1000026,,,5003715,1000081,org.intermine.model.bio.Gene
gene.63857,,,MAL8P1.71,1119,2047000,,,,,2044993,2046999,1000026,,,5003717,1000081,org.intermine.model.bio.Gene
gene.63120,,,PF08_0128,2034,2047007,,,,,2044993,2047006,1000026,,,5003719,1000081,org.intermine.model.bio.Gene
gene.63518,,,PF08_0091,3971,2047014,,,,,2044993,2047013,1000026,,,5003721,1000081,org.intermine.model.bio.Gene
gene.63142,,,MAL8P1.144,4404,2047023,,,,,2044993,2047022,1000026,,,5003724,1000081,org.intermine.model.bio.Gene
gene.63167,,,MAL8P1.142,960,2047030,,,,,2044993,2047029,1000026,,,5003726,1000081,org.intermine.model.bio.Gene
gene.63540,,,PF08_0089,7956,2047039,,,,,2044993,2047038,1000026,,,5003729,1000081,org.intermine.model.bio.Gene
gene.63572,,,PF08_0086,2877,2047046,,,,,2044993,2047045,1000026,,,5003731,1000081,org.intermine.model.bio.Gene
gene.63579,,,PF08_0084,708,2047053,,,,,2044993,2047052,1000026,,,5003733,1000081,org.intermine.model.bio.Gene
gene.63896,,,MAL8P1.65,4821,2047060,,,,,2044993,2047059,1000026,,,5003735,1000081,org.intermine.model.bio.Gene
gene.63918,,,PF08_0053,912,2047079,,,,,2044993,2047078,1000026,,,5003743,1000081,org.intermine.model.bio.Gene
gene.63985,,,PF08_0048,6973,2047086,,,,,2044993,2047085,1000026,,,5003745,1000081,org.intermine.model.bio.Gene
gene.64026,,,MAL8P1.55,2451,2047101,,,,,2044993,2047100,1000026,,,5003751,1000081,org.intermine.model.bio.Gene
gene.64037,,,MAL8P1.53,2150,2047108,,,,,2044993,2047107,1000026,,,5003753,1000081,org.intermine.model.bio.Gene
gene.64044,,,PF08_0044,2866,2047123,,,,,2044993,2047122,1000026,,,5003759,1000081,org.intermine.model.bio.Gene
gene.64061,,,PF08_0041,840,2047134,,,,,2044993,2047133,1000026,,,5003763,1000081,org.intermine.model.bio.Gene
gene.64091,,,MAL8P1.49,4597,2047141,,,,,2044993,2047140,1000026,,,5003765,1000081,org.intermine.model.bio.Gene
gene.64151,,,MAL8P1.40,1218,2047152,,,,,2044993,2047151,1000026,,,5003769,1000081,org.intermine.model.bio.Gene
gene.64176,,,MAL8P1.37,1242,2047163,,,,,2044993,2047162,1000026,,,5003773,1000081,org.intermine.model.bio.Gene
gene.64271,,,MAL8P1.25a,941,2047170,,,,,2044993,2047169,1000026,,,5003775,1000081,org.intermine.model.bio.Gene
gene.64379,,,MAL8P1.15,3243,2047185,,,,,2044993,2047184,1000026,,,5003781,1000081,org.intermine.model.bio.Gene
gene.64387,,,PF08_0010,1659,2047192,,,,,2044993,2047191,1000026,,,5003783,1000081,org.intermine.model.bio.Gene
gene.64390,,,MAL8P1.14,1770,2047199,,,,,2044993,2047198,1000026,,,5003785,1000081,org.intermine.model.bio.Gene
gene.64507,,,PF08_0001,742,2047206,,,,,2044993,2047205,1000026,,,5003787,1000081,org.intermine.model.bio.Gene
gene.64522,,,MAL8P1.204,3052,2047215,,,,,2044993,2047214,1000026,,,5003790,1000081,org.intermine.model.bio.Gene
gene.64569,,,MAL8P1.215,949,2047226,,,,,2044993,2047225,1000026,,,5003794,1000081,org.intermine.model.bio.Gene
gene.64583,,,MAL8P1.218,1220,2047239,,,,,2044993,2047238,1000026,,,5003799,1000081,org.intermine.model.bio.Gene
gene.64587,,,MAL8P1.219,1173,2047248,,,,,2044993,2047247,1000026,,,5003802,1000081,org.intermine.model.bio.Gene
gene.63183,,,MAL8P1.139,18354,2047257,,,,,2044993,2047256,1000026,,,5003805,1000081,org.intermine.model.bio.Gene
gene.62881,,,MAL8P1.164,3318,2047268,,,,,2044993,2047267,1000026,,,5003809,1000081,org.intermine.model.bio.Gene
gene.63255,,,PF08_0116,2172,2047283,,,,,2044993,2047282,1000026,,,5003815,1000081,org.intermine.model.bio.Gene
gene.63643,,,MAL8P1.93,1469,2047292,,,,,2044993,2047291,1000026,,,5003818,1000081,org.intermine.model.bio.Gene
gene.63295,,,PF08_0113,3162,2047311,,,,,2044993,2047310,1000026,,,5003826,1000081,org.intermine.model.bio.Gene
gene.63670,,,PF08_0073,1182,2047318,,,,,2044993,2047317,1000026,,,5003828,1000081,org.intermine.model.bio.Gene
gene.63683,,,MAL8P1.86,1056,2047325,,,,,2044993,2047324,1000026,,,5003830,1000081,org.intermine.model.bio.Gene
gene.63710,,,MAL8P1.83,2271,2047332,,,,,2044993,2047331,1000026,,,5003832,1000081,org.intermine.model.bio.Gene
gene.63326,,,MAL8P1.300,1500,2047357,,,,,2044993,2047356,1000026,,,5003843,1000081,org.intermine.model.bio.Gene
gene.63344,,,MAL8P1.126,3140,2047372,,,,,2044993,2047371,1000026,,,5003849,1000081,org.intermine.model.bio.Gene
gene.63355,,,MAL8P1.125,1547,2047387,,,,,2044993,2047386,1000026,,,5003855,1000081,org.intermine.model.bio.Gene
gene.63762,,,MAL8P1.78,894,2047398,,,,,2044993,2047397,1000026,,,5003859,1000081,org.intermine.model.bio.Gene
gene.63787,,,PF08_0062,828,2047409,,,,,2044993,2047408,1000026,,,5003863,1000081,org.intermine.model.bio.Gene
gene.63790,,,MAL8P1.75,4224,2047416,,,,,2044993,2047415,1000026,,,5003865,1000081,org.intermine.model.bio.Gene
gene.63007,,,MAL8P1.162,6070,2047425,,,,,2044993,2047424,1000026,,,5003868,1000081,org.intermine.model.bio.Gene
gene.63409,,,PF08_0101,2553,2047436,,,,,2044993,2047435,1000026,,,5003872,1000081,org.intermine.model.bio.Gene
gene.63415,,,MAL8P1.113,17403,2047443,,,,,2044993,2047442,1000026,,,5003874,1000081,org.intermine.model.bio.Gene
gene.63421,,,PF08_0100,2107,2047454,,,,,2044993,2047453,1000026,,,5003878,1000081,org.intermine.model.bio.Gene
gene.63436,,,MAL8P1.111,4205,2047469,,,,,2044993,2047468,1000026,,,5003884,1000081,org.intermine.model.bio.Gene
gene.63070,,,PF08_0132,4194,2047482,,,,,2044993,2047481,1000026,,,5003889,1000081,org.intermine.model.bio.Gene
gene.63458,,,PF08_0097,1617,2047489,,,,,2044993,2047488,1000026,,,5003891,1000081,org.intermine.model.bio.Gene
gene.63476,,,MAL8P1.107,1418,2047496,,,,,2044993,2047495,1000026,,,5003893,1000081,org.intermine.model.bio.Gene
gene.63485,,,PF08_0095,2417,2047515,,,,,2044993,2047514,1000026,,,5003901,1000081,org.intermine.model.bio.Gene
gene.63490,,,MAL8P1.106,1230,2047526,,,,,2044993,2047525,1000026,,,5003905,1000081,org.intermine.model.bio.Gene
gene.63868,,,MAL8P1.68,2041,2047535,,,,,2044993,2047534,1000026,,,5003908,1000081,org.intermine.model.bio.Gene
gene.63101,,,MAL8P1.149,1751,2047546,,,,,2044993,2047545,1000026,,,5003912,1000081,org.intermine.model.bio.Gene
gene.63551,,,MAL8P1.98,2489,2047561,,,,,2044993,2047560,1000026,,,5003918,1000081,org.intermine.model.bio.Gene
gene.63921,,,PF08_0052,2031,2047588,,,,,2044993,2047587,1000026,,,5003930,1000081,org.intermine.model.bio.Gene
gene.63961,,,MAL8P1.60,6845,2047595,,,,,2044993,2047594,1000026,,,5003932,1000081,org.intermine.model.bio.Gene
gene.64106,,,MAL8P1.46,1311,2047634,,,,,2044993,2047633,1000026,,,5003950,1000081,org.intermine.model.bio.Gene
gene.64118,,,MAL8P1.45,2775,2047651,,,,,2044993,2047650,1000026,,,5003957,1000081,org.intermine.model.bio.Gene
gene.64173,,,PF08_0033,1509,2047662,,,,,2044993,2047661,1000026,,,5003961,1000081,org.intermine.model.bio.Gene
gene.64250,,,MAL8P1.28,1224,2047669,,,,,2044993,2047668,1000026,,,5003963,1000081,org.intermine.model.bio.Gene
gene.64334,,,MAL8P1.19,3870,2047686,,,,,2044993,2047685,1000026,,,5003970,1000081,org.intermine.model.bio.Gene
gene.64337,,,PF08_0018,4194,2047693,,,,,2044993,2047692,1000026,,,5003972,1000081,org.intermine.model.bio.Gene
gene.64343,,,PF08_0016,2502,2047700,,,,,2044993,2047699,1000026,,,5003974,1000081,org.intermine.model.bio.Gene
gene.64697,,,MAL8P1.330,621,2047707,,,,,2044993,2047706,1000026,,,5003976,1000081,org.intermine.model.bio.Gene
gene.64515,,,MAL8P1.1,6044,2047716,,,,,2044993,2047715,1000026,,,5003979,1000081,org.intermine.model.bio.Gene
gene.64575,,,MAL8P1.216,1166,2047727,,,,,2044993,2047726,1000026,,,5003983,1000081,org.intermine.model.bio.Gene
gene.63192,,,PF08_0122,5994,2047736,,,,,2044993,2047735,1000026,,,5003986,1000081,org.intermine.model.bio.Gene
gene.63221,,,MAL8P1.200,602,2047743,,,,,2044993,2047742,1000026,,,5003988,1000081,org.intermine.model.bio.Gene
gene.63629,,,PF08_0078,4260,2047752,,,,,2044993,2047751,1000026,,,5003991,1000081,org.intermine.model.bio.Gene
gene.63635,,,PF08_0076,737,2047759,,,,,2044993,2047758,1000026,,,5003993,1000081,org.intermine.model.bio.Gene
gene.63667,,,MAL8P1.88,2277,2047768,,,,,2044993,2047767,1000026,,,5003996,1000081,org.intermine.model.bio.Gene
gene.63276,,,MAL8P1.133,534,2047775,,,,,2044993,2047774,1000026,,,5003998,1000081,org.intermine.model.bio.Gene
gene.63302,,,MAL8P1.131,1702,2047782,,,,,2044993,2047781,1000026,,,5004000,1000081,org.intermine.model.bio.Gene
gene.63673,,,PF08_0072,921,2047803,,,,,2044993,2047802,1000026,,,5004009,1000081,org.intermine.model.bio.Gene
gene.63676,,,MAL8P1.87,216,2047810,,,,,2044993,2047809,1000026,,,5004011,1000081,org.intermine.model.bio.Gene
gene.63351,,,PF08_0109,1770,2047817,,,,,2044993,2047816,1000026,,,5004013,1000081,org.intermine.model.bio.Gene
gene.63722,,,PF08_0067,1095,2047826,,,,,2044993,2047825,1000026,,,5004016,1000081,org.intermine.model.bio.Gene
gene.63743,,,PF08_0064,630,2047833,,,,,2044993,2047832,1000026,,,5004018,1000081,org.intermine.model.bio.Gene
gene.62981,,,PF08_0141,9334,2047840,,,,,2044993,2047839,1000026,,,5004020,1000081,org.intermine.model.bio.Gene
gene.62989,,,PF08_0139,1336,2047849,,,,,2044993,2047848,1000026,,,5004023,1000081,org.intermine.model.bio.Gene
gene.63373,,,MAL8P1.122,1148,2047858,,,,,2044993,2047857,1000026,,,5004026,1000081,org.intermine.model.bio.Gene
gene.63383,,,PF08_0107,7887,2047869,,,,,2044993,2047868,1000026,,,5004030,1000081,org.intermine.model.bio.Gene
gene.63778,,,MAL8P1.76,1877,2047878,,,,,2044993,2047877,1000026,,,5004033,1000081,org.intermine.model.bio.Gene
gene.63017,,,MAL8P1.160,1068,2047897,,,,,2044993,2047896,1000026,,,5004041,1000081,org.intermine.model.bio.Gene
gene.63043,,,MAL8P1.158,240,2047906,,,,,2044993,2047905,1000026,,,5004044,1000081,org.intermine.model.bio.Gene
gene.63877,,,PF08_0056,899,2047915,,,,,2044993,2047914,1000026,,,5004047,1000081,org.intermine.model.bio.Gene
gene.63881,,,MAL8P1.66,2128,2047924,,,,,2044993,2047923,1000026,,,5004050,1000081,org.intermine.model.bio.Gene
gene.63093,,,MAL8P1.150,7551,2047951,,,,,2044993,2047950,1000026,,,5004062,1000081,org.intermine.model.bio.Gene
gene.63108,,,PF08_0129,2128,2047968,,,,,2044993,2047967,1000026,,,5004069,1000081,org.intermine.model.bio.Gene
gene.63112,,,MAL8P1.148,531,2047977,,,,,2044993,2047976,1000026,,,5004072,1000081,org.intermine.model.bio.Gene
gene.63506,,,MAL8P1.104,5325,2047986,,,,,2044993,2047985,1000026,,,5004075,1000081,org.intermine.model.bio.Gene
gene.63515,,,PF08_0092,2739,2047993,,,,,2044993,2047992,1000026,,,5004077,1000081,org.intermine.model.bio.Gene
gene.63564,,,PF08_0088,1386,2048000,,,,,2044993,2047999,1000026,,,5004079,1000081,org.intermine.model.bio.Gene
gene.63569,,,PF08_0087,1638,2048007,,,,,2044993,2048006,1000026,,,5004081,1000081,org.intermine.model.bio.Gene
gene.63905,,,PF08_0055,1089,2048014,,,,,2044993,2048013,1000026,,,5004083,1000081,org.intermine.model.bio.Gene
gene.64088,,,PF08_0037,705,2048021,,,,,2044993,2048020,1000026,,,5004085,1000081,org.intermine.model.bio.Gene
gene.64114,,,PF08_0036,2475,2048028,,,,,2044993,2048027,1000026,,,5004087,1000081,org.intermine.model.bio.Gene
gene.64179,,,MAL8P1.36,496,2048037,,,,,2044993,2048036,1000026,,,5004090,1000081,org.intermine.model.bio.Gene
gene.64194,,,MAL8P1.35,1221,2048046,,,,,2044993,2048045,1000026,,,5004093,1000081,org.intermine.model.bio.Gene
gene.64197,,,MAL8P1.34,3869,2048053,,,,,2044993,2048052,1000026,,,5004095,1000081,org.intermine.model.bio.Gene
gene.64215,,,MAL8P1.31,1223,2048064,,,,,2044993,2048063,1000026,,,5004099,1000081,org.intermine.model.bio.Gene
gene.64246,,,MAL8P1.29,5201,2048077,,,,,2044993,2048076,1000026,,,5004104,1000081,org.intermine.model.bio.Gene
gene.64305,,,PF08_0021,1338,2048086,,,,,2044993,2048085,1000026,,,5004107,1000081,org.intermine.model.bio.Gene
gene.64373,,,MAL8P1.16,946,2048093,,,,,2044993,2048092,1000026,,,5004109,1000081,org.intermine.model.bio.Gene
gene.64394,,,PF08_0009,1660,2048106,,,,,2044993,2048105,1000026,,,5004114,1000081,org.intermine.model.bio.Gene
gene.64406,,,MAL8P1.12,3102,2048119,,,,,2044993,2048118,1000026,,,5004119,1000081,org.intermine.model.bio.Gene
gene.64415,,,PF08_0007,930,2048126,,,,,2044993,2048125,1000026,,,5004121,1000081,org.intermine.model.bio.Gene
gene.64465,,,PF08_tmp1,3178,2048139,,,,,2044993,2048138,1000026,,,5004126,1000081,org.intermine.model.bio.Gene
gene.64469,,,MAL8P1.310,400,2048146,,,,,2044993,2048145,1000026,,,5004128,1000081,org.intermine.model.bio.Gene
gene.64473,,,PF08_0005,1167,2048155,,,,,2044993,2048154,1000026,,,5004131,1000081,org.intermine.model.bio.Gene
gene.64478,,,PF08_0004,701,2048162,,,,,2044993,2048161,1000026,,,5004133,1000081,org.intermine.model.bio.Gene
gene.64546,,,MAL8P1.209,402,2048171,,,,,2044993,2048170,1000026,,,5004136,1000081,org.intermine.model.bio.Gene
gene.63195,,,PF08_0121,654,2048178,,,,,2044993,2048177,1000026,,,5004138,1000081,org.intermine.model.bio.Gene
gene.63597,,,MAL8P1.96,1388,2048185,,,,,2044993,2048184,1000026,,,5004140,1000081,org.intermine.model.bio.Gene
gene.63623,,,PF08_0079,1194,2048198,,,,,2044993,2048197,1000026,,,5004145,1000081,org.intermine.model.bio.Gene
gene.63225,,,MAL8P1.201,3669,2048211,,,,,2044993,2048210,1000026,,,5004150,1000081,org.intermine.model.bio.Gene
gene.63659,,,MAL8P1.91,2308,2048220,,,,,2044993,2048219,1000026,,,5004153,1000081,org.intermine.model.bio.Gene
gene.63690,,,PF08_0069,2634,2048231,,,,,2044993,2048230,1000026,,,5004157,1000081,org.intermine.model.bio.Gene
gene.63757,,,MAL8P1.79,1075,2048238,,,,,2044993,2048237,1000026,,,5004159,1000081,org.intermine.model.bio.Gene
gene.62994,,,PF08_0138,1352,2048249,,,,,2044993,2048248,1000026,,,5004163,1000081,org.intermine.model.bio.Gene
gene.63360,,,MAL8P1.124,4089,2048258,,,,,2044993,2048257,1000026,,,5004166,1000081,org.intermine.model.bio.Gene
gene.63378,,,MAL8P1.121,1341,2048267,,,,,2044993,2048266,1000026,,,5004169,1000081,org.intermine.model.bio.Gene
gene.63412,,,MAL8P1.114,288,2048276,,,,,2044993,2048275,1000026,,,5004172,1000081,org.intermine.model.bio.Gene
gene.63062,,,MAL8P1.155,1293,2048283,,,,,2044993,2048282,1000026,,,5004174,1000081,org.intermine.model.bio.Gene
gene.63462,,,MAL8P1.108,2151,2048294,,,,,2044993,2048293,1000026,,,5004178,1000081,org.intermine.model.bio.Gene
gene.63863,,,MAL8P1.69,1208,2048317,,,,,2044993,2048316,1000026,,,5004188,1000081,org.intermine.model.bio.Gene
gene.63494,,,PF08_0094,2415,2048328,,,,,2044993,2048327,1000026,,,5004192,1000081,org.intermine.model.bio.Gene
gene.63497,,,PF08_0093,1623,2048335,,,,,2044993,2048334,1000026,,,5004194,1000081,org.intermine.model.bio.Gene
gene.63527,,,MAL8P1.102,1764,2048342,,,,,2044993,2048341,1000026,,,5004196,1000081,org.intermine.model.bio.Gene
gene.34065,,,PFL2045w,1146,1007778,,,,,2009465,2009893,1000026,,,5006557,1000081,org.intermine.model.bio.Gene
gene.33005,,,PFL0885w,1866,1007786,,,,,2009465,2013168,1000026,,,5006558,1000081,org.intermine.model.bio.Gene
gene.33490,,,PFL1420w,631,1007912,,,,,2009465,2009608,1000026,,,5006559,1000081,org.intermine.model.bio.Gene
gene.32475,,,PFL0260c,1017,1007917,,,,,2009465,2009566,1000026,,,5006560,1000081,org.intermine.model.bio.Gene
gene.34150,,,PFL2135c,2433,1008018,,,,,2009465,2012622,1000026,,,5006561,1000081,org.intermine.model.bio.Gene
gene.32395,,,PFL0185c,1697,1008026,,,,,2009465,2011469,1000026,,,5006562,1000081,org.intermine.model.bio.Gene
gene.34355,,,PFL2375c,1106,1008135,,,,,2009465,2011608,1000026,,,5006563,1000081,org.intermine.model.bio.Gene
gene.33621,,,PFL1540c,1590,1008142,,,,,2009465,2013058,1000026,,,5006564,1000081,org.intermine.model.bio.Gene
gene.32824,,,PFL0660w,282,1008158,,,,,2009465,2012414,1000026,,,5006565,1000081,org.intermine.model.bio.Gene
gene.34047,,,PFL2030w,1803,1008275,,,,,2009465,2013613,1000026,,,5006566,1000081,org.intermine.model.bio.Gene
gene.32557,,,PFL0355c,2523,1008283,,,,,2009465,2012770,1000026,,,5006567,1000081,org.intermine.model.bio.Gene
gene.33820,,,PFL1750c,4317,1008405,,,,,2009465,2010697,1000026,,,5006568,1000081,org.intermine.model.bio.Gene
gene.32688,,,PFL0510c,3003,1008412,,,,,2009465,2010151,1000026,,,5006569,1000081,org.intermine.model.bio.Gene
gene.34146,,,PFL2130w,4191,1008523,,,,,2009465,2010661,1000026,,,5006570,1000081,org.intermine.model.bio.Gene
gene.33125,,,PFL1000c,2016,1008530,,,,,2009465,2011096,1000026,,,5006571,1000081,org.intermine.model.bio.Gene
gene.33826,,,PFL1760w,2112,1008622,,,,,2009465,2010059,1000026,,,5006572,1000081,org.intermine.model.bio.Gene
gene.32239,,,PFL0050c,2222,1008627,,,,,2009465,2010792,1000026,,,5006573,1000081,org.intermine.model.bio.Gene
gene.34380,,,PFL2400w,507,1008736,,,,,2009465,2011622,1000026,,,5006574,1000081,org.intermine.model.bio.Gene
gene.33498,,,PFL1430c,3399,1008741,,,,,2009465,2013345,1000026,,,5006575,1000081,org.intermine.model.bio.Gene
