secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,mRNA.34283,1512,2010977,,,,2009465,2010976,1000026,5021478,2000009,org.intermine.model.bio.MRNA
,,mRNA.34347,462,2010983,,,,2009465,2010982,1000026,5021480,2000009,org.intermine.model.bio.MRNA
,,mRNA.34353,432,2010989,,,,2009465,2010988,1000026,5021482,2000009,org.intermine.model.bio.MRNA
,,mRNA.34371,8799,2010995,,,,2009465,2010994,1000026,5021484,2000009,org.intermine.model.bio.MRNA
,,mRNA.34433,405,2011009,,,,2009465,2011008,1000026,5021486,2000009,org.intermine.model.bio.MRNA
,,mRNA.34466,1968,2011019,,,,2009465,2011018,1000026,5021488,2000009,org.intermine.model.bio.MRNA
,,mRNA.34515,228,2011025,,,,2009465,2011024,1000026,5021490,2000009,org.intermine.model.bio.MRNA
,,mRNA.34529,543,2011031,,,,2009465,2011030,1000026,5021492,2000009,org.intermine.model.bio.MRNA
,,mRNA.34546,1128,2011041,,,,2009465,2011040,1000026,5021494,2000009,org.intermine.model.bio.MRNA
,,mRNA.34581,921,2011049,,,,2009465,2011048,1000026,5021496,2000009,org.intermine.model.bio.MRNA
,,mRNA.34593,954,2011057,,,,2009465,2011056,1000026,5021498,2000009,org.intermine.model.bio.MRNA
,,mRNA.32728,3075,2011065,,,,2009465,2011064,1000026,5021500,2000009,org.intermine.model.bio.MRNA
,,mRNA.32762,618,2011077,,,,2009465,2011076,1000026,5021502,2000009,org.intermine.model.bio.MRNA
,,mRNA.33120,549,2011087,,,,2009465,2011086,1000026,5021504,2000009,org.intermine.model.bio.MRNA
,,mRNA.33126,2016,2011099,,,,2009465,2011098,1000026,5021506,2000009,org.intermine.model.bio.MRNA
,,mRNA.33132,6990,2011105,,,,2009465,2011104,1000026,5021508,2000009,org.intermine.model.bio.MRNA
,,mRNA.33135,765,2011111,,,,2009465,2011110,1000026,5021510,2000009,org.intermine.model.bio.MRNA
,,mRNA.33545,3183,2011131,,,,2009465,2011130,1000026,5021512,2000009,org.intermine.model.bio.MRNA
,,mRNA.33939,810,2011141,,,,2009465,2011140,1000026,5021514,2000009,org.intermine.model.bio.MRNA
,,mRNA.33952,3021,2011149,,,,2009465,2011148,1000026,5021516,2000009,org.intermine.model.bio.MRNA
,,mRNA.32800,966,2011155,,,,2009465,2011154,1000026,5021518,2000009,org.intermine.model.bio.MRNA
,,mRNA.33175,2109,2011161,,,,2009465,2011160,1000026,5021520,2000009,org.intermine.model.bio.MRNA
,,mRNA.33187,2466,2011167,,,,2009465,2011166,1000026,5021522,2000009,org.intermine.model.bio.MRNA
,,mRNA.33570,1854,2011173,,,,2009465,2011172,1000026,5021524,2000009,org.intermine.model.bio.MRNA
,,mRNA.33979,7941,2011181,,,,2009465,2011180,1000026,5021526,2000009,org.intermine.model.bio.MRNA
,,mRNA.33998,6567,2011190,,,,2009465,2011189,1000026,5021528,2000009,org.intermine.model.bio.MRNA
,,mRNA.32833,2241,2011200,,,,2009465,2011199,1000026,5021530,2000009,org.intermine.model.bio.MRNA
,,mRNA.32844,3852,2011206,,,,2009465,2011205,1000026,5021532,2000009,org.intermine.model.bio.MRNA
,,mRNA.33232,1365,2011220,,,,2009465,2011219,1000026,5021534,2000009,org.intermine.model.bio.MRNA
,,mRNA.33238,4857,2011226,,,,2009465,2011225,1000026,5021536,2000009,org.intermine.model.bio.MRNA
,,mRNA.33616,5475,2011242,,,,2009465,2011241,1000026,5021538,2000009,org.intermine.model.bio.MRNA
,,mRNA.34013,1683,2011248,,,,2009465,2011247,1000026,5021540,2000009,org.intermine.model.bio.MRNA
,,mRNA.32893,2862,2011254,,,,2009465,2011253,1000026,5021542,2000009,org.intermine.model.bio.MRNA
,,mRNA.33262,684,2011262,,,,2009465,2011261,1000026,5021544,2000009,org.intermine.model.bio.MRNA
,,mRNA.33283,1788,2011268,,,,2009465,2011267,1000026,5021546,2000009,org.intermine.model.bio.MRNA
,,mRNA.33689,4242,2011276,,,,2009465,2011275,1000026,5021548,2000009,org.intermine.model.bio.MRNA
,,mRNA.32922,882,2011282,,,,2009465,2011281,1000026,5021550,2000009,org.intermine.model.bio.MRNA
,,mRNA.32925,1104,2011288,,,,2009465,2011287,1000026,5021552,2000009,org.intermine.model.bio.MRNA
,,mRNA.32939,666,2011302,,,,2009465,2011301,1000026,5021554,2000009,org.intermine.model.bio.MRNA
,,mRNA.33715,1266,2011308,,,,2009465,2011307,1000026,5021556,2000009,org.intermine.model.bio.MRNA
,,mRNA.33364,888,2011316,,,,2009465,2011315,1000026,5021558,2000009,org.intermine.model.bio.MRNA
,,mRNA.33367,2490,2011322,,,,2009465,2011321,1000026,5021560,2000009,org.intermine.model.bio.MRNA
,,mRNA.33765,243,2011332,,,,2009465,2011331,1000026,5021562,2000009,org.intermine.model.bio.MRNA
,,mRNA.33774,4989,2011344,,,,2009465,2011343,1000026,5021564,2000009,org.intermine.model.bio.MRNA
,,mRNA.34179,1371,2011350,,,,2009465,2011349,1000026,5021566,2000009,org.intermine.model.bio.MRNA
,,mRNA.33427,444,2011356,,,,2009465,2011355,1000026,5021568,2000009,org.intermine.model.bio.MRNA
,,mRNA.33814,1233,2011362,,,,2009465,2011361,1000026,5021570,2000009,org.intermine.model.bio.MRNA
,,mRNA.33817,1380,2011368,,,,2009465,2011367,1000026,5021572,2000009,org.intermine.model.bio.MRNA
,,mRNA.34189,474,2011376,,,,2009465,2011375,1000026,5021574,2000009,org.intermine.model.bio.MRNA
,,mRNA.34210,4818,2011388,,,,2009465,2011387,1000026,5021576,2000009,org.intermine.model.bio.MRNA
,,mRNA.34213,1107,2011394,,,,2009465,2011393,1000026,5021578,2000009,org.intermine.model.bio.MRNA
,,mRNA.33037,1491,2011402,,,,2009465,2011401,1000026,5021580,2000009,org.intermine.model.bio.MRNA
,,mRNA.33445,1230,2011408,,,,2009465,2011407,1000026,5021582,2000009,org.intermine.model.bio.MRNA
,,mRNA.33453,3408,2011418,,,,2009465,2011417,1000026,5021584,2000009,org.intermine.model.bio.MRNA
,,mRNA.33839,1527,2011426,,,,2009465,2011425,1000026,5021586,2000009,org.intermine.model.bio.MRNA
,,mRNA.33859,5748,2011432,,,,2009465,2011431,1000026,5021588,2000009,org.intermine.model.bio.MRNA
,,mRNA.32216,8583,2011438,,,,2009465,2011437,1000026,5021590,2000009,org.intermine.model.bio.MRNA
,,mRNA.32231,1656,2011446,,,,2009465,2011445,1000026,5021592,2000009,org.intermine.model.bio.MRNA
,,mRNA.32355,1254,2011456,,,,2009465,2011455,1000026,5021594,2000009,org.intermine.model.bio.MRNA
,,mRNA.32396,1080,2011472,,,,2009465,2011471,1000026,5021596,2000009,org.intermine.model.bio.MRNA
,,mRNA.32456,393,2011482,,,,2009465,2011481,1000026,5021598,2000009,org.intermine.model.bio.MRNA
,,mRNA.32488,1002,2011498,,,,2009465,2011497,1000026,5021600,2000009,org.intermine.model.bio.MRNA
,,mRNA.32535,1956,2011518,,,,2009465,2011517,1000026,5021602,2000009,org.intermine.model.bio.MRNA
,,mRNA.32610,10578,2011524,,,,2009465,2011523,1000026,5021604,2000009,org.intermine.model.bio.MRNA
,,mRNA.32655,2379,2011534,,,,2009465,2011533,1000026,5021606,2000009,org.intermine.model.bio.MRNA
,,mRNA.33096,368,2011541,,,,2009465,2011540,1000026,5021608,2000009,org.intermine.model.bio.MRNA
,,mRNA.33101,8118,2011551,,,,2009465,2011550,1000026,5021610,2000009,org.intermine.model.bio.MRNA
,,mRNA.33108,1560,2011565,,,,2009465,2011564,1000026,5021612,2000009,org.intermine.model.bio.MRNA
,,mRNA.33111,957,2011571,,,,2009465,2011570,1000026,5021614,2000009,org.intermine.model.bio.MRNA
,,mRNA.33488,2973,2011577,,,,2009465,2011576,1000026,5021616,2000009,org.intermine.model.bio.MRNA
,,mRNA.34313,1074,2011583,,,,2009465,2011582,1000026,5021618,2000009,org.intermine.model.bio.MRNA
,,mRNA.34316,414,2011589,,,,2009465,2011588,1000026,5021620,2000009,org.intermine.model.bio.MRNA
,,mRNA.34333,285,2011595,,,,2009465,2011594,1000026,5021622,2000009,org.intermine.model.bio.MRNA
,,mRNA.34342,1179,2011601,,,,2009465,2011600,1000026,5021624,2000009,org.intermine.model.bio.MRNA
,,mRNA.34356,480,2011611,,,,2009465,2011610,1000026,5021626,2000009,org.intermine.model.bio.MRNA
,,mRNA.34381,507,2011625,,,,2009465,2011624,1000026,5021628,2000009,org.intermine.model.bio.MRNA
,,mRNA.34422,966,2011631,,,,2009465,2011630,1000026,5021630,2000009,org.intermine.model.bio.MRNA
,,mRNA.34438,1809,2011637,,,,2009465,2011636,1000026,5021632,2000009,org.intermine.model.bio.MRNA
,,mRNA.34452,1410,2011647,,,,2009465,2011646,1000026,5021634,2000009,org.intermine.model.bio.MRNA
,,mRNA.34511,1881,2011653,,,,2009465,2011652,1000026,5021636,2000009,org.intermine.model.bio.MRNA
,,mRNA.34522,867,2011661,,,,2009465,2011660,1000026,5021638,2000009,org.intermine.model.bio.MRNA
,,mRNA.34558,213,2011669,,,,2009465,2011668,1000026,5021640,2000009,org.intermine.model.bio.MRNA
,,mRNA.34608,6807,2011675,,,,2009465,2011674,1000026,5021642,2000009,org.intermine.model.bio.MRNA
,,mRNA.32735,735,2011683,,,,2009465,2011682,1000026,5021644,2000009,org.intermine.model.bio.MRNA
,,mRNA.33563,1131,2011695,,,,2009465,2011694,1000026,5021646,2000009,org.intermine.model.bio.MRNA
,,mRNA.33929,2379,2011703,,,,2009465,2011702,1000026,5021648,2000009,org.intermine.model.bio.MRNA
,,mRNA.33946,618,2011709,,,,2009465,2011708,1000026,5021650,2000009,org.intermine.model.bio.MRNA
,,mRNA.33955,909,2011715,,,,2009465,2011714,1000026,5021652,2000009,org.intermine.model.bio.MRNA
,,mRNA.32767,1677,2011721,,,,2009465,2011720,1000026,5021654,2000009,org.intermine.model.bio.MRNA
,,mRNA.32787,1752,2011727,,,,2009465,2011726,1000026,5021656,2000009,org.intermine.model.bio.MRNA
,,mRNA.32803,3267,2011733,,,,2009465,2011732,1000026,5021658,2000009,org.intermine.model.bio.MRNA
,,mRNA.33193,744,2011739,,,,2009465,2011738,1000026,5021660,2000009,org.intermine.model.bio.MRNA
,,mRNA.33202,7299,2011757,,,,2009465,2011756,1000026,5021662,2000009,org.intermine.model.bio.MRNA
,,mRNA.33577,2967,2011763,,,,2009465,2011762,1000026,5021664,2000009,org.intermine.model.bio.MRNA
,,mRNA.33596,1152,2011783,,,,2009465,2011782,1000026,5021666,2000009,org.intermine.model.bio.MRNA
,,mRNA.33967,1626,2011789,,,,2009465,2011788,1000026,5021668,2000009,org.intermine.model.bio.MRNA
,,mRNA.33970,318,2011795,,,,2009465,2011794,1000026,5021670,2000009,org.intermine.model.bio.MRNA
,,mRNA.33973,1893,2011802,,,,2009465,2011801,1000026,5021672,2000009,org.intermine.model.bio.MRNA
,,mRNA.32818,1731,2011814,,,,2009465,2011813,1000026,5021674,2000009,org.intermine.model.bio.MRNA
,,mRNA.33613,3507,2011820,,,,2009465,2011819,1000026,5021676,2000009,org.intermine.model.bio.MRNA
,,mRNA.33619,3261,2011826,,,,2009465,2011825,1000026,5021678,2000009,org.intermine.model.bio.MRNA
,,mRNA.33647,690,2011832,,,,2009465,2011831,1000026,5021680,2000009,org.intermine.model.bio.MRNA
,,mRNA.33259,927,2011844,,,,2009465,2011843,1000026,5021682,2000009,org.intermine.model.bio.MRNA
,,mRNA.33287,822,2011850,,,,2009465,2011849,1000026,5021684,2000009,org.intermine.model.bio.MRNA
,,mRNA.33696,141,2011858,,,,2009465,2011857,1000026,5021686,2000009,org.intermine.model.bio.MRNA
,,mRNA.32916,1968,2011864,,,,2009465,2011863,1000026,5021688,2000009,org.intermine.model.bio.MRNA
,,mRNA.33299,4386,2011870,,,,2009465,2011869,1000026,5021690,2000009,org.intermine.model.bio.MRNA
,,mRNA.33328,741,2011876,,,,2009465,2011875,1000026,5021692,2000009,org.intermine.model.bio.MRNA
,,mRNA.33331,1332,2011882,,,,2009465,2011881,1000026,5021694,2000009,org.intermine.model.bio.MRNA
,,mRNA.33335,2304,2011890,,,,2009465,2011889,1000026,5021696,2000009,org.intermine.model.bio.MRNA
,,mRNA.33707,693,2011906,,,,2009465,2011905,1000026,5021698,2000009,org.intermine.model.bio.MRNA
,,mRNA.33727,1875,2011914,,,,2009465,2011913,1000026,5021700,2000009,org.intermine.model.bio.MRNA
,,mRNA.33738,1155,2011922,,,,2009465,2011921,1000026,5021702,2000009,org.intermine.model.bio.MRNA
,,mRNA.34124,5541,2011928,,,,2009465,2011927,1000026,5021704,2000009,org.intermine.model.bio.MRNA
,,mRNA.32945,3222,2011944,,,,2009465,2011943,1000026,5021706,2000009,org.intermine.model.bio.MRNA
,,mRNA.32955,429,2011950,,,,2009465,2011949,1000026,5021708,2000009,org.intermine.model.bio.MRNA
,,mRNA.33346,3423,2011956,,,,2009465,2011955,1000026,5021710,2000009,org.intermine.model.bio.MRNA
,,mRNA.33354,2727,2011966,,,,2009465,2011965,1000026,5021712,2000009,org.intermine.model.bio.MRNA
,,mRNA.34161,1008,2011974,,,,2009465,2011973,1000026,5021714,2000009,org.intermine.model.bio.MRNA
,,mRNA.32988,1452,2011996,,,,2009465,2011995,1000026,5021716,2000009,org.intermine.model.bio.MRNA
,,mRNA.32996,1302,2012006,,,,2009465,2012005,1000026,5021718,2000009,org.intermine.model.bio.MRNA
,,mRNA.33009,1476,2012016,,,,2009465,2012015,1000026,5021720,2000009,org.intermine.model.bio.MRNA
,,mRNA.33021,3186,2012040,,,,2009465,2012039,1000026,5021722,2000009,org.intermine.model.bio.MRNA
,,mRNA.33832,810,2012054,,,,2009465,2012053,1000026,5021724,2000009,org.intermine.model.bio.MRNA
,,mRNA.33867,1317,2012060,,,,2009465,2012059,1000026,5021726,2000009,org.intermine.model.bio.MRNA
,,mRNA.32682,1020,2012070,,,,2009465,2012069,1000026,5021728,2000009,org.intermine.model.bio.MRNA
,,mRNA.32717,5535,2012078,,,,2009465,2012077,1000026,5021730,2000009,org.intermine.model.bio.MRNA
,,mRNA.32244,2703,2012088,,,,2009465,2012087,1000026,5021732,2000009,org.intermine.model.bio.MRNA
,,mRNA.32252,321,2012096,,,,2009465,2012095,1000026,5021734,2000009,org.intermine.model.bio.MRNA
,,mRNA.32255,3390,2012102,,,,2009465,2012101,1000026,5021736,2000009,org.intermine.model.bio.MRNA
,,mRNA.32296,17190,2012110,,,,2009465,2012109,1000026,5021738,2000009,org.intermine.model.bio.MRNA
,,mRNA.32485,5358,2012182,,,,2009465,2012181,1000026,5021740,2000009,org.intermine.model.bio.MRNA
,,mRNA.32544,2184,2012188,,,,2009465,2012187,1000026,5021742,2000009,org.intermine.model.bio.MRNA
,,mRNA.32595,1164,2012194,,,,2009465,2012193,1000026,5021744,2000009,org.intermine.model.bio.MRNA
,,mRNA.32599,384,2012202,,,,2009465,2012201,1000026,5021746,2000009,org.intermine.model.bio.MRNA
,,mRNA.32667,645,2012210,,,,2009465,2012209,1000026,5021748,2000009,org.intermine.model.bio.MRNA
,,mRNA.33077,573,2012228,,,,2009465,2012227,1000026,5021750,2000009,org.intermine.model.bio.MRNA
,,mRNA.33093,601,2012235,,,,2009465,2012234,1000026,5021752,2000009,org.intermine.model.bio.MRNA
,,mRNA.33875,1473,2012241,,,,2009465,2012240,1000026,5021754,2000009,org.intermine.model.bio.MRNA
,,mRNA.33892,456,2012251,,,,2009465,2012250,1000026,5021756,2000009,org.intermine.model.bio.MRNA
,,mRNA.34292,2619,2012259,,,,2009465,2012258,1000026,5021758,2000009,org.intermine.model.bio.MRNA
,,mRNA.34319,858,2012267,,,,2009465,2012266,1000026,5021760,2000009,org.intermine.model.bio.MRNA
,,mRNA.34414,534,2012273,,,,2009465,2012272,1000026,5021762,2000009,org.intermine.model.bio.MRNA
,,mRNA.34469,73,2012282,,,,2009465,2012281,1000026,5021764,2000009,org.intermine.model.bio.MRNA
,,mRNA.34477,6648,2012288,,,,2009465,2012287,1000026,5021766,2000009,org.intermine.model.bio.MRNA
,,mRNA.34573,888,2012308,,,,2009465,2012307,1000026,5021768,2000009,org.intermine.model.bio.MRNA
,,mRNA.33529,6042,2012316,,,,2009465,2012315,1000026,5021770,2000009,org.intermine.model.bio.MRNA
,,mRNA.32773,3699,2012342,,,,2009465,2012341,1000026,5021772,2000009,org.intermine.model.bio.MRNA
,,mRNA.32797,4134,2012364,,,,2009465,2012363,1000026,5021774,2000009,org.intermine.model.bio.MRNA
,,mRNA.33165,2529,2012370,,,,2009465,2012369,1000026,5021776,2000009,org.intermine.model.bio.MRNA
,,mRNA.33587,642,2012376,,,,2009465,2012375,1000026,5021778,2000009,org.intermine.model.bio.MRNA
,,mRNA.33600,2859,2012394,,,,2009465,2012393,1000026,5021780,2000009,org.intermine.model.bio.MRNA
,,mRNA.33964,3099,2012400,,,,2009465,2012399,1000026,5021782,2000009,org.intermine.model.bio.MRNA
,,mRNA.33992,705,2012407,,,,2009465,2012406,1000026,5021784,2000009,org.intermine.model.bio.MRNA
,,mRNA.32825,282,2012417,,,,2009465,2012416,1000026,5021786,2000009,org.intermine.model.bio.MRNA
,,mRNA.32840,441,2012423,,,,2009465,2012422,1000026,5021788,2000009,org.intermine.model.bio.MRNA
,,mRNA.32851,537,2012431,,,,2009465,2012430,1000026,5021790,2000009,org.intermine.model.bio.MRNA
,,mRNA.33235,3669,2012439,,,,2009465,2012438,1000026,5021792,2000009,org.intermine.model.bio.MRNA
,,mRNA.33625,2109,2012445,,,,2009465,2012444,1000026,5021794,2000009,org.intermine.model.bio.MRNA
,,mRNA.33629,1497,2012453,,,,2009465,2012452,1000026,5021796,2000009,org.intermine.model.bio.MRNA
,,mRNA.34008,6930,2012459,,,,2009465,2012458,1000026,5021798,2000009,org.intermine.model.bio.MRNA
,,mRNA.34039,2031,2012469,,,,2009465,2012468,1000026,5021800,2000009,org.intermine.model.bio.MRNA
,,mRNA.34045,207,2012475,,,,2009465,2012474,1000026,5021802,2000009,org.intermine.model.bio.MRNA
,,mRNA.32855,1563,2012481,,,,2009465,2012480,1000026,5021804,2000009,org.intermine.model.bio.MRNA
,,mRNA.32878,330,2012491,,,,2009465,2012490,1000026,5021806,2000009,org.intermine.model.bio.MRNA
,,mRNA.33255,822,2012501,,,,2009465,2012500,1000026,5021808,2000009,org.intermine.model.bio.MRNA
,,mRNA.33265,1170,2012509,,,,2009465,2012508,1000026,5021810,2000009,org.intermine.model.bio.MRNA
,,mRNA.33268,579,2012515,,,,2009465,2012514,1000026,5021812,2000009,org.intermine.model.bio.MRNA
,,mRNA.33681,408,2012527,,,,2009465,2012526,1000026,5021814,2000009,org.intermine.model.bio.MRNA
,,mRNA.34060,1353,2012533,,,,2009465,2012532,1000026,5021816,2000009,org.intermine.model.bio.MRNA
,,mRNA.33324,1041,2012545,,,,2009465,2012544,1000026,5021818,2000009,org.intermine.model.bio.MRNA
,,mRNA.33699,16320,2012553,,,,2009465,2012552,1000026,5021820,2000009,org.intermine.model.bio.MRNA
,,mRNA.33722,6102,2012563,,,,2009465,2012562,1000026,5021822,2000009,org.intermine.model.bio.MRNA
,,mRNA.34100,681,2012573,,,,2009465,2012572,1000026,5021824,2000009,org.intermine.model.bio.MRNA
,,mRNA.32967,3360,2012593,,,,2009465,2012592,1000026,5021826,2000009,org.intermine.model.bio.MRNA
,,mRNA.33361,1752,2012599,,,,2009465,2012598,1000026,5021828,2000009,org.intermine.model.bio.MRNA
,,mRNA.33379,1911,2012605,,,,2009465,2012604,1000026,5021830,2000009,org.intermine.model.bio.MRNA
,,mRNA.33382,1146,2012611,,,,2009465,2012610,1000026,5021832,2000009,org.intermine.model.bio.MRNA
,,mRNA.34151,2433,2012625,,,,2009465,2012624,1000026,5021834,2000009,org.intermine.model.bio.MRNA
,,mRNA.34172,2229,2012631,,,,2009465,2012630,1000026,5021836,2000009,org.intermine.model.bio.MRNA
,,mRNA.32993,1059,2012645,,,,2009465,2012644,1000026,5021838,2000009,org.intermine.model.bio.MRNA
,,mRNA.33402,3489,2012651,,,,2009465,2012650,1000026,5021840,2000009,org.intermine.model.bio.MRNA
,,mRNA.33421,3279,2012657,,,,2009465,2012656,1000026,5021842,2000009,org.intermine.model.bio.MRNA
,,mRNA.34186,4449,2012663,,,,2009465,2012662,1000026,5021844,2000009,org.intermine.model.bio.MRNA
,,mRNA.33435,2457,2012669,,,,2009465,2012668,1000026,5021846,2000009,org.intermine.model.bio.MRNA
,,mRNA.33438,3174,2012675,,,,2009465,2012674,1000026,5021848,2000009,org.intermine.model.bio.MRNA
,,mRNA.33835,459,2012683,,,,2009465,2012682,1000026,5021850,2000009,org.intermine.model.bio.MRNA
,,mRNA.32293,975,2012691,,,,2009465,2012690,1000026,5021852,2000009,org.intermine.model.bio.MRNA
,,mRNA.32388,1671,2012697,,,,2009465,2012696,1000026,5021854,2000009,org.intermine.model.bio.MRNA
,,mRNA.32428,570,2012703,,,,2009465,2012702,1000026,5021856,2000009,org.intermine.model.bio.MRNA
,,mRNA.32469,1737,2012723,,,,2009465,2012722,1000026,5021858,2000009,org.intermine.model.bio.MRNA
,,mRNA.32479,870,2012737,,,,2009465,2012736,1000026,5021860,2000009,org.intermine.model.bio.MRNA
,,mRNA.32498,969,2012743,,,,2009465,2012742,1000026,5021862,2000009,org.intermine.model.bio.MRNA
,,mRNA.32507,3249,2012749,,,,2009465,2012748,1000026,5021864,2000009,org.intermine.model.bio.MRNA
,,mRNA.32532,1041,2012755,,,,2009465,2012754,1000026,5021866,2000009,org.intermine.model.bio.MRNA
,,mRNA.32547,1959,2012761,,,,2009465,2012760,1000026,5021868,2000009,org.intermine.model.bio.MRNA
,,mRNA.32558,2523,2012773,,,,2009465,2012772,1000026,5021870,2000009,org.intermine.model.bio.MRNA
,,mRNA.32628,1197,2012779,,,,2009465,2012778,1000026,5021872,2000009,org.intermine.model.bio.MRNA
,,mRNA.32646,327,2012789,,,,2009465,2012788,1000026,5021874,2000009,org.intermine.model.bio.MRNA
,,mRNA.33502,6696,2012801,,,,2009465,2012800,1000026,5021876,2000009,org.intermine.model.bio.MRNA
,,mRNA.33506,1860,2012809,,,,2009465,2012808,1000026,5021878,2000009,org.intermine.model.bio.MRNA
,,mRNA.34234,2667,2012855,,,,2009465,2012854,1000026,5021880,2000009,org.intermine.model.bio.MRNA
,,mRNA.34268,1098,2012879,,,,2009465,2012878,1000026,5021882,2000009,org.intermine.model.bio.MRNA
,,mRNA.34280,525,2012895,,,,2009465,2012894,1000026,5021884,2000009,org.intermine.model.bio.MRNA
,,mRNA.34286,915,2012901,,,,2009465,2012900,1000026,5021886,2000009,org.intermine.model.bio.MRNA
,,mRNA.34289,2730,2012907,,,,2009465,2012906,1000026,5021888,2000009,org.intermine.model.bio.MRNA
,,mRNA.34296,1515,2012913,,,,2009465,2012912,1000026,5021890,2000009,org.intermine.model.bio.MRNA
,,mRNA.34322,870,2012929,,,,2009465,2012928,1000026,5021892,2000009,org.intermine.model.bio.MRNA
,,mRNA.34325,2241,2012935,,,,2009465,2012934,1000026,5021894,2000009,org.intermine.model.bio.MRNA
,,mRNA.34378,1920,2012945,,,,2009465,2012944,1000026,5021896,2000009,org.intermine.model.bio.MRNA
,,mRNA.34443,633,2012951,,,,2009465,2012950,1000026,5021898,2000009,org.intermine.model.bio.MRNA
,,mRNA.34507,1353,2012969,,,,2009465,2012968,1000026,5021900,2000009,org.intermine.model.bio.MRNA
,,mRNA.34597,213,2012977,,,,2009465,2012976,1000026,5021902,2000009,org.intermine.model.bio.MRNA
,,mRNA.33550,777,2012983,,,,2009465,2012982,1000026,5021904,2000009,org.intermine.model.bio.MRNA
,,mRNA.33560,1509,2012991,,,,2009465,2012990,1000026,5021906,2000009,org.intermine.model.bio.MRNA
,,mRNA.33921,1638,2012997,,,,2009465,2012996,1000026,5021908,2000009,org.intermine.model.bio.MRNA
,,mRNA.32784,1023,2013013,,,,2009465,2013012,1000026,5021910,2000009,org.intermine.model.bio.MRNA
,,mRNA.32790,480,2013020,,,,2009465,2013019,1000026,5021912,2000009,org.intermine.model.bio.MRNA
,,mRNA.32806,252,2013035,,,,2009465,2013034,1000026,5021914,2000009,org.intermine.model.bio.MRNA
,,mRNA.33168,1377,2013041,,,,2009465,2013040,1000026,5021916,2000009,org.intermine.model.bio.MRNA
,,mRNA.33171,3063,2013047,,,,2009465,2013046,1000026,5021918,2000009,org.intermine.model.bio.MRNA
,,mRNA.33181,1710,2013055,,,,2009465,2013054,1000026,5021920,2000009,org.intermine.model.bio.MRNA
,,mRNA.33622,1590,2013061,,,,2009465,2013060,1000026,5021922,2000009,org.intermine.model.bio.MRNA
,,mRNA.34042,1596,2013067,,,,2009465,2013066,1000026,5021924,2000009,org.intermine.model.bio.MRNA
,,mRNA.32875,465,2013073,,,,2009465,2013072,1000026,5021926,2000009,org.intermine.model.bio.MRNA
,,mRNA.32890,651,2013079,,,,2009465,2013078,1000026,5021928,2000009,org.intermine.model.bio.MRNA
,,mRNA.33684,9582,2013085,,,,2009465,2013084,1000026,5021930,2000009,org.intermine.model.bio.MRNA
,,mRNA.33692,1455,2013095,,,,2009465,2013094,1000026,5021932,2000009,org.intermine.model.bio.MRNA
,,mRNA.34069,1494,2013103,,,,2009465,2013102,1000026,5021934,2000009,org.intermine.model.bio.MRNA
,,mRNA.34087,909,2013109,,,,2009465,2013108,1000026,5021936,2000009,org.intermine.model.bio.MRNA
,,mRNA.32904,1851,2013115,,,,2009465,2013114,1000026,5021938,2000009,org.intermine.model.bio.MRNA
,,mRNA.32913,1101,2013121,,,,2009465,2013120,1000026,5021940,2000009,org.intermine.model.bio.MRNA
,,mRNA.32932,459,2013127,,,,2009465,2013126,1000026,5021942,2000009,org.intermine.model.bio.MRNA
,,mRNA.33305,321,2013133,,,,2009465,2013132,1000026,5021944,2000009,org.intermine.model.bio.MRNA
,,mRNA.34110,348,2013141,,,,2009465,2013140,1000026,5021946,2000009,org.intermine.model.bio.MRNA
,,mRNA.32970,2625,2013151,,,,2009465,2013150,1000026,5021948,2000009,org.intermine.model.bio.MRNA
,,mRNA.33375,795,2013157,,,,2009465,2013156,1000026,5021950,2000009,org.intermine.model.bio.MRNA
,,mRNA.34154,999,2013165,,,,2009465,2013164,1000026,5021952,2000009,org.intermine.model.bio.MRNA
,,mRNA.33006,1866,2013171,,,,2009465,2013170,1000026,5021954,2000009,org.intermine.model.bio.MRNA
,,mRNA.33412,3315,2013177,,,,2009465,2013176,1000026,5021956,2000009,org.intermine.model.bio.MRNA
,,mRNA.33824,1278,2013185,,,,2009465,2013184,1000026,5021958,2000009,org.intermine.model.bio.MRNA
,,mRNA.34182,4056,2013191,,,,2009465,2013190,1000026,5021960,2000009,org.intermine.model.bio.MRNA
,,mRNA.34195,1026,2013199,,,,2009465,2013198,1000026,5021962,2000009,org.intermine.model.bio.MRNA
,,mRNA.34217,936,2013205,,,,2009465,2013204,1000026,5021964,2000009,org.intermine.model.bio.MRNA
,,mRNA.33055,5994,2013211,,,,2009465,2013210,1000026,5021966,2000009,org.intermine.model.bio.MRNA
,,mRNA.33457,9630,2013217,,,,2009465,2013216,1000026,5021968,2000009,org.intermine.model.bio.MRNA
,,mRNA.33847,1146,2013223,,,,2009465,2013222,1000026,5021970,2000009,org.intermine.model.bio.MRNA
,,mRNA.32686,933,2013233,,,,2009465,2013232,1000026,5021972,2000009,org.intermine.model.bio.MRNA
,,mRNA.32709,1233,2013239,,,,2009465,2013238,1000026,5021974,2000009,org.intermine.model.bio.MRNA
,,mRNA.32208,1137,2013255,,,,2009465,2013254,1000026,5021976,2000009,org.intermine.model.bio.MRNA
