secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,chromosomelocationid,organismid,proteinid,sequenceid,sequenceontologytermid,geneid,class
,,mRNA.31848,4815,2008719,,,,2005087,2008718,1000026,,5020948,2000009,1018230,org.intermine.model.bio.MRNA
,,mRNA.31851,966,2008725,,,,2005087,2008724,1000026,,5020950,2000009,1008442,org.intermine.model.bio.MRNA
,,mRNA.31918,657,2008733,,,,2005087,2008732,1000026,,5020952,2000009,1027567,org.intermine.model.bio.MRNA
,,mRNA.31941,3207,2008745,,,,2005087,2008744,1000026,,5020954,2000009,1023933,org.intermine.model.bio.MRNA
,,mRNA.31986,213,2008751,,,,2005087,2008750,1000026,,5020956,2000009,1003813,org.intermine.model.bio.MRNA
,,mRNA.32079,69,2008758,,,,2005087,2008757,1000026,,5020958,2000009,2008755,org.intermine.model.bio.MRNA
,,mRNA.32092,57,2008765,,,,2005087,2008764,1000026,,5020960,2000009,2008762,org.intermine.model.bio.MRNA
,,mRNA.29816,1002,2008772,,,,2005087,2008771,1000026,,5020962,2000009,2008769,org.intermine.model.bio.MRNA
,,mRNA.29831,8985,2008780,,,,2005087,2008779,1000026,,5020964,2000009,1024583,org.intermine.model.bio.MRNA
,,mRNA.29881,1071,2008788,,,,2005087,2008787,1000026,,5020966,2000009,1017068,org.intermine.model.bio.MRNA
,,mRNA.29911,849,2008796,,,,2005087,2008795,1000026,,5020968,2000009,1022556,org.intermine.model.bio.MRNA
,,mRNA.29914,429,2008803,,,,2005087,2008802,1000026,,5020970,2000009,2008800,org.intermine.model.bio.MRNA
,,mRNA.29973,84,2008810,,,,2005087,2008809,1000026,,5020972,2000009,2008807,org.intermine.model.bio.MRNA
,,mRNA.30034,1932,2008816,,,,2005087,2008815,1000026,,5020974,2000009,1030943,org.intermine.model.bio.MRNA
,,mRNA.30304,528,2008822,,,,2005087,2008821,1000026,,5020976,2000009,1028585,org.intermine.model.bio.MRNA
,,mRNA.30515,431,2008837,,,,2005087,2008836,1000026,,5020978,2000009,2008834,org.intermine.model.bio.MRNA
,,mRNA.30069,828,2008853,,,,2005087,2008852,1000026,,5020980,2000009,1019930,org.intermine.model.bio.MRNA
,,mRNA.30319,1740,2008863,,,,2005087,2008862,1000026,,5020982,2000009,1007527,org.intermine.model.bio.MRNA
,,mRNA.30557,915,2008869,,,,2005087,2008868,1000026,,5020984,2000009,1011712,org.intermine.model.bio.MRNA
,,mRNA.30578,519,2008875,,,,2005087,2008874,1000026,,5020986,2000009,1018481,org.intermine.model.bio.MRNA
,,mRNA.30091,1521,2008889,,,,2005087,2008888,1000026,,5020988,2000009,1007829,org.intermine.model.bio.MRNA
,,mRNA.30110,1428,2008895,,,,2005087,2008894,1000026,,5020990,2000009,1024830,org.intermine.model.bio.MRNA
,,mRNA.30367,1068,2008901,,,,2005087,2008900,1000026,,5020992,2000009,1012772,org.intermine.model.bio.MRNA
,,mRNA.30370,2538,2008907,,,,2005087,2008906,1000026,,5020994,2000009,1005552,org.intermine.model.bio.MRNA
,,mRNA.30374,576,2008915,,,,2005087,2008914,1000026,,5020996,2000009,1007111,org.intermine.model.bio.MRNA
,,mRNA.30144,3942,2008921,,,,2005087,2008920,1000026,,5020998,2000009,1009474,org.intermine.model.bio.MRNA
,,mRNA.30433,1071,2008927,,,,2005087,2008926,1000026,,5021000,2000009,1030469,org.intermine.model.bio.MRNA
,,mRNA.30443,528,2008933,,,,2005087,2008932,1000026,,5021002,2000009,1026576,org.intermine.model.bio.MRNA
,,mRNA.30635,387,2008941,,,,2005087,2008940,1000026,,5021004,2000009,1020948,org.intermine.model.bio.MRNA
,,mRNA.30640,1194,2008947,,,,2005087,2008946,1000026,,5021006,2000009,1010134,org.intermine.model.bio.MRNA
,,mRNA.30475,1287,2008953,,,,2005087,2008952,1000026,,5021008,2000009,1025538,org.intermine.model.bio.MRNA
,,mRNA.30478,1008,2008959,,,,2005087,2008958,1000026,,5021010,2000009,1022142,org.intermine.model.bio.MRNA
,,mRNA.30672,2793,2008965,,,,2005087,2008964,1000026,,5021012,2000009,1021416,org.intermine.model.bio.MRNA
,,mRNA.30244,468,2008971,,,,2005087,2008970,1000026,,5021014,2000009,1030579,org.intermine.model.bio.MRNA
,,mRNA.31357,3393,2008979,,,,2005087,2008978,1000026,,5021016,2000009,1014397,org.intermine.model.bio.MRNA
,,mRNA.31360,1635,2008985,,,,2005087,2008984,1000026,,5021018,2000009,1019645,org.intermine.model.bio.MRNA
,,mRNA.30756,5250,2008993,,,,2005087,2008992,1000026,,5021020,2000009,1022642,org.intermine.model.bio.MRNA
,,mRNA.30836,489,2008999,,,,2005087,2008998,1000026,,5021022,2000009,1021669,org.intermine.model.bio.MRNA
,,mRNA.30896,1428,2009009,,,,2005087,2009008,1000026,,5021024,2000009,1004047,org.intermine.model.bio.MRNA
,,mRNA.30958,3807,2009029,,,,2005087,2009028,1000026,,5021026,2000009,1020318,org.intermine.model.bio.MRNA
,,mRNA.30996,1272,2009035,,,,2005087,2009034,1000026,,5021028,2000009,1027574,org.intermine.model.bio.MRNA
,,mRNA.31013,786,2009041,,,,2005087,2009040,1000026,,5021030,2000009,1012337,org.intermine.model.bio.MRNA
,,mRNA.31066,471,2009057,,,,2005087,2009056,1000026,,5021032,2000009,1023028,org.intermine.model.bio.MRNA
,,mRNA.31082,4107,2009065,,,,2005087,2009064,1000026,,5021034,2000009,1006968,org.intermine.model.bio.MRNA
,,mRNA.31251,5541,2009071,,,,2005087,2009070,1000026,,5021036,2000009,1010400,org.intermine.model.bio.MRNA
,,mRNA.31274,1830,2009077,,,,2005087,2009076,1000026,,5021038,2000009,1010025,org.intermine.model.bio.MRNA
,,mRNA.31299,2667,2009083,,,,2005087,2009082,1000026,,5021040,2000009,1008652,org.intermine.model.bio.MRNA
,,mRNA.31313,4059,2009099,,,,2005087,2009098,1000026,,5021042,2000009,1030938,org.intermine.model.bio.MRNA
,,mRNA.31333,1698,2009107,,,,2005087,2009106,1000026,,5021044,2000009,1023292,org.intermine.model.bio.MRNA
,,mRNA.32031,8268,2009113,,,,2005087,2009112,1000026,,5021046,2000009,1023019,org.intermine.model.bio.MRNA
,,mRNA.31422,2127,2009119,,,,2005087,2009118,1000026,,5021048,2000009,1013262,org.intermine.model.bio.MRNA
,,mRNA.31440,1992,2009125,,,,2005087,2009124,1000026,,5021050,2000009,1024201,org.intermine.model.bio.MRNA
,,mRNA.31463,5169,2009131,,,,2005087,2009130,1000026,,5021052,2000009,1011180,org.intermine.model.bio.MRNA
,,mRNA.31466,4554,2009137,,,,2005087,2009136,1000026,,5021054,2000009,1009903,org.intermine.model.bio.MRNA
,,mRNA.31477,558,2009145,,,,2005087,2009144,1000026,,5021056,2000009,1011981,org.intermine.model.bio.MRNA
,,mRNA.31561,1266,2009159,,,,2005087,2009158,1000026,,5021058,2000009,1020436,org.intermine.model.bio.MRNA
,,mRNA.31570,1077,2009177,,,,2005087,2009176,1000026,,5021060,2000009,1027686,org.intermine.model.bio.MRNA
,,mRNA.31608,2208,2009189,,,,2005087,2009188,1000026,,5021062,2000009,1004747,org.intermine.model.bio.MRNA
,,mRNA.31662,1002,2009195,,,,2005087,2009194,1000026,,5021064,2000009,1015858,org.intermine.model.bio.MRNA
,,mRNA.31724,1086,2009201,,,,2005087,2009200,1000026,,5021066,2000009,1003929,org.intermine.model.bio.MRNA
,,mRNA.31858,1002,2009207,,,,2005087,2009206,1000026,,5021068,2000009,1006684,org.intermine.model.bio.MRNA
,,mRNA.31880,1518,2009213,,,,2005087,2009212,1000026,,5021070,2000009,1015057,org.intermine.model.bio.MRNA
,,mRNA.31983,1938,2009221,,,,2005087,2009220,1000026,,5021072,2000009,1009596,org.intermine.model.bio.MRNA
,,mRNA.32072,243,2009227,,,,2005087,2009226,1000026,,5021074,2000009,1019810,org.intermine.model.bio.MRNA
,,mRNA.32076,54,2009234,,,,2005087,2009233,1000026,,5021076,2000009,2009231,org.intermine.model.bio.MRNA
,,mRNA.32122,1113,2009240,,,,2005087,2009239,1000026,,5021078,2000009,1014923,org.intermine.model.bio.MRNA
,,mRNA.32150,1653,2009248,,,,2005087,2009247,1000026,,5021080,2000009,1028690,org.intermine.model.bio.MRNA
,,mRNA.29820,156,2009259,,,,2005087,2009258,1000026,,5021082,2000009,2009256,org.intermine.model.bio.MRNA
,,mRNA.29855,780,2009265,,,,2005087,2009264,1000026,,5021084,2000009,1029754,org.intermine.model.bio.MRNA
,,mRNA.29867,423,2009275,,,,2005087,2009274,1000026,,5021086,2000009,1019258,org.intermine.model.bio.MRNA
,,mRNA.29901,693,2009281,,,,2005087,2009280,1000026,,5021088,2000009,1018529,org.intermine.model.bio.MRNA
,,mRNA.29917,291,2009289,,,,2005087,2009288,1000026,,5021090,2000009,1028948,org.intermine.model.bio.MRNA
,,mRNA.29969,72,2009298,,,,2005087,2009297,1000026,,5021092,2000009,2009295,org.intermine.model.bio.MRNA
,,mRNA.29999,186,2009304,,,,2005087,2009303,1000026,,5021094,2000009,1016644,org.intermine.model.bio.MRNA
,,mRNA.30300,3153,2009310,,,,2005087,2009309,1000026,,5021096,2000009,1025812,org.intermine.model.bio.MRNA
,,mRNA.30511,159,2009318,,,,2005087,2009317,1000026,,5021098,2000009,1016776,org.intermine.model.bio.MRNA
,,mRNA.30060,4863,2009326,,,,2005087,2009325,1000026,,5021100,2000009,1014667,org.intermine.model.bio.MRNA
,,mRNA.30338,2340,2009332,,,,2005087,2009331,1000026,,5021102,2000009,1006577,org.intermine.model.bio.MRNA
,,mRNA.30540,696,2009344,,,,2005087,2009343,1000026,,5021104,2000009,1001575,org.intermine.model.bio.MRNA
,,mRNA.30560,843,2009356,,,,2005087,2009355,1000026,,5021106,2000009,1014789,org.intermine.model.bio.MRNA
,,mRNA.30380,2124,2009378,,,,2005087,2009377,1000026,,5021108,2000009,1024693,org.intermine.model.bio.MRNA
,,mRNA.30601,2601,2009384,,,,2005087,2009383,1000026,,5021110,2000009,1002660,org.intermine.model.bio.MRNA
,,mRNA.30606,2103,2009392,,,,2005087,2009391,1000026,,5021112,2000009,1000945,org.intermine.model.bio.MRNA
,,mRNA.30147,3075,2009398,,,,2005087,2009397,1000026,,5021114,2000009,1011598,org.intermine.model.bio.MRNA
,,mRNA.30427,2097,2009404,,,,2005087,2009403,1000026,,5021116,2000009,1024959,org.intermine.model.bio.MRNA
,,mRNA.30660,4530,2009410,,,,2005087,2009409,1000026,,5021118,2000009,1030237,org.intermine.model.bio.MRNA
,,mRNA.30664,603,2009416,,,,2005087,2009415,1000026,,5021120,2000009,1015863,org.intermine.model.bio.MRNA
,,mRNA.30193,1101,2009424,,,,2005087,2009423,1000026,,5021122,2000009,1001995,org.intermine.model.bio.MRNA
,,mRNA.30197,387,2009432,,,,2005087,2009431,1000026,,5021124,2000009,1015464,org.intermine.model.bio.MRNA
,,mRNA.30208,5487,2009442,,,,2005087,2009441,1000026,,5021126,2000009,1003003,org.intermine.model.bio.MRNA
,,mRNA.30224,495,2009450,,,,2005087,2009449,1000026,,5021128,2000009,1027698,org.intermine.model.bio.MRNA
,,mRNA.30227,1008,2009456,,,,2005087,2009455,1000026,,5021130,2000009,1024215,org.intermine.model.bio.MRNA
,,mRNA.30235,1032,2009462,,,,2005087,2009461,1000026,,5021132,2000009,1009914,org.intermine.model.bio.MRNA
,,mRNA.32695,2706,2009469,,,,2009465,2009468,1000026,,5021134,2000009,1028547,org.intermine.model.bio.MRNA
,,mRNA.32701,3198,2009475,,,,2009465,2009474,1000026,,5021136,2000009,1016352,org.intermine.model.bio.MRNA
,,mRNA.32220,1110,2009481,,,,2009465,2009480,1000026,,5021138,2000009,1005066,org.intermine.model.bio.MRNA
,,mRNA.32224,9171,2009489,,,,2009465,2009488,1000026,,5021140,2000009,1030800,org.intermine.model.bio.MRNA
,,mRNA.32346,6477,2009497,,,,2009465,2009496,1000026,,5021142,2000009,1024787,org.intermine.model.bio.MRNA
,,mRNA.32363,291,2009515,,,,2009465,2009514,1000026,,5021144,2000009,1014235,org.intermine.model.bio.MRNA
,,mRNA.32378,315,2009525,,,,2009465,2009524,1000026,,5021146,2000009,1009431,org.intermine.model.bio.MRNA
,,mRNA.32385,3753,2009533,,,,2009465,2009532,1000026,,5021148,2000009,1001950,org.intermine.model.bio.MRNA
,,mRNA.32391,555,2009539,,,,2009465,2009538,1000026,,5021150,2000009,1002960,org.intermine.model.bio.MRNA
,,mRNA.32401,444,2009549,,,,2009465,2009548,1000026,,5021152,2000009,1011565,org.intermine.model.bio.MRNA
,,mRNA.32438,840,2009563,,,,2009465,2009562,1000026,,5021154,2000009,1022735,org.intermine.model.bio.MRNA
,,mRNA.32476,1017,2009569,,,,2009465,2009568,1000026,,5021156,2000009,1007917,org.intermine.model.bio.MRNA
,,mRNA.32529,8283,2009575,,,,2009465,2009574,1000026,,5021158,2000009,1024306,org.intermine.model.bio.MRNA
,,mRNA.32561,8172,2009581,,,,2009465,2009580,1000026,,5021160,2000009,1012058,org.intermine.model.bio.MRNA
,,mRNA.32569,1188,2009587,,,,2009465,2009586,1000026,,5021162,2000009,1010092,org.intermine.model.bio.MRNA
,,mRNA.32573,630,2009595,,,,2009465,2009594,1000026,,5021164,2000009,1021756,org.intermine.model.bio.MRNA
,,mRNA.32625,228,2009605,,,,2009465,2009604,1000026,,5021166,2000009,1005640,org.intermine.model.bio.MRNA
,,mRNA.33491,351,2009611,,,,2009465,2009610,1000026,,5021168,2000009,1007912,org.intermine.model.bio.MRNA
,,mRNA.33889,3567,2009619,,,,2009465,2009618,1000026,,5021170,2000009,1015944,org.intermine.model.bio.MRNA
,,mRNA.34227,1893,2009625,,,,2009465,2009624,1000026,,5021172,2000009,1006401,org.intermine.model.bio.MRNA
,,mRNA.34330,5970,2009633,,,,2009465,2009632,1000026,,5021174,2000009,1017387,org.intermine.model.bio.MRNA
,,mRNA.34367,2367,2009639,,,,2009465,2009638,1000026,,5021176,2000009,1001529,org.intermine.model.bio.MRNA
,,mRNA.34403,462,2009647,,,,2009465,2009646,1000026,,5021178,2000009,1016849,org.intermine.model.bio.MRNA
,,mRNA.34459,2139,2009663,,,,2009465,2009662,1000026,,5021180,2000009,1012830,org.intermine.model.bio.MRNA
,,mRNA.34462,1713,2009669,,,,2009465,2009668,1000026,,5021182,2000009,1025614,org.intermine.model.bio.MRNA
,,mRNA.34494,8379,2009677,,,,2009465,2009676,1000026,,5021184,2000009,1030648,org.intermine.model.bio.MRNA
,,mRNA.34504,1362,2009689,,,,2009465,2009688,1000026,,5021186,2000009,1024537,org.intermine.model.bio.MRNA
,,mRNA.34537,633,2009695,,,,2009465,2009694,1000026,,5021188,2000009,1009419,org.intermine.model.bio.MRNA
,,mRNA.34541,840,2009703,,,,2009465,2009702,1000026,,5021190,2000009,1016472,org.intermine.model.bio.MRNA
,,mRNA.34550,855,2009711,,,,2009465,2009710,1000026,,5021192,2000009,1018034,org.intermine.model.bio.MRNA
,,mRNA.34569,1056,2009719,,,,2009465,2009718,1000026,,5021194,2000009,1031358,org.intermine.model.bio.MRNA
,,mRNA.34577,1140,2009727,,,,2009465,2009726,1000026,,5021196,2000009,1012293,org.intermine.model.bio.MRNA
,,mRNA.34585,888,2009735,,,,2009465,2009734,1000026,,5021198,2000009,1018858,org.intermine.model.bio.MRNA
,,mRNA.32725,5496,2009743,,,,2009465,2009742,1000026,,5021200,2000009,1017941,org.intermine.model.bio.MRNA
,,mRNA.32748,2277,2009749,,,,2009465,2009748,1000026,,5021202,2000009,1022879,org.intermine.model.bio.MRNA
,,mRNA.32754,1146,2009761,,,,2009465,2009760,1000026,,5021204,2000009,1002178,org.intermine.model.bio.MRNA
,,mRNA.33918,1182,2009769,,,,2009465,2009768,1000026,,5021206,2000009,1030538,org.intermine.model.bio.MRNA
,,mRNA.33932,1530,2009775,,,,2009465,2009774,1000026,,5021208,2000009,1028538,org.intermine.model.bio.MRNA
,,mRNA.33935,2559,2009781,,,,2009465,2009780,1000026,,5021210,2000009,1021873,org.intermine.model.bio.MRNA
,,mRNA.33949,540,2009789,,,,2009465,2009788,1000026,,5021212,2000009,1001939,org.intermine.model.bio.MRNA
,,mRNA.33958,2643,2009795,,,,2009465,2009794,1000026,,5021214,2000009,1005483,org.intermine.model.bio.MRNA
,,mRNA.33178,2580,2009801,,,,2009465,2009800,1000026,,5021216,2000009,1029203,org.intermine.model.bio.MRNA
,,mRNA.33190,7677,2009807,,,,2009465,2009806,1000026,,5021218,2000009,1023774,org.intermine.model.bio.MRNA
,,mRNA.33205,615,2009813,,,,2009465,2009812,1000026,,5021220,2000009,1005346,org.intermine.model.bio.MRNA
,,mRNA.33988,7080,2009819,,,,2009465,2009818,1000026,,5021222,2000009,1003652,org.intermine.model.bio.MRNA
,,mRNA.32821,2097,2009827,,,,2009465,2009826,1000026,,5021224,2000009,1002743,org.intermine.model.bio.MRNA
,,mRNA.32836,3282,2009835,,,,2009465,2009834,1000026,,5021226,2000009,1020908,org.intermine.model.bio.MRNA
,,mRNA.34031,1011,2009843,,,,2009465,2009842,1000026,,5021228,2000009,1001667,org.intermine.model.bio.MRNA
,,mRNA.32860,606,2009851,,,,2009465,2009850,1000026,,5021230,2000009,1010468,org.intermine.model.bio.MRNA
,,mRNA.32897,843,2009867,,,,2009465,2009866,1000026,,5021232,2000009,1022348,org.intermine.model.bio.MRNA
,,mRNA.33291,753,2009873,,,,2009465,2009872,1000026,,5021234,2000009,1006054,org.intermine.model.bio.MRNA
,,mRNA.33665,375,2009890,,,,2009465,2009889,1000026,,5021236,2000009,2009887,org.intermine.model.bio.MRNA
,,mRNA.34066,1146,2009896,,,,2009465,2009895,1000026,,5021238,2000009,1007778,org.intermine.model.bio.MRNA
,,mRNA.34076,1380,2009902,,,,2009465,2009901,1000026,,5021240,2000009,1019750,org.intermine.model.bio.MRNA
,,mRNA.32910,3342,2009914,,,,2009465,2009913,1000026,,5021242,2000009,1014754,org.intermine.model.bio.MRNA
,,mRNA.33704,1746,2009920,,,,2009465,2009919,1000026,,5021244,2000009,1022000,org.intermine.model.bio.MRNA
,,mRNA.32952,2820,2009926,,,,2009465,2009925,1000026,,5021246,2000009,1017026,org.intermine.model.bio.MRNA
,,mRNA.32982,1563,2009932,,,,2009465,2009931,1000026,,5021248,2000009,1026961,org.intermine.model.bio.MRNA
,,mRNA.33372,4518,2009938,,,,2009465,2009937,1000026,,5021250,2000009,1024658,org.intermine.model.bio.MRNA
,,mRNA.33748,3990,2009944,,,,2009465,2009943,1000026,,5021252,2000009,1023249,org.intermine.model.bio.MRNA
,,mRNA.33755,456,2009958,,,,2009465,2009957,1000026,,5021254,2000009,1002216,org.intermine.model.bio.MRNA
,,mRNA.33760,1356,2009968,,,,2009465,2009967,1000026,,5021256,2000009,1021497,org.intermine.model.bio.MRNA
,,mRNA.33780,1941,2009978,,,,2009465,2009977,1000026,,5021258,2000009,1016199,org.intermine.model.bio.MRNA
,,mRNA.33783,1329,2009984,,,,2009465,2009983,1000026,,5021260,2000009,1028779,org.intermine.model.bio.MRNA
,,mRNA.34137,3891,2009994,,,,2009465,2009993,1000026,,5021262,2000009,1026536,org.intermine.model.bio.MRNA
,,mRNA.34144,2838,2010008,,,,2009465,2010007,1000026,,5021264,2000009,1006791,org.intermine.model.bio.MRNA
,,mRNA.33001,6405,2010014,,,,2009465,2010013,1000026,,5021266,2000009,1018716,org.intermine.model.bio.MRNA
,,mRNA.33405,3519,2010024,,,,2009465,2010023,1000026,,5021268,2000009,1023641,org.intermine.model.bio.MRNA
,,mRNA.33791,6081,2010030,,,,2009465,2010029,1000026,,5021270,2000009,1018039,org.intermine.model.bio.MRNA
,,mRNA.33827,1782,2010062,,,,2009465,2010061,1000026,,5021272,2000009,1008622,org.intermine.model.bio.MRNA
,,mRNA.34220,1329,2010072,,,,2009465,2010071,1000026,,5021274,2000009,1012411,org.intermine.model.bio.MRNA
,,mRNA.33442,4206,2010086,,,,2009465,2010085,1000026,,5021276,2000009,1029719,org.intermine.model.bio.MRNA
,,mRNA.33450,2232,2010092,,,,2009465,2010091,1000026,,5021278,2000009,1000592,org.intermine.model.bio.MRNA
,,mRNA.33460,2382,2010098,,,,2009465,2010097,1000026,,5021280,2000009,1013131,org.intermine.model.bio.MRNA
,,mRNA.33872,5046,2010142,,,,2009465,2010141,1000026,,5021282,2000009,1006531,org.intermine.model.bio.MRNA
,,mRNA.32679,2568,2010148,,,,2009465,2010147,1000026,,5021284,2000009,1005504,org.intermine.model.bio.MRNA
,,mRNA.32689,3003,2010154,,,,2009465,2010153,1000026,,5021286,2000009,1008412,org.intermine.model.bio.MRNA
,,mRNA.32228,2781,2010160,,,,2009465,2010159,1000026,,5021288,2000009,1016608,org.intermine.model.bio.MRNA
,,mRNA.32236,1152,2010166,,,,2009465,2010165,1000026,,5021290,2000009,1019361,org.intermine.model.bio.MRNA
,,mRNA.32259,1494,2010174,,,,2009465,2010173,1000026,,5021292,2000009,1017290,org.intermine.model.bio.MRNA
,,mRNA.32262,1044,2010180,,,,2009465,2010179,1000026,,5021294,2000009,1028808,org.intermine.model.bio.MRNA
,,mRNA.32276,2424,2010186,,,,2009465,2010185,1000026,,5021296,2000009,1029980,org.intermine.model.bio.MRNA
,,mRNA.32284,1206,2010202,,,,2009465,2010201,1000026,,5021298,2000009,1004971,org.intermine.model.bio.MRNA
,,mRNA.32382,2979,2010220,,,,2009465,2010219,1000026,,5021300,2000009,1003900,org.intermine.model.bio.MRNA
,,mRNA.32417,1890,2010226,,,,2009465,2010225,1000026,,5021302,2000009,1017143,org.intermine.model.bio.MRNA
,,mRNA.32444,363,2010232,,,,2009465,2010231,1000026,,5021304,2000009,1018868,org.intermine.model.bio.MRNA
,,mRNA.32451,129,2010246,,,,2009465,2010245,1000026,,5021306,2000009,1007071,org.intermine.model.bio.MRNA
,,mRNA.32501,6855,2010256,,,,2009465,2010255,1000026,,5021308,2000009,1013235,org.intermine.model.bio.MRNA
,,mRNA.32553,7839,2010268,,,,2009465,2010267,1000026,,5021310,2000009,1029444,org.intermine.model.bio.MRNA
,,mRNA.32578,1806,2010278,,,,2009465,2010277,1000026,,5021312,2000009,1007191,org.intermine.model.bio.MRNA
,,mRNA.32592,2907,2010284,,,,2009465,2010283,1000026,,5021314,2000009,1026050,org.intermine.model.bio.MRNA
,,mRNA.32619,4695,2010290,,,,2009465,2010289,1000026,,5021316,2000009,1012742,org.intermine.model.bio.MRNA
,,mRNA.32622,5262,2010296,,,,2009465,2010295,1000026,,5021318,2000009,1024924,org.intermine.model.bio.MRNA
,,mRNA.32676,570,2010302,,,,2009465,2010301,1000026,,5021320,2000009,1023371,org.intermine.model.bio.MRNA
,,mRNA.33114,1017,2010308,,,,2009465,2010307,1000026,,5021322,2000009,1024171,org.intermine.model.bio.MRNA
,,mRNA.33482,5505,2010320,,,,2009465,2010319,1000026,,5021324,2000009,1001534,org.intermine.model.bio.MRNA
,,mRNA.33885,222,2010326,,,,2009465,2010325,1000026,,5021326,2000009,1027393,org.intermine.model.bio.MRNA
,,mRNA.33896,771,2010334,,,,2009465,2010333,1000026,,5021328,2000009,1029308,org.intermine.model.bio.MRNA
,,mRNA.34252,1173,2010342,,,,2009465,2010341,1000026,,5021330,2000009,1030423,org.intermine.model.bio.MRNA
,,mRNA.34255,1323,2010348,,,,2009465,2010347,1000026,,5021332,2000009,1016334,org.intermine.model.bio.MRNA
,,mRNA.34276,744,2010354,,,,2009465,2010353,1000026,,5021334,2000009,1005119,org.intermine.model.bio.MRNA
,,mRNA.34304,639,2010362,,,,2009465,2010361,1000026,,5021336,2000009,1000693,org.intermine.model.bio.MRNA
,,mRNA.34384,9360,2010368,,,,2009465,2010367,1000026,,5021338,2000009,1010992,org.intermine.model.bio.MRNA
,,mRNA.34425,489,2010374,,,,2009465,2010373,1000026,,5021340,2000009,1015416,org.intermine.model.bio.MRNA
,,mRNA.34473,72,2010391,,,,2009465,2010390,1000026,,5021342,2000009,2010388,org.intermine.model.bio.MRNA
,,mRNA.34500,1137,2010397,,,,2009465,2010396,1000026,,5021344,2000009,1025037,org.intermine.model.bio.MRNA
,,mRNA.34518,1425,2010405,,,,2009465,2010404,1000026,,5021346,2000009,1018590,org.intermine.model.bio.MRNA
,,mRNA.34534,2451,2010413,,,,2009465,2010412,1000026,,5021348,2000009,1006512,org.intermine.model.bio.MRNA
,,mRNA.34561,1041,2010419,,,,2009465,2010418,1000026,,5021350,2000009,1010838,org.intermine.model.bio.MRNA
,,mRNA.34565,888,2010427,,,,2009465,2010426,1000026,,5021352,2000009,1025762,org.intermine.model.bio.MRNA
,,mRNA.33129,801,2010435,,,,2009465,2010434,1000026,,5021354,2000009,1026820,org.intermine.model.bio.MRNA
,,mRNA.33162,1575,2010441,,,,2009465,2010440,1000026,,5021356,2000009,1018197,org.intermine.model.bio.MRNA
,,mRNA.33184,1557,2010447,,,,2009465,2010446,1000026,,5021358,2000009,1012620,org.intermine.model.bio.MRNA
,,mRNA.33567,2469,2010453,,,,2009465,2010452,1000026,,5021360,2000009,1018863,org.intermine.model.bio.MRNA
,,mRNA.33574,2799,2010459,,,,2009465,2010458,1000026,,5021362,2000009,1028297,org.intermine.model.bio.MRNA
,,mRNA.33983,6864,2010465,,,,2009465,2010464,1000026,,5021364,2000009,1017013,org.intermine.model.bio.MRNA
,,mRNA.33217,1506,2010473,,,,2009465,2010472,1000026,,5021366,2000009,1017804,org.intermine.model.bio.MRNA
,,mRNA.33246,13485,2010481,,,,2009465,2010480,1000026,,5021368,2000009,1026161,org.intermine.model.bio.MRNA
,,mRNA.33610,420,2010491,,,,2009465,2010490,1000026,,5021370,2000009,1026653,org.intermine.model.bio.MRNA
,,mRNA.33640,2880,2010497,,,,2009465,2010496,1000026,,5021372,2000009,1031651,org.intermine.model.bio.MRNA
,,mRNA.34016,5976,2010505,,,,2009465,2010504,1000026,,5021374,2000009,1031013,org.intermine.model.bio.MRNA
,,mRNA.34019,1263,2010511,,,,2009465,2010510,1000026,,5021376,2000009,1013942,org.intermine.model.bio.MRNA
,,mRNA.34035,2685,2010517,,,,2009465,2010516,1000026,,5021378,2000009,1014475,org.intermine.model.bio.MRNA
,,mRNA.32868,498,2010525,,,,2009465,2010524,1000026,,5021380,2000009,1015951,org.intermine.model.bio.MRNA
,,mRNA.32883,738,2010539,,,,2009465,2010538,1000026,,5021382,2000009,1030206,org.intermine.model.bio.MRNA
,,mRNA.33274,2400,2010553,,,,2009465,2010552,1000026,,5021384,2000009,1029856,org.intermine.model.bio.MRNA
,,mRNA.33653,1773,2010565,,,,2009465,2010564,1000026,,5021386,2000009,1024542,org.intermine.model.bio.MRNA
,,mRNA.33678,2412,2010589,,,,2009465,2010588,1000026,,5021388,2000009,1024293,org.intermine.model.bio.MRNA
,,mRNA.34090,729,2010595,,,,2009465,2010594,1000026,,5021390,2000009,1028902,org.intermine.model.bio.MRNA
,,mRNA.32919,1857,2010601,,,,2009465,2010600,1000026,,5021392,2000009,1029582,org.intermine.model.bio.MRNA
,,mRNA.33321,3564,2010607,,,,2009465,2010606,1000026,,5021394,2000009,1031124,org.intermine.model.bio.MRNA
,,mRNA.32948,72,2010614,,,,2009465,2010613,1000026,,5021396,2000009,2010611,org.intermine.model.bio.MRNA
,,mRNA.32958,942,2010620,,,,2009465,2010619,1000026,,5021398,2000009,1021504,org.intermine.model.bio.MRNA
,,mRNA.32985,243,2010638,,,,2009465,2010637,1000026,,5021400,2000009,1015536,org.intermine.model.bio.MRNA
,,mRNA.33358,951,2010644,,,,2009465,2010643,1000026,,5021402,2000009,1007217,org.intermine.model.bio.MRNA
,,mRNA.33741,3393,2010650,,,,2009465,2010649,1000026,,5021404,2000009,1027655,org.intermine.model.bio.MRNA
