intermine_start,intermine_end,strand,id,featureid,locatedonid,class
1030134,1030609,-1,2005001,2005002,2001543,org.intermine.model.bio.Location
1054086,1056575,1,2005003,1029361,2001543,org.intermine.model.bio.Location
1054086,1056575,1,2005005,2005006,2001543,org.intermine.model.bio.Location
1054086,1056575,1,2005007,2005008,2001543,org.intermine.model.bio.Location
1325374,1329678,-1,2005009,1027306,2001543,org.intermine.model.bio.Location
1325374,1329678,1,2005011,2005012,2001543,org.intermine.model.bio.Location
1325374,1329678,-1,2005013,2005014,2001543,org.intermine.model.bio.Location
1339366,1340060,-1,2005015,1022920,2001543,org.intermine.model.bio.Location
1339366,1340060,1,2005017,2005018,2001543,org.intermine.model.bio.Location
1339366,1339484,-1,2005019,2005020,2001543,org.intermine.model.bio.Location
1339626,1339687,-1,2005021,2005022,2001543,org.intermine.model.bio.Location
1339873,1340060,-1,2005023,2005024,2001543,org.intermine.model.bio.Location
1342888,1345017,1,2005025,1013037,2001543,org.intermine.model.bio.Location
1342888,1345017,1,2005027,2005028,2001543,org.intermine.model.bio.Location
1342888,1345017,1,2005029,2005030,2001543,org.intermine.model.bio.Location
1345392,1348139,-1,2005031,1013450,2001543,org.intermine.model.bio.Location
1345392,1348139,1,2005033,2005034,2001543,org.intermine.model.bio.Location
1345392,1348139,-1,2005035,2005036,2001543,org.intermine.model.bio.Location
288382,290825,-1,2005037,1030592,2001543,org.intermine.model.bio.Location
288382,290825,1,2005039,2005040,2001543,org.intermine.model.bio.Location
288382,288999,-1,2005041,2005042,2001543,org.intermine.model.bio.Location
289169,290309,-1,2005043,2005044,2001543,org.intermine.model.bio.Location
290442,290555,-1,2005045,2005046,2001543,org.intermine.model.bio.Location
290737,290825,-1,2005047,2005048,2001543,org.intermine.model.bio.Location
296905,298686,1,2005049,1028599,2001543,org.intermine.model.bio.Location
296905,298686,1,2005051,2005052,2001543,org.intermine.model.bio.Location
296905,297559,1,2005053,2005054,2001543,org.intermine.model.bio.Location
298340,298686,1,2005055,2005056,2001543,org.intermine.model.bio.Location
301125,305918,-1,2005057,1022281,2001543,org.intermine.model.bio.Location
301125,305918,1,2005059,2005060,2001543,org.intermine.model.bio.Location
301125,305918,-1,2005061,2005062,2001543,org.intermine.model.bio.Location
1066588,1068327,-1,2005063,1006339,2001543,org.intermine.model.bio.Location
1066588,1068327,1,2005065,2005066,2001543,org.intermine.model.bio.Location
1066588,1066670,-1,2005067,2005068,2001543,org.intermine.model.bio.Location
1066771,1067031,-1,2005069,2005070,2001543,org.intermine.model.bio.Location
1067125,1067343,-1,2005071,2005072,2001543,org.intermine.model.bio.Location
1067946,1068327,-1,2005073,2005074,2001543,org.intermine.model.bio.Location
1074783,1088234,-1,2005075,1010035,2001543,org.intermine.model.bio.Location
1074783,1088234,1,2005077,2005078,2001543,org.intermine.model.bio.Location
1074783,1077416,-1,2005079,2005080,2001543,org.intermine.model.bio.Location
1077946,1080768,-1,2005081,2005082,2001543,org.intermine.model.bio.Location
1081322,1087427,-1,2005083,2005084,2001543,org.intermine.model.bio.Location
1087624,1088234,-1,2005085,2005086,2001543,org.intermine.model.bio.Location
1207599,1208369,-1,2005088,1010601,2005087,org.intermine.model.bio.Location
1207599,1208369,1,2005090,2005091,2005087,org.intermine.model.bio.Location
1207599,1208369,-1,2005092,2005093,2005087,org.intermine.model.bio.Location
753806,757133,1,2005094,1020593,2005087,org.intermine.model.bio.Location
753806,757133,1,2005096,2005097,2005087,org.intermine.model.bio.Location
753806,756500,1,2005098,2005099,2005087,org.intermine.model.bio.Location
756642,756798,1,2005100,2005101,2005087,org.intermine.model.bio.Location
757091,757133,1,2005102,2005103,2005087,org.intermine.model.bio.Location
843843,845222,1,2005104,1006334,2005087,org.intermine.model.bio.Location
843843,845222,1,2005106,2005107,2005087,org.intermine.model.bio.Location
843843,844922,1,2005108,2005109,2005087,org.intermine.model.bio.Location
845214,845222,1,2005110,2005111,2005087,org.intermine.model.bio.Location
857048,859675,1,2005112,1001332,2005087,org.intermine.model.bio.Location
857048,859675,1,2005114,2005115,2005087,org.intermine.model.bio.Location
857048,858055,1,2005116,2005117,2005087,org.intermine.model.bio.Location
858262,858947,1,2005118,2005119,2005087,org.intermine.model.bio.Location
859330,859675,1,2005120,2005121,2005087,org.intermine.model.bio.Location
868945,874592,1,2005122,1002373,2005087,org.intermine.model.bio.Location
868945,874592,1,2005124,2005125,2005087,org.intermine.model.bio.Location
868945,872269,1,2005126,2005127,2005087,org.intermine.model.bio.Location
872476,873419,1,2005128,2005129,2005087,org.intermine.model.bio.Location
873608,873929,1,2005130,2005131,2005087,org.intermine.model.bio.Location
874110,874186,1,2005132,2005133,2005087,org.intermine.model.bio.Location
874278,874418,1,2005134,2005135,2005087,org.intermine.model.bio.Location
874548,874592,1,2005136,2005137,2005087,org.intermine.model.bio.Location
935864,936526,1,2005138,1008560,2005087,org.intermine.model.bio.Location
935864,936526,1,2005140,2005141,2005087,org.intermine.model.bio.Location
935864,936181,1,2005142,2005143,2005087,org.intermine.model.bio.Location
936392,936526,1,2005144,2005145,2005087,org.intermine.model.bio.Location
983544,985034,1,2005146,1023556,2005087,org.intermine.model.bio.Location
983544,985034,1,2005148,2005149,2005087,org.intermine.model.bio.Location
983544,985034,1,2005150,2005151,2005087,org.intermine.model.bio.Location
1001694,1004268,-1,2005152,1030833,2005087,org.intermine.model.bio.Location
1001694,1004268,1,2005154,2005155,2005087,org.intermine.model.bio.Location
1001694,1002498,-1,2005156,2005157,2005087,org.intermine.model.bio.Location
1002599,1002800,-1,2005158,2005159,2005087,org.intermine.model.bio.Location
1002951,1003036,-1,2005160,2005161,2005087,org.intermine.model.bio.Location
1003147,1003453,-1,2005162,2005163,2005087,org.intermine.model.bio.Location
1003587,1003850,-1,2005164,2005165,2005087,org.intermine.model.bio.Location
1003923,1004268,-1,2005166,2005167,2005087,org.intermine.model.bio.Location
1015280,1019409,-1,2005168,1002874,2005087,org.intermine.model.bio.Location
1015280,1019409,1,2005170,2005171,2005087,org.intermine.model.bio.Location
1015280,1015366,-1,2005172,2005173,2005087,org.intermine.model.bio.Location
1015546,1019409,-1,2005174,2005175,2005087,org.intermine.model.bio.Location
1037703,1038755,-1,2005176,1017183,2005087,org.intermine.model.bio.Location
1037703,1038755,1,2005178,2005179,2005087,org.intermine.model.bio.Location
1037703,1038755,-1,2005180,2005181,2005087,org.intermine.model.bio.Location
1104699,1106855,1,2005182,1029749,2005087,org.intermine.model.bio.Location
1104699,1106855,1,2005184,2005185,2005087,org.intermine.model.bio.Location
1104699,1106855,1,2005186,2005187,2005087,org.intermine.model.bio.Location
1138399,1140823,1,2005188,1013745,2005087,org.intermine.model.bio.Location
1138399,1140823,1,2005190,2005191,2005087,org.intermine.model.bio.Location
1138399,1139949,1,2005192,2005193,2005087,org.intermine.model.bio.Location
1140128,1140157,1,2005194,2005195,2005087,org.intermine.model.bio.Location
1140359,1140433,1,2005196,2005197,2005087,org.intermine.model.bio.Location
1140521,1140556,1,2005198,2005199,2005087,org.intermine.model.bio.Location
1140728,1140823,1,2005200,2005201,2005087,org.intermine.model.bio.Location
1162134,1163084,1,2005202,1003266,2005087,org.intermine.model.bio.Location
1162134,1163084,1,2005204,2005205,2005087,org.intermine.model.bio.Location
1162134,1163084,1,2005206,2005207,2005087,org.intermine.model.bio.Location
1855239,1864267,-1,2005208,1022910,2005087,org.intermine.model.bio.Location
1855239,1864267,1,2005210,2005211,2005087,org.intermine.model.bio.Location
1855239,1855556,-1,2005212,2005213,2005087,org.intermine.model.bio.Location
1855687,1855903,-1,2005214,2005215,2005087,org.intermine.model.bio.Location
1855980,1864267,-1,2005216,2005217,2005087,org.intermine.model.bio.Location
1265368,1266369,1,2005218,1024815,2005087,org.intermine.model.bio.Location
1265368,1266369,1,2005220,2005221,2005087,org.intermine.model.bio.Location
1265368,1266369,1,2005222,2005223,2005087,org.intermine.model.bio.Location
1323658,1329075,1,2005224,1016508,2005087,org.intermine.model.bio.Location
1323658,1329075,1,2005226,2005227,2005087,org.intermine.model.bio.Location
1323658,1329075,1,2005228,2005229,2005087,org.intermine.model.bio.Location
1330447,1337130,1,2005230,1018476,2005087,org.intermine.model.bio.Location
1330447,1337130,1,2005232,2005233,2005087,org.intermine.model.bio.Location
1330447,1337130,1,2005234,2005235,2005087,org.intermine.model.bio.Location
1377926,1379155,-1,2005236,1015190,2005087,org.intermine.model.bio.Location
1377926,1379155,1,2005238,2005239,2005087,org.intermine.model.bio.Location
1377926,1379155,-1,2005240,2005241,2005087,org.intermine.model.bio.Location
1419654,1423111,1,2005242,1020815,2005087,org.intermine.model.bio.Location
1419654,1423111,1,2005244,2005245,2005087,org.intermine.model.bio.Location
1419654,1419726,1,2005246,2005247,2005087,org.intermine.model.bio.Location
1419888,1423111,1,2005248,2005249,2005087,org.intermine.model.bio.Location
1477812,1478442,1,2005250,2005251,2005087,org.intermine.model.bio.Location
1477812,1478442,1,2005253,2005254,2005087,org.intermine.model.bio.Location
1477812,1477880,1,2005255,2005256,2005087,org.intermine.model.bio.Location
1478016,1478206,1,2005257,2005258,2005087,org.intermine.model.bio.Location
1478381,1478442,1,2005259,2005260,2005087,org.intermine.model.bio.Location
1532210,1536766,-1,2005261,1015719,2005087,org.intermine.model.bio.Location
1532210,1536766,1,2005263,2005264,2005087,org.intermine.model.bio.Location
1532210,1532483,-1,2005265,2005266,2005087,org.intermine.model.bio.Location
1532577,1536766,-1,2005267,2005268,2005087,org.intermine.model.bio.Location
1551064,1552415,-1,2005269,1018889,2005087,org.intermine.model.bio.Location
1551064,1552415,1,2005271,2005272,2005087,org.intermine.model.bio.Location
1551064,1551384,-1,2005273,2005274,2005087,org.intermine.model.bio.Location
1551585,1552415,-1,2005275,2005276,2005087,org.intermine.model.bio.Location
1582303,1588944,-1,2005277,1002764,2005087,org.intermine.model.bio.Location
1582303,1588944,1,2005279,2005280,2005087,org.intermine.model.bio.Location
1582303,1588944,-1,2005281,2005282,2005087,org.intermine.model.bio.Location
1598167,1600218,-1,2005283,1017316,2005087,org.intermine.model.bio.Location
1598167,1600218,1,2005285,2005286,2005087,org.intermine.model.bio.Location
1598167,1599506,-1,2005287,2005288,2005087,org.intermine.model.bio.Location
1600209,1600218,-1,2005289,2005290,2005087,org.intermine.model.bio.Location
1660531,1662160,1,2005291,1003522,2005087,org.intermine.model.bio.Location
1660531,1662160,1,2005293,2005294,2005087,org.intermine.model.bio.Location
1660531,1660687,1,2005295,2005296,2005087,org.intermine.model.bio.Location
1661238,1661350,1,2005297,2005298,2005087,org.intermine.model.bio.Location
1661433,1661507,1,2005299,2005300,2005087,org.intermine.model.bio.Location
1661639,1662160,1,2005301,2005302,2005087,org.intermine.model.bio.Location
1665212,1665991,-1,2005303,1027846,2005087,org.intermine.model.bio.Location
1665212,1665991,1,2005305,2005306,2005087,org.intermine.model.bio.Location
1665212,1665991,-1,2005307,2005308,2005087,org.intermine.model.bio.Location
1673165,1674679,-1,2005309,1002255,2005087,org.intermine.model.bio.Location
1673165,1674679,1,2005311,2005312,2005087,org.intermine.model.bio.Location
1673165,1674679,-1,2005313,2005314,2005087,org.intermine.model.bio.Location
1675988,1678066,1,2005315,1024466,2005087,org.intermine.model.bio.Location
1675988,1678066,1,2005317,2005318,2005087,org.intermine.model.bio.Location
1675988,1678066,1,2005319,2005320,2005087,org.intermine.model.bio.Location
1692417,1698168,1,2005321,1029621,2005087,org.intermine.model.bio.Location
1692417,1698168,1,2005323,2005324,2005087,org.intermine.model.bio.Location
1692417,1692533,1,2005325,2005326,2005087,org.intermine.model.bio.Location
1692676,1697899,1,2005327,2005328,2005087,org.intermine.model.bio.Location
1698023,1698168,1,2005329,2005330,2005087,org.intermine.model.bio.Location
1707235,1709082,-1,2005331,1005830,2005087,org.intermine.model.bio.Location
1707235,1709082,1,2005333,2005334,2005087,org.intermine.model.bio.Location
1707235,1709082,-1,2005335,2005336,2005087,org.intermine.model.bio.Location
1709991,1710884,1,2005337,1021409,2005087,org.intermine.model.bio.Location
1709991,1710884,1,2005339,2005340,2005087,org.intermine.model.bio.Location
1709991,1710884,1,2005341,2005342,2005087,org.intermine.model.bio.Location
1732036,1733526,1,2005343,1011050,2005087,org.intermine.model.bio.Location
1732036,1733526,1,2005345,2005346,2005087,org.intermine.model.bio.Location
1732036,1732051,1,2005347,2005348,2005087,org.intermine.model.bio.Location
1732327,1732410,1,2005349,2005350,2005087,org.intermine.model.bio.Location
1732706,1732790,1,2005351,2005352,2005087,org.intermine.model.bio.Location
1732905,1733000,1,2005353,2005354,2005087,org.intermine.model.bio.Location
1733188,1733372,1,2005355,2005356,2005087,org.intermine.model.bio.Location
1733477,1733526,1,2005357,2005358,2005087,org.intermine.model.bio.Location
1737845,1738738,-1,2005359,1006329,2005087,org.intermine.model.bio.Location
1737845,1738738,1,2005361,2005362,2005087,org.intermine.model.bio.Location
1737845,1738738,-1,2005363,2005364,2005087,org.intermine.model.bio.Location
1739499,1739945,1,2005365,1029115,2005087,org.intermine.model.bio.Location
1739499,1739945,1,2005367,2005368,2005087,org.intermine.model.bio.Location
1739499,1739945,1,2005369,2005370,2005087,org.intermine.model.bio.Location
1748487,1750179,-1,2005371,1020311,2005087,org.intermine.model.bio.Location
1748487,1750179,1,2005373,2005374,2005087,org.intermine.model.bio.Location
1748487,1748831,-1,2005375,2005376,2005087,org.intermine.model.bio.Location
1749108,1749871,-1,2005377,2005378,2005087,org.intermine.model.bio.Location
1750113,1750179,-1,2005379,2005380,2005087,org.intermine.model.bio.Location
1752348,1752845,1,2005381,1029471,2005087,org.intermine.model.bio.Location
1752348,1752845,1,2005383,2005384,2005087,org.intermine.model.bio.Location
1752348,1752461,1,2005385,2005386,2005087,org.intermine.model.bio.Location
1752711,1752845,1,2005387,2005388,2005087,org.intermine.model.bio.Location
1826288,1826491,1,2005389,1009748,2005087,org.intermine.model.bio.Location
1826288,1826491,1,2005391,2005392,2005087,org.intermine.model.bio.Location
1826288,1826491,1,2005393,2005394,2005087,org.intermine.model.bio.Location
1827374,1828327,1,2005395,1013379,2005087,org.intermine.model.bio.Location
1827374,1828327,1,2005397,2005398,2005087,org.intermine.model.bio.Location
1827374,1828327,1,2005399,2005400,2005087,org.intermine.model.bio.Location
1831311,1835683,1,2005401,1031048,2005087,org.intermine.model.bio.Location
1831311,1835683,1,2005403,2005404,2005087,org.intermine.model.bio.Location
1831311,1834835,1,2005405,2005406,2005087,org.intermine.model.bio.Location
1834999,1835074,1,2005407,2005408,2005087,org.intermine.model.bio.Location
1835184,1835236,1,2005409,2005410,2005087,org.intermine.model.bio.Location
1835432,1835683,1,2005411,2005412,2005087,org.intermine.model.bio.Location
1924826,1924945,1,2005413,2005414,2005087,org.intermine.model.bio.Location
1924826,1924945,1,2005416,2005417,2005087,org.intermine.model.bio.Location
1924826,1924945,1,2005418,2005419,2005087,org.intermine.model.bio.Location
1928060,1928292,1,2005420,2005421,2005087,org.intermine.model.bio.Location
1928060,1928292,1,2005423,2005424,2005087,org.intermine.model.bio.Location
1928060,1928140,1,2005425,2005426,2005087,org.intermine.model.bio.Location
1928215,1928292,1,2005427,2005428,2005087,org.intermine.model.bio.Location
1942688,1942957,1,2005429,1025390,2005087,org.intermine.model.bio.Location
1942688,1942957,1,2005431,2005432,2005087,org.intermine.model.bio.Location
1942688,1942957,1,2005433,2005434,2005087,org.intermine.model.bio.Location
1969310,1970784,1,2005435,1021903,2005087,org.intermine.model.bio.Location
1969310,1970784,1,2005437,2005438,2005087,org.intermine.model.bio.Location
1969310,1969501,1,2005439,2005440,2005087,org.intermine.model.bio.Location
1969624,1970784,1,2005441,2005442,2005087,org.intermine.model.bio.Location
1973317,1976714,1,2005443,1024341,2005087,org.intermine.model.bio.Location
1973317,1976714,1,2005445,2005446,2005087,org.intermine.model.bio.Location
1973317,1973508,1,2005447,2005448,2005087,org.intermine.model.bio.Location
1973634,1976714,1,2005449,2005450,2005087,org.intermine.model.bio.Location
2012562,2013419,-1,2005451,2005452,2005087,org.intermine.model.bio.Location
2012562,2013419,1,2005454,2005455,2005087,org.intermine.model.bio.Location
2012562,2013419,-1,2005456,2005457,2005087,org.intermine.model.bio.Location
2018764,2019944,-1,2005458,1017442,2005087,org.intermine.model.bio.Location
2018764,2019944,1,2005460,2005461,2005087,org.intermine.model.bio.Location
2018764,2019735,-1,2005462,2005463,2005087,org.intermine.model.bio.Location
2019891,2019944,-1,2005464,2005465,2005087,org.intermine.model.bio.Location
54423,54878,-1,2005466,1016132,2005087,org.intermine.model.bio.Location
54423,54878,1,2005468,2005469,2005087,org.intermine.model.bio.Location
54423,54878,-1,2005470,2005471,2005087,org.intermine.model.bio.Location
136263,136651,1,2005472,1004511,2005087,org.intermine.model.bio.Location
136263,136651,1,2005474,2005475,2005087,org.intermine.model.bio.Location
136263,136451,1,2005476,2005477,2005087,org.intermine.model.bio.Location
136565,136651,1,2005478,2005479,2005087,org.intermine.model.bio.Location
144044,148432,1,2005480,1026316,2005087,org.intermine.model.bio.Location
144044,148432,1,2005482,2005483,2005087,org.intermine.model.bio.Location
144044,148432,1,2005484,2005485,2005087,org.intermine.model.bio.Location
148813,149626,-1,2005486,1018352,2005087,org.intermine.model.bio.Location
148813,149626,1,2005488,2005489,2005087,org.intermine.model.bio.Location
148813,149355,-1,2005490,2005491,2005087,org.intermine.model.bio.Location
149549,149626,-1,2005492,2005493,2005087,org.intermine.model.bio.Location
180000,184840,-1,2005494,1003282,2005087,org.intermine.model.bio.Location
180000,184840,1,2005496,2005497,2005087,org.intermine.model.bio.Location
180000,180041,-1,2005498,2005499,2005087,org.intermine.model.bio.Location
180205,180324,-1,2005500,2005501,2005087,org.intermine.model.bio.Location
180457,180696,-1,2005502,2005503,2005087,org.intermine.model.bio.Location
180795,180878,-1,2005504,2005505,2005087,org.intermine.model.bio.Location
181046,184840,-1,2005506,2005507,2005087,org.intermine.model.bio.Location
202210,203624,-1,2005508,1025962,2005087,org.intermine.model.bio.Location
202210,203624,1,2005510,2005511,2005087,org.intermine.model.bio.Location
202210,202257,-1,2005512,2005513,2005087,org.intermine.model.bio.Location
202350,202399,-1,2005514,2005515,2005087,org.intermine.model.bio.Location
202470,202573,-1,2005516,2005517,2005087,org.intermine.model.bio.Location
202718,202781,-1,2005518,2005519,2005087,org.intermine.model.bio.Location
202881,203079,-1,2005520,2005521,2005087,org.intermine.model.bio.Location
203301,203412,-1,2005522,2005523,2005087,org.intermine.model.bio.Location
203500,203624,-1,2005524,2005525,2005087,org.intermine.model.bio.Location
398301,401519,1,2005526,1016513,2005087,org.intermine.model.bio.Location
398301,401519,1,2005528,2005529,2005087,org.intermine.model.bio.Location
398301,400733,1,2005530,2005531,2005087,org.intermine.model.bio.Location
401047,401243,1,2005532,2005533,2005087,org.intermine.model.bio.Location
401474,401519,1,2005534,2005535,2005087,org.intermine.model.bio.Location
408430,408615,-1,2005536,1003414,2005087,org.intermine.model.bio.Location
408430,408615,1,2005538,2005539,2005087,org.intermine.model.bio.Location
408430,408615,-1,2005540,2005541,2005087,org.intermine.model.bio.Location
437313,439295,-1,2005542,1030128,2005087,org.intermine.model.bio.Location
437313,439295,1,2005544,2005545,2005087,org.intermine.model.bio.Location
437313,437430,-1,2005546,2005547,2005087,org.intermine.model.bio.Location
437629,439295,-1,2005548,2005549,2005087,org.intermine.model.bio.Location
440574,441443,-1,2005550,1022269,2005087,org.intermine.model.bio.Location
440574,441443,1,2005552,2005553,2005087,org.intermine.model.bio.Location
440574,441443,-1,2005554,2005555,2005087,org.intermine.model.bio.Location
487449,487769,-1,2005556,1004283,2005087,org.intermine.model.bio.Location
487449,487769,1,2005558,2005559,2005087,org.intermine.model.bio.Location
487449,487544,-1,2005560,2005561,2005087,org.intermine.model.bio.Location
487665,487769,-1,2005562,2005563,2005087,org.intermine.model.bio.Location
281485,286840,1,2005564,1022522,2005087,org.intermine.model.bio.Location
281485,286840,1,2005566,2005567,2005087,org.intermine.model.bio.Location
281485,285299,1,2005568,2005569,2005087,org.intermine.model.bio.Location
285414,285453,1,2005570,2005571,2005087,org.intermine.model.bio.Location
285619,285948,1,2005572,2005573,2005087,org.intermine.model.bio.Location
286050,286121,1,2005574,2005575,2005087,org.intermine.model.bio.Location
286252,286299,1,2005576,2005577,2005087,org.intermine.model.bio.Location
286418,286477,1,2005578,2005579,2005087,org.intermine.model.bio.Location
286620,286637,1,2005580,2005581,2005087,org.intermine.model.bio.Location
286790,286840,1,2005582,2005583,2005087,org.intermine.model.bio.Location
532587,534113,-1,2005584,1005093,2005087,org.intermine.model.bio.Location
532587,534113,1,2005586,2005587,2005087,org.intermine.model.bio.Location
532587,534113,-1,2005588,2005589,2005087,org.intermine.model.bio.Location
650193,651590,1,2005590,1013028,2005087,org.intermine.model.bio.Location
650193,651590,1,2005592,2005593,2005087,org.intermine.model.bio.Location
650193,651590,1,2005594,2005595,2005087,org.intermine.model.bio.Location
668325,669129,-1,2005596,1013567,2005087,org.intermine.model.bio.Location
668325,669129,1,2005598,2005599,2005087,org.intermine.model.bio.Location
668325,668851,-1,2005600,2005601,2005087,org.intermine.model.bio.Location
669012,669129,-1,2005602,2005603,2005087,org.intermine.model.bio.Location
553128,556282,1,2005604,1006846,2005087,org.intermine.model.bio.Location
553128,556282,1,2005606,2005607,2005087,org.intermine.model.bio.Location
553128,553816,1,2005608,2005609,2005087,org.intermine.model.bio.Location
553942,554170,1,2005610,2005611,2005087,org.intermine.model.bio.Location
554262,554558,1,2005612,2005613,2005087,org.intermine.model.bio.Location
554676,554986,1,2005614,2005615,2005087,org.intermine.model.bio.Location
555101,555207,1,2005616,2005617,2005087,org.intermine.model.bio.Location
555314,555537,1,2005618,2005619,2005087,org.intermine.model.bio.Location
555691,555922,1,2005620,2005621,2005087,org.intermine.model.bio.Location
556116,556282,1,2005622,2005623,2005087,org.intermine.model.bio.Location
1230974,1233223,-1,2005624,1026309,2005087,org.intermine.model.bio.Location
1230974,1233223,1,2005626,2005627,2005087,org.intermine.model.bio.Location
1230974,1233223,-1,2005628,2005629,2005087,org.intermine.model.bio.Location
1262038,1262991,1,2005630,1012767,2005087,org.intermine.model.bio.Location
1262038,1262991,1,2005632,2005633,2005087,org.intermine.model.bio.Location
1262038,1262991,1,2005634,2005635,2005087,org.intermine.model.bio.Location
1263163,1264497,-1,2005636,1026860,2005087,org.intermine.model.bio.Location
1263163,1264497,1,2005638,2005639,2005087,org.intermine.model.bio.Location
1263163,1264193,-1,2005640,2005641,2005087,org.intermine.model.bio.Location
1264368,1264497,-1,2005642,2005643,2005087,org.intermine.model.bio.Location
764466,766074,1,2005644,1004397,2005087,org.intermine.model.bio.Location
764466,766074,1,2005646,2005647,2005087,org.intermine.model.bio.Location
764466,764622,1,2005648,2005649,2005087,org.intermine.model.bio.Location
764735,766074,1,2005650,2005651,2005087,org.intermine.model.bio.Location
798395,798634,-1,2005652,1031567,2005087,org.intermine.model.bio.Location
798395,798634,1,2005654,2005655,2005087,org.intermine.model.bio.Location
798395,798634,-1,2005656,2005657,2005087,org.intermine.model.bio.Location
820853,826927,-1,2005658,1004889,2005087,org.intermine.model.bio.Location
820853,826927,1,2005660,2005661,2005087,org.intermine.model.bio.Location
820853,826927,-1,2005662,2005663,2005087,org.intermine.model.bio.Location
915142,917983,1,2005664,1005279,2005087,org.intermine.model.bio.Location
915142,917983,1,2005666,2005667,2005087,org.intermine.model.bio.Location
915142,917416,1,2005668,2005669,2005087,org.intermine.model.bio.Location
917607,917716,1,2005670,2005671,2005087,org.intermine.model.bio.Location
917924,917983,1,2005672,2005673,2005087,org.intermine.model.bio.Location
932998,935136,1,2005674,1027444,2005087,org.intermine.model.bio.Location
932998,935136,1,2005676,2005677,2005087,org.intermine.model.bio.Location
932998,935136,1,2005678,2005679,2005087,org.intermine.model.bio.Location
945505,947496,1,2005680,1008194,2005087,org.intermine.model.bio.Location
945505,947496,1,2005682,2005683,2005087,org.intermine.model.bio.Location
945505,946085,1,2005684,2005685,2005087,org.intermine.model.bio.Location
946327,946670,1,2005686,2005687,2005087,org.intermine.model.bio.Location
946835,947061,1,2005688,2005689,2005087,org.intermine.model.bio.Location
947273,947376,1,2005690,2005691,2005087,org.intermine.model.bio.Location
947487,947496,1,2005692,2005693,2005087,org.intermine.model.bio.Location
971568,972452,-1,2005694,1010266,2005087,org.intermine.model.bio.Location
971568,972452,1,2005696,2005697,2005087,org.intermine.model.bio.Location
971568,972452,-1,2005698,2005699,2005087,org.intermine.model.bio.Location
988777,993372,1,2005700,1019249,2005087,org.intermine.model.bio.Location
988777,993372,1,2005702,2005703,2005087,org.intermine.model.bio.Location
988777,993372,1,2005704,2005705,2005087,org.intermine.model.bio.Location
1010380,1010661,1,2005706,1019815,2005087,org.intermine.model.bio.Location
1010380,1010661,1,2005708,2005709,2005087,org.intermine.model.bio.Location
1010380,1010661,1,2005710,2005711,2005087,org.intermine.model.bio.Location
1057175,1057696,-1,2005712,1006213,2005087,org.intermine.model.bio.Location
1057175,1057696,1,2005714,2005715,2005087,org.intermine.model.bio.Location
1057175,1057696,-1,2005716,2005717,2005087,org.intermine.model.bio.Location
1068822,1070726,1,2005718,1030355,2005087,org.intermine.model.bio.Location
1068822,1070726,1,2005720,2005721,2005087,org.intermine.model.bio.Location
1068822,1068848,1,2005722,2005723,2005087,org.intermine.model.bio.Location
1068947,1069170,1,2005724,2005725,2005087,org.intermine.model.bio.Location
1069289,1069391,1,2005726,2005727,2005087,org.intermine.model.bio.Location
1069507,1069596,1,2005728,2005729,2005087,org.intermine.model.bio.Location
1069707,1069740,1,2005730,2005731,2005087,org.intermine.model.bio.Location
1069890,1070017,1,2005732,2005733,2005087,org.intermine.model.bio.Location
1070112,1070204,1,2005734,2005735,2005087,org.intermine.model.bio.Location
1070303,1070347,1,2005736,2005737,2005087,org.intermine.model.bio.Location
1070495,1070534,1,2005738,2005739,2005087,org.intermine.model.bio.Location
1070668,1070726,1,2005740,2005741,2005087,org.intermine.model.bio.Location
1080234,1081975,-1,2005742,1007947,2005087,org.intermine.model.bio.Location
1080234,1081975,1,2005744,2005745,2005087,org.intermine.model.bio.Location
1080234,1081385,-1,2005746,2005747,2005087,org.intermine.model.bio.Location
1081596,1081640,-1,2005748,2005749,2005087,org.intermine.model.bio.Location
1081943,1081975,-1,2005750,2005751,2005087,org.intermine.model.bio.Location
1094030,1094440,1,2005752,1012443,2005087,org.intermine.model.bio.Location
1094030,1094440,1,2005754,2005755,2005087,org.intermine.model.bio.Location
1094030,1094440,1,2005756,2005757,2005087,org.intermine.model.bio.Location
1101067,1103253,-1,2005758,1004503,2005087,org.intermine.model.bio.Location
1101067,1103253,1,2005760,2005761,2005087,org.intermine.model.bio.Location
1101067,1101181,-1,2005762,2005763,2005087,org.intermine.model.bio.Location
1101445,1101605,-1,2005764,2005765,2005087,org.intermine.model.bio.Location
1101718,1101816,-1,2005766,2005767,2005087,org.intermine.model.bio.Location
1101933,1102018,-1,2005768,2005769,2005087,org.intermine.model.bio.Location
1102123,1102394,-1,2005770,2005771,2005087,org.intermine.model.bio.Location
1102538,1102609,-1,2005772,2005773,2005087,org.intermine.model.bio.Location
1102682,1102769,-1,2005774,2005775,2005087,org.intermine.model.bio.Location
1102919,1103017,-1,2005776,2005777,2005087,org.intermine.model.bio.Location
1103136,1103253,-1,2005778,2005779,2005087,org.intermine.model.bio.Location
1141667,1145683,1,2005780,1002995,2005087,org.intermine.model.bio.Location
1141667,1145683,1,2005782,2005783,2005087,org.intermine.model.bio.Location
1141667,1145683,1,2005784,2005785,2005087,org.intermine.model.bio.Location
1160007,1160270,-1,2005786,1002535,2005087,org.intermine.model.bio.Location
1160007,1160270,1,2005788,2005789,2005087,org.intermine.model.bio.Location
