secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,geneid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,exon.65205,158,2051840,,,,2048348,2051833,2051839,1000026,5001230,2000012,org.intermine.model.bio.Exon
,,exon.65204,97,2051842,,,,2048348,2051833,2051841,1000026,5001231,2000012,org.intermine.model.bio.Exon
,,exon.65206,96,2051844,,,,2048348,2051833,2051843,1000026,5001232,2000012,org.intermine.model.bio.Exon
,,exon.65203,2543,2051846,,,,2048348,2051833,2051845,1000026,5001233,2000012,org.intermine.model.bio.Exon
,,exon.66060,224,2051853,,,,2048348,2051848,2051852,1000026,5001235,2000012,org.intermine.model.bio.Exon
,,exon.66059,1056,2051855,,,,2048348,2051848,2051854,1000026,5001236,2000012,org.intermine.model.bio.Exon
,,exon.66058,73,2051857,,,,2048348,2051848,2051856,1000026,5001237,2000012,org.intermine.model.bio.Exon
,,exon.66076,3015,2051864,,,,2048348,2051859,2051863,1000026,5001239,2000012,org.intermine.model.bio.Exon
,,exon.66077,279,2051866,,,,2048348,2051859,2051865,1000026,5001240,2000012,org.intermine.model.bio.Exon
,,exon.66485,1800,2051873,,,,2048348,2051868,2051872,1000026,5001242,2000012,org.intermine.model.bio.Exon
,,exon.65240,3111,2051880,,,,2048348,2051875,2051879,1000026,5001244,2000012,org.intermine.model.bio.Exon
,,exon.65683,91,2051887,,,,2048348,2051882,2051886,1000026,5001246,2000012,org.intermine.model.bio.Exon
,,exon.65682,155,2051889,,,,2048348,2051882,2051888,1000026,5001247,2000012,org.intermine.model.bio.Exon
,,exon.65681,118,2051891,,,,2048348,2051882,2051890,1000026,5001248,2000012,org.intermine.model.bio.Exon
,,exon.65684,119,2051893,,,,2048348,2051882,2051892,1000026,5001249,2000012,org.intermine.model.bio.Exon
,,exon.65680,630,2051895,,,,2048348,2051882,2051894,1000026,5001250,2000012,org.intermine.model.bio.Exon
,,exon.65717,3132,2051902,,,,2048348,2051897,2051901,1000026,5001252,2000012,org.intermine.model.bio.Exon
,,exon.65718,105,2051904,,,,2048348,2051897,2051903,1000026,5001253,2000012,org.intermine.model.bio.Exon
,,exon.65721,10146,2051911,,,,2048348,2051906,2051910,1000026,5001255,2000012,org.intermine.model.bio.Exon
,,exon.65274,5094,2051918,,,,2048348,2051913,2051917,1000026,5001257,2000012,org.intermine.model.bio.Exon
,,exon.65761,4065,2051925,,,,2048348,2051920,2051924,1000026,5001259,2000012,org.intermine.model.bio.Exon
,,exon.65767,1533,2051932,,,,2048348,2051927,2051931,1000026,5001261,2000012,org.intermine.model.bio.Exon
,,exon.66536,904,2051939,,,,2048348,2051934,2051938,1000026,5001263,2000012,org.intermine.model.bio.Exon
,,exon.66537,77,2051941,,,,2048348,2051934,2051940,1000026,5001264,2000012,org.intermine.model.bio.Exon
,,exon.66567,189,2051948,,,,2048348,2051943,2051947,1000026,5001266,2000012,org.intermine.model.bio.Exon
,,exon.66568,197,2051950,,,,2048348,2051943,2051949,1000026,5001267,2000012,org.intermine.model.bio.Exon
,,exon.66566,613,2051952,,,,2048348,2051943,2051951,1000026,5001268,2000012,org.intermine.model.bio.Exon
,,exon.66571,942,2051959,,,,2048348,2051954,2051958,1000026,5001270,2000012,org.intermine.model.bio.Exon
,,exon.65319,9424,2051966,,,,2048348,2051961,2051965,1000026,5001272,2000012,org.intermine.model.bio.Exon
,,exon.65320,488,2051968,,,,2048348,2051961,2051967,1000026,5001273,2000012,org.intermine.model.bio.Exon
,,exon.65324,3593,2051975,,,,2048348,2051970,2051974,1000026,5001275,2000012,org.intermine.model.bio.Exon
,,exon.65325,64,2051977,,,,2048348,2051970,2051976,1000026,5001276,2000012,org.intermine.model.bio.Exon
,,exon.65782,340,2051984,,,,2048348,2051979,2051983,1000026,5001278,2000012,org.intermine.model.bio.Exon
,,exon.65783,75,2051986,,,,2048348,2051979,2051985,1000026,5001279,2000012,org.intermine.model.bio.Exon
,,exon.65784,230,2051988,,,,2048348,2051979,2051987,1000026,5001280,2000012,org.intermine.model.bio.Exon
,,exon.66186,30,2051995,,,,2048348,2051990,2051994,1000026,5001282,2000012,org.intermine.model.bio.Exon
,,exon.66184,663,2051997,,,,2048348,2051990,2051996,1000026,5001283,2000012,org.intermine.model.bio.Exon
,,exon.66182,101,2051999,,,,2048348,2051990,2051998,1000026,5001284,2000012,org.intermine.model.bio.Exon
,,exon.66185,46,2052001,,,,2048348,2051990,2052000,1000026,5001285,2000012,org.intermine.model.bio.Exon
,,exon.66187,41,2052003,,,,2048348,2051990,2052002,1000026,5001286,2000012,org.intermine.model.bio.Exon
,,exon.66183,199,2052005,,,,2048348,2051990,2052004,1000026,5001287,2000012,org.intermine.model.bio.Exon
,,exon.66237,3486,2052012,,,,2048348,2052007,2052011,1000026,5001289,2000012,org.intermine.model.bio.Exon
,,exon.66240,175,2052014,,,,2048348,2052007,2052013,1000026,5001290,2000012,org.intermine.model.bio.Exon
,,exon.66241,517,2052016,,,,2048348,2052007,2052015,1000026,5001291,2000012,org.intermine.model.bio.Exon
,,exon.66242,176,2052018,,,,2048348,2052007,2052017,1000026,5001292,2000012,org.intermine.model.bio.Exon
,,exon.66239,706,2052020,,,,2048348,2052007,2052019,1000026,5001293,2000012,org.intermine.model.bio.Exon
,,exon.66238,289,2052022,,,,2048348,2052007,2052021,1000026,5001294,2000012,org.intermine.model.bio.Exon
,,exon.65422,561,2052029,,,,2048348,2052024,2052028,1000026,5001296,2000012,org.intermine.model.bio.Exon
,,exon.65423,89,2052031,,,,2048348,2052024,2052030,1000026,5001297,2000012,org.intermine.model.bio.Exon
,,exon.65424,649,2052033,,,,2048348,2052024,2052032,1000026,5001298,2000012,org.intermine.model.bio.Exon
,,exon.66298,918,2052040,,,,2048348,2052035,2052039,1000026,5001300,2000012,org.intermine.model.bio.Exon
,,exon.66306,39,2052047,,,,2048348,2052042,2052046,1000026,5001302,2000012,org.intermine.model.bio.Exon
,,exon.66309,270,2052049,,,,2048348,2052042,2052048,1000026,5001303,2000012,org.intermine.model.bio.Exon
,,exon.66308,131,2052051,,,,2048348,2052042,2052050,1000026,5001304,2000012,org.intermine.model.bio.Exon
,,exon.66307,223,2052053,,,,2048348,2052042,2052052,1000026,5001305,2000012,org.intermine.model.bio.Exon
,,exon.65465,52,2052060,,,,2048348,2052055,2052059,1000026,5001307,2000012,org.intermine.model.bio.Exon
,,exon.65468,113,2052062,,,,2048348,2052055,2052061,1000026,5001308,2000012,org.intermine.model.bio.Exon
,,exon.65469,114,2052064,,,,2048348,2052055,2052063,1000026,5001309,2000012,org.intermine.model.bio.Exon
,,exon.65466,90,2052066,,,,2048348,2052055,2052065,1000026,5001310,2000012,org.intermine.model.bio.Exon
,,exon.65464,161,2052068,,,,2048348,2052055,2052067,1000026,5001311,2000012,org.intermine.model.bio.Exon
,,exon.65467,220,2052070,,,,2048348,2052055,2052069,1000026,5001312,2000012,org.intermine.model.bio.Exon
,,exon.65480,1551,2052077,,,,2048348,2052072,2052076,1000026,5001314,2000012,org.intermine.model.bio.Exon
,,exon.65490,1602,2052084,,,,2048348,2052079,2052083,1000026,5001316,2000012,org.intermine.model.bio.Exon
,,exon.65932,85,2052091,,,,2048348,2052086,2052090,1000026,5001318,2000012,org.intermine.model.bio.Exon
,,exon.65929,98,2052093,,,,2048348,2052086,2052092,1000026,5001319,2000012,org.intermine.model.bio.Exon
,,exon.65930,88,2052095,,,,2048348,2052086,2052094,1000026,5001320,2000012,org.intermine.model.bio.Exon
,,exon.65928,107,2052097,,,,2048348,2052086,2052096,1000026,5001321,2000012,org.intermine.model.bio.Exon
,,exon.65933,105,2052099,,,,2048348,2052086,2052098,1000026,5001322,2000012,org.intermine.model.bio.Exon
,,exon.65931,126,2052101,,,,2048348,2052086,2052100,1000026,5001323,2000012,org.intermine.model.bio.Exon
,,exon.65942,2097,2052108,,,,2048348,2052103,2052107,1000026,5001325,2000012,org.intermine.model.bio.Exon
,,exon.65502,2166,2052115,,,,2048348,2052110,2052114,1000026,5001327,2000012,org.intermine.model.bio.Exon
,,exon.50513,7722,2028302,,,,2028295,2028297,2028301,1000026,5001338,2000012,org.intermine.model.bio.Exon
,,exon.50903,708,2028309,,,,2028295,2028304,2028308,1000026,5001340,2000012,org.intermine.model.bio.Exon
,,exon.50949,93,2028316,,,,2028295,2028311,2028315,1000026,5001342,2000012,org.intermine.model.bio.Exon
,,exon.50944,69,2028318,,,,2028295,2028311,2028317,1000026,5001343,2000012,org.intermine.model.bio.Exon
,,exon.50945,335,2028320,,,,2028295,2028311,2028319,1000026,5001344,2000012,org.intermine.model.bio.Exon
,,exon.50951,114,2028322,,,,2028295,2028311,2028321,1000026,5001345,2000012,org.intermine.model.bio.Exon
,,exon.50950,136,2028324,,,,2028295,2028311,2028323,1000026,5001346,2000012,org.intermine.model.bio.Exon
,,exon.50946,132,2028326,,,,2028295,2028311,2028325,1000026,5001347,2000012,org.intermine.model.bio.Exon
,,exon.50948,92,2028328,,,,2028295,2028311,2028327,1000026,5001348,2000012,org.intermine.model.bio.Exon
,,exon.50947,145,2028330,,,,2028295,2028311,2028329,1000026,5001349,2000012,org.intermine.model.bio.Exon
,,exon.51983,1575,2028337,,,,2028295,2028332,2028336,1000026,5001351,2000012,org.intermine.model.bio.Exon
,,exon.52257,221,2028344,,,,2028295,2028339,2028343,1000026,5001353,2000012,org.intermine.model.bio.Exon
,,exon.52250,67,2028346,,,,2028295,2028339,2028345,1000026,5001354,2000012,org.intermine.model.bio.Exon
,,exon.52256,96,2028348,,,,2028295,2028339,2028347,1000026,5001355,2000012,org.intermine.model.bio.Exon
,,exon.52251,114,2028350,,,,2028295,2028339,2028349,1000026,5001356,2000012,org.intermine.model.bio.Exon
,,exon.52253,64,2028352,,,,2028295,2028339,2028351,1000026,5001357,2000012,org.intermine.model.bio.Exon
,,exon.52252,86,2028354,,,,2028295,2028339,2028353,1000026,5001358,2000012,org.intermine.model.bio.Exon
,,exon.52255,146,2028356,,,,2028295,2028339,2028355,1000026,5001359,2000012,org.intermine.model.bio.Exon
,,exon.52254,226,2028358,,,,2028295,2028339,2028357,1000026,5001360,2000012,org.intermine.model.bio.Exon
,,exon.52973,2973,2028365,,,,2028295,2028360,2028364,1000026,5001362,2000012,org.intermine.model.bio.Exon
,,exon.52974,1083,2028367,,,,2028295,2028360,2028366,1000026,5001363,2000012,org.intermine.model.bio.Exon
,,exon.52522,36,2028374,,,,2028295,2028369,2028373,1000026,5001365,2000012,org.intermine.model.bio.Exon
,,exon.52523,52,2028376,,,,2028295,2028369,2028375,1000026,5001366,2000012,org.intermine.model.bio.Exon
,,exon.52519,387,2028378,,,,2028295,2028369,2028377,1000026,5001367,2000012,org.intermine.model.bio.Exon
,,exon.52524,230,2028380,,,,2028295,2028369,2028379,1000026,5001368,2000012,org.intermine.model.bio.Exon
,,exon.52520,36,2028382,,,,2028295,2028369,2028381,1000026,5001369,2000012,org.intermine.model.bio.Exon
,,exon.52521,57,2028384,,,,2028295,2028369,2028383,1000026,5001370,2000012,org.intermine.model.bio.Exon
,,exon.50110,9408,2028391,,,,2028295,2028386,2028390,1000026,5001372,2000012,org.intermine.model.bio.Exon
,,exon.51576,3675,2028398,,,,2028295,2028393,2028397,1000026,5001374,2000012,org.intermine.model.bio.Exon
,,exon.50292,333,2028405,,,,2028295,2028400,2028404,1000026,5001376,2000012,org.intermine.model.bio.Exon
,,exon.50294,125,2028407,,,,2028295,2028400,2028406,1000026,5001377,2000012,org.intermine.model.bio.Exon
,,exon.50295,83,2028409,,,,2028295,2028400,2028408,1000026,5001378,2000012,org.intermine.model.bio.Exon
,,exon.50296,121,2028411,,,,2028295,2028400,2028410,1000026,5001379,2000012,org.intermine.model.bio.Exon
,,exon.50293,2077,2028413,,,,2028295,2028400,2028412,1000026,5001380,2000012,org.intermine.model.bio.Exon
,,exon.51261,74,2028420,,,,2028295,2028415,2028419,1000026,5001382,2000012,org.intermine.model.bio.Exon
,,exon.51262,155,2028422,,,,2028295,2028415,2028421,1000026,5001383,2000012,org.intermine.model.bio.Exon
,,exon.51263,1055,2028424,,,,2028295,2028415,2028423,1000026,5001384,2000012,org.intermine.model.bio.Exon
,,exon.51727,109,2028431,,,,2028295,2028426,2028430,1000026,5001386,2000012,org.intermine.model.bio.Exon
,,exon.51728,509,2028433,,,,2028295,2028426,2028432,1000026,5001387,2000012,org.intermine.model.bio.Exon
,,exon.51726,330,2028435,,,,2028295,2028426,2028434,1000026,5001388,2000012,org.intermine.model.bio.Exon
,,exon.51725,84,2028437,,,,2028295,2028426,2028436,1000026,5001389,2000012,org.intermine.model.bio.Exon
,,exon.54042,542,2028444,,,,2028295,2028439,2028443,1000026,5001391,2000012,org.intermine.model.bio.Exon
,,exon.54043,475,2028446,,,,2028295,2028439,2028445,1000026,5001392,2000012,org.intermine.model.bio.Exon
,,exon.55083,888,2028453,,,,2028295,2028448,2028452,1000026,5001394,2000012,org.intermine.model.bio.Exon
,,exon.53260,1164,2028460,,,,2028295,2028455,2028459,1000026,5001396,2000012,org.intermine.model.bio.Exon
,,exon.53352,236,2028467,,,,2028295,2028462,2028466,1000026,5001398,2000012,org.intermine.model.bio.Exon
,,exon.53354,134,2028469,,,,2028295,2028462,2028468,1000026,5001399,2000012,org.intermine.model.bio.Exon
,,exon.53353,56,2028471,,,,2028295,2028462,2028470,1000026,5001400,2000012,org.intermine.model.bio.Exon
,,exon.53821,7143,2028478,,,,2028295,2028473,2028477,1000026,5001402,2000012,org.intermine.model.bio.Exon
,,exon.48978,4551,2028485,,,,2028295,2028480,2028484,1000026,5001404,2000012,org.intermine.model.bio.Exon
,,exon.49249,122,2028492,,,,2028295,2028487,2028491,1000026,5001406,2000012,org.intermine.model.bio.Exon
,,exon.49250,199,2028494,,,,2028295,2028487,2028493,1000026,5001407,2000012,org.intermine.model.bio.Exon
,,exon.49290,819,2028500,,,,2028295,1000216,2028499,1000026,5001408,2000012,org.intermine.model.bio.Exon
,,exon.47186,519,2028507,,,,2028295,2028502,2028506,1000026,5001410,2000012,org.intermine.model.bio.Exon
,,exon.47700,642,2028514,,,,2028295,2028509,2028513,1000026,5001412,2000012,org.intermine.model.bio.Exon
,,exon.47699,231,2028516,,,,2028295,2028509,2028515,1000026,5001413,2000012,org.intermine.model.bio.Exon
,,exon.52463,2658,2028523,,,,2028295,2028518,2028522,1000026,5001415,2000012,org.intermine.model.bio.Exon
,,exon.53045,270,2028530,,,,2028295,2028525,2028529,1000026,5001417,2000012,org.intermine.model.bio.Exon
,,exon.53046,4662,2028532,,,,2028295,2028525,2028531,1000026,5001418,2000012,org.intermine.model.bio.Exon
,,exon.51002,3738,2028539,,,,2028295,2028534,2028538,1000026,5001420,2000012,org.intermine.model.bio.Exon
,,exon.51057,3702,2028546,,,,2028295,2028541,2028545,1000026,5001422,2000012,org.intermine.model.bio.Exon
,,exon.51140,409,2028553,,,,2028295,2028548,2028552,1000026,5001424,2000012,org.intermine.model.bio.Exon
,,exon.51141,239,2028555,,,,2028295,2028548,2028554,1000026,5001425,2000012,org.intermine.model.bio.Exon
,,exon.51620,1098,2028562,,,,2028295,2028557,2028561,1000026,5001427,2000012,org.intermine.model.bio.Exon
,,exon.50350,1738,2028568,,,,2028295,1004080,2028567,1000026,5001428,2000012,org.intermine.model.bio.Exon
,,exon.50351,26,2028570,,,,2028295,1004080,2028569,1000026,5001429,2000012,org.intermine.model.bio.Exon
,,exon.54893,411,2028577,,,,2028295,2028572,2028576,1000026,5001431,2000012,org.intermine.model.bio.Exon
,,exon.54920,1443,2028584,,,,2028295,2028579,2028583,1000026,5001433,2000012,org.intermine.model.bio.Exon
,,exon.54921,39,2028586,,,,2028295,2028579,2028585,1000026,5001434,2000012,org.intermine.model.bio.Exon
,,exon.54979,849,2028593,,,,2028295,2028588,2028592,1000026,5001436,2000012,org.intermine.model.bio.Exon
,,exon.54993,621,2028600,,,,2028295,2028595,2028599,1000026,5001438,2000012,org.intermine.model.bio.Exon
,,exon.54992,69,2028602,,,,2028295,2028595,2028601,1000026,5001439,2000012,org.intermine.model.bio.Exon
,,exon.55124,54,2028609,,,,2028295,2028604,2028608,1000026,5001441,2000012,org.intermine.model.bio.Exon
,,exon.55125,1053,2028611,,,,2028295,2028604,2028610,1000026,5001442,2000012,org.intermine.model.bio.Exon
,,exon.55193,354,2028618,,,,2028295,2028613,2028617,1000026,5001444,2000012,org.intermine.model.bio.Exon
,,exon.55231,69,2028625,,,,2028295,2028620,2028624,1000026,5001446,2000012,org.intermine.model.bio.Exon
,,exon.55230,969,2028627,,,,2028295,2028620,2028626,1000026,5001447,2000012,org.intermine.model.bio.Exon
,,exon.54070,2715,2028634,,,,2028295,2028629,2028633,1000026,5001449,2000012,org.intermine.model.bio.Exon
,,exon.53233,1650,2028641,,,,2028295,2028636,2028640,1000026,5001451,2000012,org.intermine.model.bio.Exon
,,exon.53293,1656,2028648,,,,2028295,2028643,2028647,1000026,5001453,2000012,org.intermine.model.bio.Exon
,,exon.54712,44,2028655,,,,2028295,2028650,2028654,1000026,5001455,2000012,org.intermine.model.bio.Exon
,,exon.54711,226,2028657,,,,2028295,2028650,2028656,1000026,5001456,2000012,org.intermine.model.bio.Exon
,,exon.53385,36,2028664,,,,2028295,2028659,2028663,1000026,5001458,2000012,org.intermine.model.bio.Exon
,,exon.53384,354,2028666,,,,2028295,2028659,2028665,1000026,5001459,2000012,org.intermine.model.bio.Exon
,,exon.54809,9,2028673,,,,2028295,2028668,2028672,1000026,5001461,2000012,org.intermine.model.bio.Exon
,,exon.54808,552,2028675,,,,2028295,2028668,2028674,1000026,5001462,2000012,org.intermine.model.bio.Exon
,,exon.54831,132,2028682,,,,2028295,2028677,2028681,1000026,5001464,2000012,org.intermine.model.bio.Exon
,,exon.54832,150,2028684,,,,2028295,2028677,2028683,1000026,5001465,2000012,org.intermine.model.bio.Exon
,,exon.54830,171,2028686,,,,2028295,2028677,2028685,1000026,5001466,2000012,org.intermine.model.bio.Exon
,,exon.48695,1527,2028693,,,,2028295,2028688,2028692,1000026,5001468,2000012,org.intermine.model.bio.Exon
,,exon.48808,1374,2028700,,,,2028295,2028695,2028699,1000026,5001470,2000012,org.intermine.model.bio.Exon
,,exon.49134,7620,2028707,,,,2028295,2028702,2028706,1000026,5001472,2000012,org.intermine.model.bio.Exon
,,exon.49330,335,2028714,,,,2028295,2028709,2028713,1000026,5001474,2000012,org.intermine.model.bio.Exon
,,exon.49331,484,2028716,,,,2028295,2028709,2028715,1000026,5001475,2000012,org.intermine.model.bio.Exon
,,exon.49620,2000,2028723,,,,2028295,2028718,2028722,1000026,5001477,2000012,org.intermine.model.bio.Exon
,,exon.49619,153,2028725,,,,2028295,2028718,2028724,1000026,5001478,2000012,org.intermine.model.bio.Exon
,,exon.49618,606,2028727,,,,2028295,2028718,2028726,1000026,5001479,2000012,org.intermine.model.bio.Exon
,,exon.49621,34,2028729,,,,2028295,2028718,2028728,1000026,5001480,2000012,org.intermine.model.bio.Exon
,,exon.49379,5139,2028736,,,,2028295,2028731,2028735,1000026,5001482,2000012,org.intermine.model.bio.Exon
,,exon.47077,846,2028743,,,,2028295,2028738,2028742,1000026,5001484,2000012,org.intermine.model.bio.Exon
,,exon.47076,69,2028745,,,,2028295,2028738,2028744,1000026,5001485,2000012,org.intermine.model.bio.Exon
,,exon.47152,939,2028752,,,,2028295,2028747,2028751,1000026,5001487,2000012,org.intermine.model.bio.Exon
,,exon.47153,54,2028754,,,,2028295,2028747,2028753,1000026,5001488,2000012,org.intermine.model.bio.Exon
,,exon.48503,2091,2028761,,,,2028295,2028756,2028760,1000026,5001490,2000012,org.intermine.model.bio.Exon
,,exon.48665,1251,2028768,,,,2028295,2028763,2028767,1000026,5001492,2000012,org.intermine.model.bio.Exon
,,exon.52084,7503,2028775,,,,2028295,2028770,2028774,1000026,5001494,2000012,org.intermine.model.bio.Exon
,,exon.52136,75,2028782,,,,2028295,2028777,2028781,1000026,5001496,2000012,org.intermine.model.bio.Exon
,,exon.52137,120,2028784,,,,2028295,2028777,2028783,1000026,5001497,2000012,org.intermine.model.bio.Exon
,,exon.52138,1665,2028786,,,,2028295,2028777,2028785,1000026,5001498,2000012,org.intermine.model.bio.Exon
,,exon.50040,708,2028793,,,,2028295,2028788,2028792,1000026,5001500,2000012,org.intermine.model.bio.Exon
,,exon.50588,942,2028800,,,,2028295,2028795,2028799,1000026,5001502,2000012,org.intermine.model.bio.Exon
,,exon.50587,432,2028802,,,,2028295,2028795,2028801,1000026,5001503,2000012,org.intermine.model.bio.Exon
,,exon.50147,1039,2028809,,,,2028295,2028804,2028808,1000026,5001505,2000012,org.intermine.model.bio.Exon
,,exon.50148,626,2028811,,,,2028295,2028804,2028810,1000026,5001506,2000012,org.intermine.model.bio.Exon
,,exon.50149,375,2028813,,,,2028295,2028804,2028812,1000026,5001507,2000012,org.intermine.model.bio.Exon
,,exon.53611,993,2028820,,,,2028295,2028815,2028819,1000026,5001509,2000012,org.intermine.model.bio.Exon
,,exon.54480,39,2028827,,,,2028295,2028822,2028826,1000026,5001511,2000012,org.intermine.model.bio.Exon
,,exon.54481,478,2028829,,,,2028295,2028822,2028828,1000026,5001512,2000012,org.intermine.model.bio.Exon
,,exon.54479,1304,2028831,,,,2028295,2028822,2028830,1000026,5001513,2000012,org.intermine.model.bio.Exon
,,exon.54959,195,2028838,,,,2028295,2028833,2028837,1000026,5001515,2000012,org.intermine.model.bio.Exon
,,exon.54507,747,2028845,,,,2028295,2028840,2028844,1000026,5001517,2000012,org.intermine.model.bio.Exon
,,exon.54508,69,2028847,,,,2028295,2028840,2028846,1000026,5001518,2000012,org.intermine.model.bio.Exon
,,exon.54181,210,2028854,,,,2028295,2028849,2028853,1000026,5001520,2000012,org.intermine.model.bio.Exon
,,exon.54182,483,2028856,,,,2028295,2028849,2028855,1000026,5001521,2000012,org.intermine.model.bio.Exon
,,exon.54665,922,2028863,,,,2028295,2028858,2028862,1000026,5001523,2000012,org.intermine.model.bio.Exon
,,exon.54662,570,2028865,,,,2028295,2028858,2028864,1000026,5001524,2000012,org.intermine.model.bio.Exon
,,exon.54666,54,2028867,,,,2028295,2028858,2028866,1000026,5001525,2000012,org.intermine.model.bio.Exon
,,exon.54661,63,2028869,,,,2028295,2028858,2028868,1000026,5001526,2000012,org.intermine.model.bio.Exon
,,exon.54664,132,2028871,,,,2028295,2028858,2028870,1000026,5001527,2000012,org.intermine.model.bio.Exon
,,exon.54660,186,2028873,,,,2028295,2028858,2028872,1000026,5001528,2000012,org.intermine.model.bio.Exon
,,exon.54663,159,2028875,,,,2028295,2028858,2028874,1000026,5001529,2000012,org.intermine.model.bio.Exon
,,exon.54667,767,2028877,,,,2028295,2028858,2028876,1000026,5001530,2000012,org.intermine.model.bio.Exon
,,exon.54659,1470,2028879,,,,2028295,2028858,2028878,1000026,5001531,2000012,org.intermine.model.bio.Exon
,,exon.53951,1281,2028886,,,,2028295,2028881,2028885,1000026,5001533,2000012,org.intermine.model.bio.Exon
,,exon.53991,420,2028893,,,,2028295,2028888,2028892,1000026,5001535,2000012,org.intermine.model.bio.Exon
,,exon.54398,564,2028900,,,,2028295,2028895,2028899,1000026,5001537,2000012,org.intermine.model.bio.Exon
,,exon.54397,75,2028902,,,,2028295,2028895,2028901,1000026,5001538,2000012,org.intermine.model.bio.Exon
,,exon.53570,324,2028909,,,,2028295,2028904,2028908,1000026,5001540,2000012,org.intermine.model.bio.Exon
,,exon.47867,321,2028916,,,,2028295,2028911,2028915,1000026,5001542,2000012,org.intermine.model.bio.Exon
,,exon.48764,1247,2028923,,,,2028295,2028918,2028922,1000026,5001544,2000012,org.intermine.model.bio.Exon
,,exon.48761,94,2028925,,,,2028295,2028918,2028924,1000026,5001545,2000012,org.intermine.model.bio.Exon
,,exon.48760,96,2028927,,,,2028295,2028918,2028926,1000026,5001546,2000012,org.intermine.model.bio.Exon
,,exon.48765,169,2028929,,,,2028295,2028918,2028928,1000026,5001547,2000012,org.intermine.model.bio.Exon
,,exon.48762,161,2028931,,,,2028295,2028918,2028930,1000026,5001548,2000012,org.intermine.model.bio.Exon
,,exon.48763,84,2028933,,,,2028295,2028918,2028932,1000026,5001549,2000012,org.intermine.model.bio.Exon
,,exon.48821,253,2028940,,,,2028295,2028935,2028939,1000026,5001551,2000012,org.intermine.model.bio.Exon
,,exon.48822,97,2028942,,,,2028295,2028935,2028941,1000026,5001552,2000012,org.intermine.model.bio.Exon
,,exon.48820,49,2028944,,,,2028295,2028935,2028943,1000026,5001553,2000012,org.intermine.model.bio.Exon
,,exon.49185,4311,2028951,,,,2028295,2028946,2028950,1000026,5001555,2000012,org.intermine.model.bio.Exon
,,exon.49507,2156,2028958,,,,2028295,2028953,2028957,1000026,5001557,2000012,org.intermine.model.bio.Exon
,,exon.49506,135,2028960,,,,2028295,2028953,2028959,1000026,5001558,2000012,org.intermine.model.bio.Exon
,,exon.49508,391,2028962,,,,2028295,2028953,2028961,1000026,5001559,2000012,org.intermine.model.bio.Exon
,,exon.49542,1988,2028968,,,,2028295,1000481,2028967,1000026,5001560,2000012,org.intermine.model.bio.Exon
,,exon.49541,141,2028970,,,,2028295,1000481,2028969,1000026,5001561,2000012,org.intermine.model.bio.Exon
,,exon.49540,831,2028972,,,,2028295,1000481,2028971,1000026,5001562,2000012,org.intermine.model.bio.Exon
,,exon.49543,34,2028974,,,,2028295,1000481,2028973,1000026,5001563,2000012,org.intermine.model.bio.Exon
,,exon.49859,6033,2028981,,,,2028295,2028976,2028980,1000026,5001565,2000012,org.intermine.model.bio.Exon
,,exon.49410,483,2028988,,,,2028295,2028983,2028987,1000026,5001567,2000012,org.intermine.model.bio.Exon
,,exon.47993,5940,2028995,,,,2028295,2028990,2028994,1000026,5001569,2000012,org.intermine.model.bio.Exon
,,exon.47129,1059,2029002,,,,2028295,2028997,2029001,1000026,5001571,2000012,org.intermine.model.bio.Exon
,,exon.47128,105,2029004,,,,2028295,2028997,2029003,1000026,5001572,2000012,org.intermine.model.bio.Exon
,,exon.47208,885,2029011,,,,2028295,2029006,2029010,1000026,5001574,2000012,org.intermine.model.bio.Exon
,,exon.47209,54,2029013,,,,2028295,2029006,2029012,1000026,5001575,2000012,org.intermine.model.bio.Exon
,,exon.47229,213,2029020,,,,2028295,2029015,2029019,1000026,5001577,2000012,org.intermine.model.bio.Exon
,,exon.48214,1908,2029027,,,,2028295,2029022,2029026,1000026,5001579,2000012,org.intermine.model.bio.Exon
,,exon.50921,19,2029034,,,,2028295,2029029,2029033,1000026,5001581,2000012,org.intermine.model.bio.Exon
,,exon.50919,129,2029036,,,,2028295,2029029,2029035,1000026,5001582,2000012,org.intermine.model.bio.Exon
,,exon.50920,74,2029038,,,,2028295,2029029,2029037,1000026,5001583,2000012,org.intermine.model.bio.Exon
,,exon.50922,349,2029040,,,,2028295,2029029,2029039,1000026,5001584,2000012,org.intermine.model.bio.Exon
,,exon.50918,224,2029042,,,,2028295,2029029,2029041,1000026,5001585,2000012,org.intermine.model.bio.Exon
,,exon.51934,3501,2029049,,,,2028295,2029044,2029048,1000026,5001587,2000012,org.intermine.model.bio.Exon
,,exon.51998,354,2029056,,,,2028295,2029051,2029055,1000026,5001589,2000012,org.intermine.model.bio.Exon
,,exon.52000,89,2029058,,,,2028295,2029051,2029057,1000026,5001590,2000012,org.intermine.model.bio.Exon
,,exon.51999,3940,2029060,,,,2028295,2029051,2029059,1000026,5001591,2000012,org.intermine.model.bio.Exon
,,exon.52713,2295,2029067,,,,2028295,2029062,2029066,1000026,5001593,2000012,org.intermine.model.bio.Exon
,,exon.52583,735,2029074,,,,2028295,2029069,2029073,1000026,5001595,2000012,org.intermine.model.bio.Exon
