secondaryidentifier,uniprotaccession,uniprotname,length,ecnumber,primaryaccession,molecularweight,md5checksum,symbol,primaryidentifier,id,name,isfragment,isuniprotcanonical,organismid,canonicalproteinid,sequenceid,class
Q8II67,Q8II67,Q8II67_PLAF7,1338,,Q8II67,159459,379e23eb3ca2b88acf2372f8f26e6886,,Q8II67_PLAF7,1002996,Putative uncharacterized protein,f,t,1000026,,1002993,org.intermine.model.bio.Protein
Q8IIS4,Q8IIS4,Q8IIS4_PLAF7,1828,,Q8IIS4,206874,194ccafceacbf97af68ba70281f42a00,,Q8IIS4_PLAF7,1003009,Putative uncharacterized protein,f,t,1000026,,1002998,org.intermine.model.bio.Protein
Q8IJB1,Q8IJB1,Q8IJB1_PLAF7,501,,Q8IJB1,59438,12e9b86eee9ec91a84702577bff4495a,,Q8IJB1_PLAF7,1003016,Putative uncharacterized protein,f,t,1000026,,1003011,org.intermine.model.bio.Protein
Q8IK02,Q8IK02,Q8IK02_PLAF7,118,,Q8IK02,13513,d02c3095bd1e6792c7193154822f7cfe,,Q8IK02_PLAF7,1003028,"Ribosomal protein S20e, putative",f,t,1000026,,1003018,org.intermine.model.bio.Protein
Q8IKJ3,Q8IKJ3,Q8IKJ3_PLAF7,93,,Q8IKJ3,11413,143a42bc831979fcf47ea8b2c38c576f,,Q8IKJ3_PLAF7,1003039,Putative uncharacterized protein,f,t,1000026,,1003030,org.intermine.model.bio.Protein
Q8IL83,Q8IL83,Q8IL83_PLAF7,876,,Q8IL83,101185,544ad07c86057dbf4cf65fc49a0ec48e,,Q8IL83_PLAF7,1003047,"Cleavage and polyadenylation specifity factor protein, putative",f,t,1000026,,1003041,org.intermine.model.bio.Protein
Q8IM68,Q8IM68,Q8IM68_PLAF7,879,,Q8IM68,105728,38e408ffb7412aaae499f2304fce96e8,,Q8IM68_PLAF7,1003052,Putative uncharacterized protein,f,t,1000026,,1003049,org.intermine.model.bio.Protein
Q9NLB3,Q9NLB3,Q9NLB3_PLAF7,137,,Q9NLB3,17020,3af5826cbe7adede3a64ff760d038adb,,Q9NLB3_PLAF7,1003056,Putative uncharacterized protein MAL3P2.21c,f,t,1000026,,1003054,org.intermine.model.bio.Protein
O77359,O77359,O77359_PLAF7,109,,O77359,12738,7a4af647be0398d8efe0a97981d548f8,,O77359_PLAF7,1003061,Putative uncharacterized protein MAL3P4.23,f,t,1000026,,1003059,org.intermine.model.bio.Protein
O96276,O96276,O96276_PLAF7,1034,,O96276,121978,e8f076cfd1649eebf7bb50c8068470ee,,O96276_PLAF7,1003066,Putative uncharacterized protein PFB0920w,f,t,1000026,,1003064,org.intermine.model.bio.Protein
O97271,O97271,O97271_PLAF7,485,,O97271,57072,5dc550b7b9727e8d654101985b212b05,,O97271_PLAF7,1003070,Putative uncharacterized protein MAL3P5.20,f,t,1000026,,1003068,org.intermine.model.bio.Protein
Q6LFK7,Q6LFK7,Q6LFK7_PLAF7,293,,Q6LFK7,34732,86448492433e903fb70164046aa11a8a,,Q6LFK7_PLAF7,1003078,"Long chain polyunsaturated fatty acid elongation enzyme, putative",f,t,1000026,,1003073,org.intermine.model.bio.Protein
Q8I1P8,Q8I1P8,Q8I1P8_PLAF7,455,,Q8I1P8,53849,9dcacb19f21cf49949d02936facbc3a1,,Q8I1P8_PLAF7,1003082,Putative uncharacterized protein PFD0915w,f,t,1000026,,1003080,org.intermine.model.bio.Protein
Q8I2H4,Q8I2H4,Q8I2H4_PLAF7,200,,Q8I2H4,24597,2ef1ad7c48cf48a117baf5647f6a86e1,,Q8I2H4_PLAF7,1003086,Uncharacterised trophozoite protein,f,t,1000026,,1003084,org.intermine.model.bio.Protein
Q8I3D3,Q8I3D3,Q8I3D3_PLAF7,350,,Q8I3D3,39812,5d23c4a584c1581bcaeb7989cafbedcf,,Q8I3D3_PLAF7,1003090,Rifin,f,t,1000026,,1003088,org.intermine.model.bio.Protein
Q8I420,Q8I420,Q8I420_PLAF7,342,,Q8I420,39040,7f48aa64b587eb741e02f35c12674626,,Q8I420_PLAF7,1003095,"Triose or hexose phosphate / phosphate translocator, putative",f,t,1000026,,1003093,org.intermine.model.bio.Protein
Q8I4P8,Q8I4P8,Q8I4P8_PLAF7,179,,Q8I4P8,20824,c289eb544050c776ba629672ebe8383f,,Q8I4P8_PLAF7,1003100,Putative uncharacterized protein,f,t,1000026,,1003097,org.intermine.model.bio.Protein
Q8I5G8,Q8I5G8,Q8I5G8_PLAF7,106,,Q8I5G8,12263,f49b1d8730912d87f0c7d26b979ad7d6,,Q8I5G8_PLAF7,1003109,Putative uncharacterized protein,f,t,1000026,,1003102,org.intermine.model.bio.Protein
Q8I6S5,Q8I6S5,Q8I6S5_PLAF7,1038,,Q8I6S5,121150,0d126fbaea4d5c839aec3007913f3541,,Q8I6S5_PLAF7,1003113,"2-oxoglutarate dehydrogenase e1 component, mitochondrial, putative",f,t,1000026,,1003111,org.intermine.model.bio.Protein
Q8IAN1,Q8IAN1,Q8IAN1_PLAF7,1245,,Q8IAN1,147912,8732737d8fbfda3536906121be452e2f,,Q8IAN1_PLAF7,1003117,Putative uncharacterized protein PF08_0127,f,t,1000026,,1003115,org.intermine.model.bio.Protein
Q8IBP0,Q8IBP0,Q8IBP0_PLAF7,244,,Q8IBP0,29250,bb6b7a1c49a7601648e85d28c64bd869,,Q8IBP0_PLAF7,1003121,Putative uncharacterized protein PF07_0087,f,t,1000026,,1003119,org.intermine.model.bio.Protein
Q8ID55,Q8ID55,Q8ID55_PLAF7,740,,Q8ID55,89507,b758549a7a546d93040b548ae1e9b195,,Q8ID55_PLAF7,1003125,Putative uncharacterized protein PF13_0343,f,t,1000026,,1003123,org.intermine.model.bio.Protein
Q8IDT4,Q8IDT4,Q8IDT4_PLAF7,278,,Q8IDT4,31245,366c4a3a666d911682c2bf79a09e1955,,Q8IDT4_PLAF7,1003129,"Exoribonuclease PH, putative",f,t,1000026,,1003127,org.intermine.model.bio.Protein
Q8IEI0,Q8IEI0,Q8IEI0_PLAF7,208,,Q8IEI0,25077,dc431821cde55110a3f474e1955fdff1,,Q8IEI0_PLAF7,1003136,Peptidyl-prolyl cis-trans isomerase,f,t,1000026,,1003134,org.intermine.model.bio.Protein
Q8II20,Q8II20,Q8II20_PLAF7,109,,Q8II20,13337,36e9dd2f5bac18b8e3b3be82ae860110,,Q8II20_PLAF7,1003141,Putative uncharacterized protein,f,t,1000026,,1003138,org.intermine.model.bio.Protein
Q8IIR0,Q8IIR0,Q8IIR0_PLAF7,1329,,Q8IIR0,152150,5d7ec12c330d0470e35fe8199cf990b9,,Q8IIR0_PLAF7,1003153,Putative uncharacterized protein,f,t,1000026,,1003143,org.intermine.model.bio.Protein
Q8IJA2,Q8IJA2,Q8IJA2_PLAF7,1111,,Q8IJA2,131165,35624b1ae7022b038a151a6f8f9fb3dd,,Q8IJA2_PLAF7,1003158,Putative uncharacterized protein,f,t,1000026,,1003155,org.intermine.model.bio.Protein
Q8IK32,Q8IK32,Q8IK32_PLAF7,361,,Q8IK32,40346,c2fca53c49c9b6378da968a3b83961d9,,Q8IK32_PLAF7,1003163,Rifin,f,t,1000026,,1003160,org.intermine.model.bio.Protein
Q8IKT9,Q8IKT9,Q8IKT9_PLAF7,961,,Q8IKT9,111445,bad108a6e97e90d29bd6f6c7c6d8ecd8,,Q8IKT9_PLAF7,1003168,Putative uncharacterized protein,f,t,1000026,,1003165,org.intermine.model.bio.Protein
Q8ILN7,Q8ILN7,Q8ILN7_PLAF7,910,,Q8ILN7,110137,1a7d3f7c3e1ae3e1e934ed43c3eb2324,,Q8ILN7_PLAF7,1003173,Putative uncharacterized protein,f,t,1000026,,1003170,org.intermine.model.bio.Protein
O96190,O96190,O96190_PLAF7,415,,O96190,50155,00a2b7a9ede6011f79a30957cad9b944,,O96190_PLAF7,1003177,Putative uncharacterized protein PFB0485c,f,t,1000026,,1003175,org.intermine.model.bio.Protein
Q6LF19,Q6LF19,Q6LF19_PLAF7,337,,Q6LF19,40646,4997e3c503d514a9d28844e06e955b0a,,Q6LF19_PLAF7,1003182,Putative uncharacterized protein,f,t,1000026,,1003179,org.intermine.model.bio.Protein
Q6LFK0,Q6LFK0,Q6LFK0_PLAF7,2402,,Q6LFK0,279072,869fda59669d391e3d569974f5d3505b,,Q6LFK0_PLAF7,1003187,Putative uncharacterized protein,f,t,1000026,,1003184,org.intermine.model.bio.Protein
Q8I273,Q8I273,Q8I273_PLAF7,734,,Q8I273,88242,e012f663060e6ae0d855b92992c38a6b,,Q8I273_PLAF7,1003191,Putative uncharacterized protein PFA0340w,f,t,1000026,,1003189,org.intermine.model.bio.Protein
Q8I2S8,Q8I2S8,Q8I2S8_PLAF7,4202,,Q8I2S8,509742,2a251fb099e8e697765c2011095193ae,,Q8I2S8_PLAF7,1003196,Putative uncharacterized protein PFI1120c,f,t,1000026,,1003194,org.intermine.model.bio.Protein
Q8I3D7,Q8I3D7,Q8I3D7_PLAF7,309,,Q8I3D7,34805,cea8bf1bb8146d8713d24b644498210a,,Q8I3D7_PLAF7,1003200,Rifin,f,t,1000026,,1003198,org.intermine.model.bio.Protein
Q8I439,Q8I439,Q8I439_PLAF7,407,,Q8I439,48549,15afbaf3560833bf13c179c521c14a41,,Q8I439_PLAF7,1003205,Putative uncharacterized protein PFE0310c,f,t,1000026,,1003203,org.intermine.model.bio.Protein
Q8I4V9,Q8I4V9,Q8I4V9_PLAF7,503,,Q8I4V9,60133,bfd7a0335635aa98adb7f6a29ca119a3,,Q8I4V9_PLAF7,1003210,Putative uncharacterized protein,f,t,1000026,,1003207,org.intermine.model.bio.Protein
Q8I5L6,Q8I5L6,Q8I5L6_PLAF7,1997,,Q8I5L6,232950,bcffb2cf830dd3c91f6bf2df5a6cf362,,Q8I5L6_PLAF7,1003230,"Clathrin heavy chain, putative",f,t,1000026,,1003212,org.intermine.model.bio.Protein
Q8I631,Q8I631,Q8I631_PLAF7,1129,,Q8I631,132462,0de06cf26ccea1c4c647f25dc3acfeac,,Q8I631_PLAF7,1003235,Putative uncharacterized protein,f,t,1000026,,1003232,org.intermine.model.bio.Protein
Q8IAP4,Q8IAP4,Q8IAP4_PLAF7,491,,Q8IAP4,56501,bb6fa58a9d535891ce6e5e86e610f9dd,,Q8IAP4_PLAF7,1003240,Putative uncharacterized protein PF08_0120,f,t,1000026,,1003238,org.intermine.model.bio.Protein
Q8IBE4,Q8IBE4,Q8IBE4_PLAF7,366,,Q8IBE4,41065,f6a786838e026e202c1423ab5f88f3b6,,Q8IBE4_PLAF7,1003244,RIFIN,f,t,1000026,,1003242,org.intermine.model.bio.Protein
Q8ID18,Q8ID18,Q8ID18_PLAF7,2170,,Q8ID18,259073,62c22c5d89827488af234e34461480ae,,Q8ID18_PLAF7,1003249,Putative uncharacterized protein MAL13P1.349,f,t,1000026,,1003247,org.intermine.model.bio.Protein
Q8IDV0,Q8IDV0,Q8IDV0_PLAF7,434,,Q8IDV0,50461,842996d6778629c29ff4f5d5e2938b2a,,Q8IDV0_PLAF7,1003255,"Elongation factor 1-gamma, putative",f,t,1000026,,1003253,org.intermine.model.bio.Protein
Q8IED9,Q8IED9,Q8IED9_PLAF7,157,,Q8IED9,18735,6fd1563c60cdb7297f05528b2068bef6,,Q8IED9_PLAF7,1003259,Putative uncharacterized protein MAL13P1.91,f,t,1000026,,1003257,org.intermine.model.bio.Protein
Q8II61,Q8II61,Q8II61_PLAF7,316,,Q8II61,34968,e36356cecccfc95d0a0905cdd68218f3,,Q8II61_PLAF7,1003275,60S acidic ribosomal protein P0,f,t,1000026,,1003262,org.intermine.model.bio.Protein
Q8IIW0,Q8IIW0,Q8IIW0_PLAF7,1426,,Q8IIW0,167441,e78b950cf20f0f93725e534c4b8f3b53,,Q8IIW0_PLAF7,1003287,PfSNF2L,f,t,1000026,,1003277,org.intermine.model.bio.Protein
Q8IJS9,Q8IJS9,Q8IJS9_PLAF7,653,,Q8IJS9,78187,2c954a124d53514432433f7bfa7981c1,,Q8IJS9_PLAF7,1003292,Putative uncharacterized protein,f,t,1000026,,1003289,org.intermine.model.bio.Protein
Q8IKJ5,Q8IKJ5,Q8IKJ5_PLAF7,337,,Q8IKJ5,39929,e60bca0fd79b558942e02472e7d04203,,Q8IKJ5_PLAF7,1003301,Putative uncharacterized protein,f,t,1000026,,1003294,org.intermine.model.bio.Protein
Q8IL71,Q8IL71,Q8IL71_PLAF7,241,,Q8IL71,27687,06083cd2ab704967b2185660fe9f82ce,,Q8IL71_PLAF7,1003309,"Vesicle-associated membrane protein, putative",f,t,1000026,,1003304,org.intermine.model.bio.Protein
Q8IM22,Q8IM22,Q8IM22_PLAF7,187,,Q8IM22,22702,ef81c5c55e5c01fcbffc646935e952c9,,Q8IM22_PLAF7,1003314,Putative uncharacterized protein,f,t,1000026,,1003311,org.intermine.model.bio.Protein
O96243,O96243,O96243_PLAF7,722,,O96243,86256,536ff2df165399900a7f17c3c782ca25,,O96243_PLAF7,1003318,"Vacuolar protein-sorting protein VPS45, putative",f,t,1000026,,1003316,org.intermine.model.bio.Protein
O97302,O97302,O97302_PLAF7,1086,,O97302,125893,0556684461431c8afec008392279cf0d,,O97302_PLAF7,1003322,Putative uncharacterized protein MAL3P7.40,f,t,1000026,,1003320,org.intermine.model.bio.Protein
Q6LF91,Q6LF91,Q6LF91_PLAF7,860,,Q6LF91,99459,600ce2a58f661af1ddc82f4d1cd629be,,Q6LF91_PLAF7,1003332,"Osjnba0088k19.13 protein (Conserved hypothetical protein) (Putative uncharacterized protein, conserved)",f,t,1000026,,1003325,org.intermine.model.bio.Protein
Q8I0V1,Q8I0V1,Q8I0V1_PLAF7,504,,Q8I0V1,59486,1efc1a9a97e1c9c9c47c9dd8ee60e0e7,,Q8I0V1_PLAF7,1003344,"Preprocathepsin c, putative",f,t,1000026,,1003336,org.intermine.model.bio.Protein
Q8I1R7,Q8I1R7,Q8I1R7_PLAF7,514,,Q8I1R7,61382,d44a3c0ac824537c35606961e163d286,,Q8I1R7_PLAF7,1003348,"RNA-binding protein of pumilio/mpt5 family, putative",f,t,1000026,,1003346,org.intermine.model.bio.Protein
Q8I2B0,Q8I2B0,Q8I2B0_PLAF7,203,,Q8I2B0,23954,5a8339b3ce6434a81c2272da56d0e2c4,,Q8I2B0_PLAF7,1003352,Putative uncharacterized protein PFA0150c,f,t,1000026,,1003350,org.intermine.model.bio.Protein
Q8I2Z5,Q8I2Z5,Q8I2Z5_PLAF7,189,,Q8I2Z5,22438,e399fb13f7347b69c6949c8afe4f97e9,,Q8I2Z5_PLAF7,1003357,Putative uncharacterized protein PFI0770c,f,t,1000026,,1003355,org.intermine.model.bio.Protein
Q8I3P7,Q8I3P7,Q8I3P7_PLAF7,487,,Q8I3P7,58195,684a3ac8b35c4959a982fcc1d51d995f,,Q8I3P7_PLAF7,1003361,"Ribosomal large subunit pseudouridylate synthase, putative",f,t,1000026,,1003359,org.intermine.model.bio.Protein
Q8I5A4,Q8I5A4,Q8I5A4_PLAF7,1168,,Q8I5A4,137197,64124cd21bed5137a9d636ad285b76a7,,Q8I5A4_PLAF7,1003375,"Pre-mRNA splicing factor RNA helicase, putative",f,t,1000026,,1003365,org.intermine.model.bio.Protein
Q8I5Z0,Q8I5Z0,Q8I5Z0_PLAF7,1785,,Q8I5Z0,204851,63deb32381fc98b9d145da437c024807,,Q8I5Z0_PLAF7,1003385,Putative uncharacterized protein,f,t,1000026,,1003378,org.intermine.model.bio.Protein
Q8IB43,Q8IB43,Q8IB43_PLAF7,1576,,Q8IB43,191386,73a14b8322097a9daba9d1b7597aab21,,Q8IB43_PLAF7,1003389,Putative uncharacterized protein MAL8P1.54,f,t,1000026,,1003387,org.intermine.model.bio.Protein
Q8IBU8,Q8IBU8,Q8IBU8_PLAF7,2206,,Q8IBU8,258401,8d9a1db77ec234ae24b1f4d5edee78ce,,Q8IBU8_PLAF7,1003393,Putative uncharacterized protein PF07_0061,f,t,1000026,,1003391,org.intermine.model.bio.Protein
Q8IDA5,Q8IDA5,Q8IDA5_PLAF7,177,,Q8IDA5,21562,bb4596a56793cb0e3a1d0a8764381088,,Q8IDA5_PLAF7,1003397,Putative uncharacterized protein PF13_0317,f,t,1000026,,1003395,org.intermine.model.bio.Protein
Q8IE14,Q8IE14,Q8IE14_PLAF7,184,,Q8IE14,21125,cf2be1d833073007b10f14d76d8b15d9,,Q8IE14_PLAF7,1003401,"Signal peptidase, putative",f,t,1000026,,1003399,org.intermine.model.bio.Protein
Q8IEU0,Q8IEU0,Q8IEU0_PLAF7,182,,Q8IEU0,21598,7e50bb2f6f9e9a0b1b703b67709b3d70,,Q8IEU0_PLAF7,1003405,Putative uncharacterized protein MAL13P1.12,f,t,1000026,,1003403,org.intermine.model.bio.Protein
Q8IHW1,Q8IHW1,Q8IHW1_PLAF7,167,,Q8IHW1,18602,89aecc8b508aeb1c05d499d09bd2db7a,,Q8IHW1_PLAF7,1003410,Putative uncharacterized protein,f,t,1000026,,1003407,org.intermine.model.bio.Protein
Q8IIQ8,Q8IIQ8,Q8IIQ8_PLAF7,61,,Q8IIQ8,7413,f77f19583ddd5a1a05a143a16b8377e3,,Q8IIQ8_PLAF7,1003415,Putative uncharacterized protein,f,t,1000026,,1003412,org.intermine.model.bio.Protein
Q8IJF6,Q8IJF6,Q8IJF6_PLAF7,1541,,Q8IJF6,180940,d2da387ccb88229951a4024b63781a9f,,Q8IJF6_PLAF7,1003430,Putative uncharacterized protein,f,t,1000026,,1003417,org.intermine.model.bio.Protein
Q8IK31,Q8IK31,Q8IK31_PLAF7,75,,Q8IK31,8988,1d8acf0a3623def729c2f40ecbe18937,,Q8IK31_PLAF7,1003435,Putative uncharacterized protein,f,t,1000026,,1003432,org.intermine.model.bio.Protein
Q8IKM2,Q8IKM2,Q8IKM2_PLAF7,495,,Q8IKM2,59360,2f924c4175e7ab424c09250e4c52a6cf,,Q8IKM2_PLAF7,1003440,Putative uncharacterized protein,f,t,1000026,,1003437,org.intermine.model.bio.Protein
Q8IL72,Q8IL72,Q8IL72_PLAF7,279,,Q8IL72,34154,200187cc4b26bd79d129029950d682d1,,Q8IL72_PLAF7,1003445,Putative uncharacterized protein,f,t,1000026,,1003442,org.intermine.model.bio.Protein
Q8ILY5,Q8ILY5,Q8ILY5_PLAF7,1951,,Q8ILY5,232167,89235f15ef18191081c3d15a3a03fe3b,,Q8ILY5_PLAF7,1003450,Putative uncharacterized protein,f,t,1000026,,1003447,org.intermine.model.bio.Protein
O96181,O96181,O96181_PLAF7,912,,O96181,107286,49d7a71ed6d97b2afa0c817716810a3a,,O96181_PLAF7,1003454,Putative uncharacterized protein PFB0435c,f,t,1000026,,1003452,org.intermine.model.bio.Protein
O97331,O97331,O97331_PLAF7,284,,O97331,34317,16a86f15f6ac8d130bdffc7d23b05d8f,,O97331_PLAF7,1003458,Putative uncharacterized protein MAL3P8.13,f,t,1000026,,1003456,org.intermine.model.bio.Protein
Q6LF93,Q6LF93,Q6LF93_PLAF7,212,,Q6LF93,25740,6a3ac82d9ebdd06b728d1fcc4caa51be,,Q6LF93_PLAF7,1003464,Putative uncharacterized protein,f,t,1000026,,1003461,org.intermine.model.bio.Protein
Q8I247,Q8I247,Q8I247_PLAF7,206,,Q8I247,25047,2ad9006e58187e938b367ab50c492473,,Q8I247_PLAF7,1003468,Putative uncharacterized protein PFA0475c,f,t,1000026,,1003466,org.intermine.model.bio.Protein
Q8I2P9,Q8I2P9,Q8I2P9_PLAF7,1277,,Q8I2P9,153345,d7924bb80bf4538690b2bfb9c29d9d63,,Q8I2P9_PLAF7,1003473,"Protein kinase, putative",f,t,1000026,,1003471,org.intermine.model.bio.Protein
Q8I3B6,Q8I3B6,Q8I3B6_PLAF7,179,,Q8I3B6,20856,17ceb872c756d172e0a7b8c0c3d98ad7,,Q8I3B6_PLAF7,1003478,"Ras family GTP-ase, putative",f,t,1000026,,1003476,org.intermine.model.bio.Protein
Q8I423,Q8I423,Q8I423_PLAF7,349,,Q8I423,40587,6028a0f1dd5db357b5e67c597a10c7b1,,Q8I423_PLAF7,1003482,Putative uncharacterized protein PFE0395c,f,t,1000026,,1003480,org.intermine.model.bio.Protein
Q8I4S5,Q8I4S5,Q8I4S5_PLAF7,321,,Q8I4S5,38890,4a5efc08ee05c389e13beb751c1f8f29,,Q8I4S5_PLAF7,1003487,Putative uncharacterized protein,f,t,1000026,,1003484,org.intermine.model.bio.Protein
Q8I5K0,Q8I5K0,Q8I5K0_PLAF7,711,,Q8I5K0,84218,cca7457e900a4dae173438ccc5dfc8fa,,Q8I5K0_PLAF7,1003492,Putative uncharacterized protein,f,t,1000026,,1003489,org.intermine.model.bio.Protein
Q8IAL1,Q8IAL1,Q8IAL1_PLAF7,78,,Q8IAL1,9068,9380e157a109e3efa4cec79f2afea7d4,,Q8IAL1_PLAF7,1003496,Putative uncharacterized protein PF08_0136,f,t,1000026,,1003494,org.intermine.model.bio.Protein
Q8IB78,Q8IB78,Q8IB78_PLAF7,585,,Q8IB78,67642,0dabb472c1cb2adcf281f7619a896fe0,,Q8IB78_PLAF7,1003500,"Nucleoside transporter, putative",f,t,1000026,,1003498,org.intermine.model.bio.Protein
Q8IBU1,Q8IBU1,Q8IBU1_PLAF7,556,,Q8IBU1,62944,67a6689caf00e3675b494e39dc8cdf51,,Q8IBU1_PLAF7,1003504,"Zinc transporter, putative",f,t,1000026,,1003502,org.intermine.model.bio.Protein
Q8IDL7,Q8IDL7,Q8IDL7_PLAF7,204,,Q8IDL7,24482,e119445160978b56c3eccf125b9a35d1,,Q8IDL7_PLAF7,1003508,Putative uncharacterized protein MAL13P1.242,f,t,1000026,,1003506,org.intermine.model.bio.Protein
Q8IEE6,Q8IEE6,Q8IEE6_PLAF7,938,,Q8IEE6,111858,25a789d894732f824f06670f798fd82d,,Q8IEE6_PLAF7,1003512,Putative uncharacterized protein Phat198,f,t,1000026,,1003510,org.intermine.model.bio.Protein
Q8IFN7,Q8IFN7,Q8IFN7_PLAF7,242,,Q8IFN7,28778,81a22e972374d7f4020e18d4692689d8,,Q8IFN7_PLAF7,1003518,Putative uncharacterized protein PFD1080w,f,t,1000026,,1003516,org.intermine.model.bio.Protein
Q8IHV1,Q8IHV1,Q8IHV1_PLAF7,288,,Q8IHV1,34043,2bc8a4bfaf1900bb22209562d58d6601,,Q8IHV1_PLAF7,1003523,Putative uncharacterized protein,f,t,1000026,,1003520,org.intermine.model.bio.Protein
Q8IIH1,Q8IIH1,Q8IIH1_PLAF7,1052,,Q8IIH1,120690,485a2994132a4f9c937430c348fb4d0c,,Q8IIH1_PLAF7,1003545,Putative uncharacterized protein,f,t,1000026,,1003525,org.intermine.model.bio.Protein
Q8IJ53,Q8IJ53,Q8IJ53_PLAF7,424,,Q8IJ53,48196,edba8bac8c2e04b2c2b6999b5e6d88f9,,Q8IJ53_PLAF7,1003550,Putative uncharacterized protein,f,t,1000026,,1003547,org.intermine.model.bio.Protein
Q8IJR9,Q8IJR9,Q8IJR9_PLAF7,555,,Q8IJR9,63932,c93c58bfe03395a4de7d1b75bdc17137,,Q8IJR9_PLAF7,1003566,GMP synthetase,f,t,1000026,,1003552,org.intermine.model.bio.Protein
Q8IKJ7,Q8IKJ7,Q8IKJ7_PLAF7,705,,Q8IKJ7,84613,5c46805a72c7a743dbd3780a59fde60d,,Q8IKJ7_PLAF7,1003577,Putative uncharacterized protein,f,t,1000026,,1003568,org.intermine.model.bio.Protein
Q8ILC7,Q8ILC7,Q8ILC7_PLAF7,101,,Q8ILC7,11572,4e861609fbde7f3eea1fea09961e788f,,Q8ILC7_PLAF7,1003596,Putative uncharacterized protein,f,t,1000026,,1003579,org.intermine.model.bio.Protein
Q8ILX9,Q8ILX9,Q8ILX9_PLAF7,627,,Q8ILX9,73230,aa328164f6c93d3723d22fdc047dc88c,,Q8ILX9_PLAF7,1003605,"GTP-binding protein, putative",f,t,1000026,,1003598,org.intermine.model.bio.Protein
O96215,O96215,O96215_PLAF7,387,,O96215,46747,78295beea07fbe9e0715802a501f0ea5,,O96215_PLAF7,1003609,Putative uncharacterized protein PFB0610c,f,t,1000026,,1003607,org.intermine.model.bio.Protein
O97284,O97284,O97284_PLAF7,429,,O97284,50151,a80dbfb6f7ffd4c3bbedc4d7d9051e6a,,O97284_PLAF7,1003613,Putative uncharacterized protein MAL3P7.11,f,t,1000026,,1003611,org.intermine.model.bio.Protein
Q6LEZ2,Q6LEZ2,Q6LEZ2_PLAF7,3072,,Q6LEZ2,364331,52ac18219834694d18a6bfbf84426973,,Q6LEZ2_PLAF7,1003626,P. falciparum PK4 protein kinase,f,t,1000026,,1003617,org.intermine.model.bio.Protein
Q8I0W4,Q8I0W4,Q8I0W4_PLAF7,304,,Q8I0W4,36252,483eedf2a06db2d5b583834794363848,,Q8I0W4_PLAF7,1003630,"TRNA pseudouridine synthase, putative",f,t,1000026,,1003628,org.intermine.model.bio.Protein
Q8I1X4,Q8I1X4,Q8I1X4_PLAF7,224,,Q8I1X4,26851,0264ac473355b2b207173907b759ea91,,Q8I1X4_PLAF7,1003634,Putative uncharacterized protein PFD0270c,f,t,1000026,,1003632,org.intermine.model.bio.Protein
Q8I2H8,Q8I2H8,Q8I2H8_PLAF7,642,,Q8I2H8,78184,40f97c259ae80dbbdd8108ff1c15155d,,Q8I2H8_PLAF7,1003638,Putative uncharacterized protein PFI1645c,f,t,1000026,,1003636,org.intermine.model.bio.Protein
Q8I304,Q8I304,Q8I304_PLAF7,208,,Q8I304,24844,d88737dd0987a68e2595a045ebd5f576,,Q8I304_PLAF7,1003642,Putative uncharacterized protein PFI0725c,f,t,1000026,,1003640,org.intermine.model.bio.Protein
Q8I3Q0,Q8I3Q0,Q8I3Q0_PLAF7,321,,Q8I3Q0,39025,439de43aa039ace7331e982d2077dea1,,Q8I3Q0_PLAF7,1003646,Putative uncharacterized protein PFE1065w,f,t,1000026,,1003644,org.intermine.model.bio.Protein
Q8I519,Q8I519,Q8I519_PLAF7,2359,,Q8I519,261603,3c975175984089d0ac95a20e2dccb3e9,,Q8I519_PLAF7,1003659,Erythrocyte membrane protein 1 (PfEMP1),f,t,1000026,,1003648,org.intermine.model.bio.Protein
Q8I5N8,Q8I5N8,Q8I5N8_PLAF7,142,,Q8I5N8,18113,19ad4cc94698a006227b84d690b350ad,,Q8I5N8_PLAF7,1003664,Putative uncharacterized protein,f,t,1000026,,1003661,org.intermine.model.bio.Protein
Q8IAN3,Q8IAN3,Q8IAN3_PLAF7,365,,Q8IAN3,42979,32b2d69a05ad2f62aa64d4557c988ed1,,Q8IAN3_PLAF7,1003668,Putative uncharacterized protein MAL8P1.145,f,t,1000026,,1003666,org.intermine.model.bio.Protein
Q8IBA7,Q8IBA7,Q8IBA7_PLAF7,299,,Q8IBA7,36440,4d4e24ac42b469f0ae7deb7e641b736f,,Q8IBA7_PLAF7,1003672,"Plastid 50S ribosomal protein, putative",f,t,1000026,,1003670,org.intermine.model.bio.Protein
Q8ID26,Q8ID26,Q8ID26_PLAF7,320,,Q8ID26,38265,cac99acb8c93d62a297bc90e77a46ecb,,Q8ID26_PLAF7,1003676,Putative uncharacterized protein PF13_0356,f,t,1000026,,1003674,org.intermine.model.bio.Protein
Q8IDM8,Q8IDM8,Q8IDM8_PLAF7,363,,Q8IDM8,41374,5dfc42b5db2c899a0e6433e3f112bb05,,Q8IDM8_PLAF7,1003680,"G-beta repeat protein, putative",f,t,1000026,,1003678,org.intermine.model.bio.Protein
Q8IE94,Q8IE94,Q8IE94_PLAF7,1937,,Q8IE94,225987,115076e3609ebda4a8ae17761853db00,,Q8IE94_PLAF7,1003684,Putative uncharacterized protein MAL13P1.123,f,t,1000026,,1003682,org.intermine.model.bio.Protein
