identifier,id,subjectid,sourceid,class
XP_001348487.1,1009943,1009942,1000080,org.intermine.model.bio.CrossReference
XP_001348262.1,1009948,1009947,1000080,org.intermine.model.bio.CrossReference
XP_001349730.1,1009952,1009951,1000080,org.intermine.model.bio.CrossReference
XP_001351087.1,1009958,1009956,1000080,org.intermine.model.bio.CrossReference
XP_966299.1,1009963,1009962,1000080,org.intermine.model.bio.CrossReference
XP_966061.1,1009970,1009969,1000080,org.intermine.model.bio.CrossReference
XP_001351350.1,1009974,1009973,1000080,org.intermine.model.bio.CrossReference
XP_001352128.1,1009978,1009977,1000080,org.intermine.model.bio.CrossReference
XP_001351923.1,1009983,1009982,1000080,org.intermine.model.bio.CrossReference
XP_001351725.1,1009987,1009986,1000080,org.intermine.model.bio.CrossReference
XP_001350725.1,1009992,1009991,1000080,org.intermine.model.bio.CrossReference
XP_001350478.1,1009997,1009996,1000080,org.intermine.model.bio.CrossReference
XP_001349361.1,1010001,1010000,1000080,org.intermine.model.bio.CrossReference
XP_001349144.1,1010005,1010004,1000080,org.intermine.model.bio.CrossReference
XP_001350332.1,1010009,1010008,1000080,org.intermine.model.bio.CrossReference
XP_001350146.1,1010013,1010012,1000080,org.intermine.model.bio.CrossReference
XP_001349938.1,1010017,1010016,1000080,org.intermine.model.bio.CrossReference
XP_001348171.1,1010022,1010021,1000080,org.intermine.model.bio.CrossReference
XP_001347981.1,1010027,1010026,1000080,org.intermine.model.bio.CrossReference
XP_001347752.1,1010032,1010031,1000080,org.intermine.model.bio.CrossReference
XP_001347535.1,1010037,1010036,1000080,org.intermine.model.bio.CrossReference
XP_001347326.1,1010048,1010047,1000080,org.intermine.model.bio.CrossReference
XP_001348571.1,1010055,1010054,1000080,org.intermine.model.bio.CrossReference
XP_001348377.1,1010060,1010059,1000080,org.intermine.model.bio.CrossReference
XP_001348206.1,1010065,1010064,1000080,org.intermine.model.bio.CrossReference
XP_966136.1,1010070,1010069,1000080,org.intermine.model.bio.CrossReference
XP_001352231.1,1010074,1010073,1000080,org.intermine.model.bio.CrossReference
XP_001351936.1,1010078,1010077,1000080,org.intermine.model.bio.CrossReference
XP_001351652.1,1010084,1010083,1000080,org.intermine.model.bio.CrossReference
XP_001350855.1,1010089,1010088,1000080,org.intermine.model.bio.CrossReference
XP_001350483.1,1010094,1010093,1000080,org.intermine.model.bio.CrossReference
XP_001347836.1,1010104,1010103,1000080,org.intermine.model.bio.CrossReference
XP_001349424.1,1010108,1010107,1000080,org.intermine.model.bio.CrossReference
XP_001349206.1,1010112,1010111,1000080,org.intermine.model.bio.CrossReference
XP_001349052.1,1010116,1010115,1000080,org.intermine.model.bio.CrossReference
XP_001350269.1,1010120,1010119,1000080,org.intermine.model.bio.CrossReference
XP_001350001.1,1010124,1010123,1000080,org.intermine.model.bio.CrossReference
XP_001348102.1,1010131,1010130,1000080,org.intermine.model.bio.CrossReference
XP_001347851.1,1010136,1010135,1000080,org.intermine.model.bio.CrossReference
XP_001347550.1,1010141,1010140,1000080,org.intermine.model.bio.CrossReference
XP_001347288.1,1010157,1010156,1000080,org.intermine.model.bio.CrossReference
XP_001348760.1,1010162,1010161,1000080,org.intermine.model.bio.CrossReference
XP_001348563.1,1010167,1010166,1000080,org.intermine.model.bio.CrossReference
XP_001348275.1,1010172,1010171,1000080,org.intermine.model.bio.CrossReference
XP_001350939.1,1010178,1010175,1000080,org.intermine.model.bio.CrossReference
XP_001351230.1,1010186,1010184,1000080,org.intermine.model.bio.CrossReference
XP_001349678.1,1010190,1010189,1000080,org.intermine.model.bio.CrossReference
XP_966129.1,1010195,1010194,1000080,org.intermine.model.bio.CrossReference
XP_001351483.1,1010199,1010198,1000080,org.intermine.model.bio.CrossReference
XP_001352201.1,1010204,1010203,1000080,org.intermine.model.bio.CrossReference
XP_001351895.1,1010208,1010207,1000080,org.intermine.model.bio.CrossReference
XP_001351649.1,1010212,1010211,1000080,org.intermine.model.bio.CrossReference
XP_001350914.1,1010217,1010216,1000080,org.intermine.model.bio.CrossReference
XP_001350726.1,1010222,1010221,1000080,org.intermine.model.bio.CrossReference
XP_001350557.1,1010232,1010231,1000080,org.intermine.model.bio.CrossReference
XP_001349523.1,1010236,1010235,1000080,org.intermine.model.bio.CrossReference
XP_001349881.1,1010240,1010239,1000080,org.intermine.model.bio.CrossReference
XP_001349354.1,1010244,1010243,1000080,org.intermine.model.bio.CrossReference
XP_001349135.1,1010248,1010247,1000080,org.intermine.model.bio.CrossReference
XP_001350305.1,1010252,1010251,1000080,org.intermine.model.bio.CrossReference
XP_001350061.1,1010257,1010256,1000080,org.intermine.model.bio.CrossReference
XP_001349821.1,1010261,1010260,1000080,org.intermine.model.bio.CrossReference
XP_001347929.1,1010277,1010276,1000080,org.intermine.model.bio.CrossReference
XP_001347698.1,1010282,1010281,1000080,org.intermine.model.bio.CrossReference
XP_001347476.1,1010287,1010286,1000080,org.intermine.model.bio.CrossReference
XP_001348914.1,1010292,1010291,1000080,org.intermine.model.bio.CrossReference
XP_001348709.1,1010297,1010296,1000080,org.intermine.model.bio.CrossReference
XP_001348420.1,1010316,1010315,1000080,org.intermine.model.bio.CrossReference
XP_001351380.1,1010320,1010319,1000080,org.intermine.model.bio.CrossReference
XP_001349954.1,1010325,1010323,1000080,org.intermine.model.bio.CrossReference
XP_001349299.1,1010331,1010329,1000080,org.intermine.model.bio.CrossReference
XP_966275.1,1010341,1010340,1000080,org.intermine.model.bio.CrossReference
XP_001351439.1,1010346,1010344,1000080,org.intermine.model.bio.CrossReference
XP_001352107.1,1010350,1010349,1000080,org.intermine.model.bio.CrossReference
XP_001351807.1,1010355,1010354,1000080,org.intermine.model.bio.CrossReference
XP_001351597.1,1010359,1010358,1000080,org.intermine.model.bio.CrossReference
XP_001350861.1,1010369,1010368,1000080,org.intermine.model.bio.CrossReference
XP_001350552.1,1010374,1010373,1000080,org.intermine.model.bio.CrossReference
XP_001349344.1,1010378,1010377,1000080,org.intermine.model.bio.CrossReference
XP_001349043.1,1010382,1010381,1000080,org.intermine.model.bio.CrossReference
XP_001350293.1,1010389,1010385,1000080,org.intermine.model.bio.CrossReference
XP_001350064.1,1010393,1010392,1000080,org.intermine.model.bio.CrossReference
XP_001349792.1,1010397,1010396,1000080,org.intermine.model.bio.CrossReference
XP_001347975.1,1010402,1010401,1000080,org.intermine.model.bio.CrossReference
XP_001347730.1,1010407,1010406,1000080,org.intermine.model.bio.CrossReference
XP_001347528.1,1010414,1010413,1000080,org.intermine.model.bio.CrossReference
XP_001348824.1,1010419,1010418,1000080,org.intermine.model.bio.CrossReference
XP_001348616.1,1010424,1010423,1000080,org.intermine.model.bio.CrossReference
XP_001348299.1,1010434,1010433,1000080,org.intermine.model.bio.CrossReference
XP_001351423.1,1010438,1010437,1000080,org.intermine.model.bio.CrossReference
XP_001349701.1,1010442,1010441,1000080,org.intermine.model.bio.CrossReference
XP_966223.1,1010447,1010446,1000080,org.intermine.model.bio.CrossReference
XP_001352027.1,1010451,1010450,1000080,org.intermine.model.bio.CrossReference
XP_001351812.1,1010456,1010455,1000080,org.intermine.model.bio.CrossReference
XP_001351576.1,1010460,1010459,1000080,org.intermine.model.bio.CrossReference
XP_001350799.1,1010465,1010464,1000080,org.intermine.model.bio.CrossReference
XP_001350549.1,1010470,1010469,1000080,org.intermine.model.bio.CrossReference
XP_001349422.1,1010474,1010473,1000080,org.intermine.model.bio.CrossReference
XP_001349130.1,1010478,1010477,1000080,org.intermine.model.bio.CrossReference
XP_001350325.1,1010483,1010482,1000080,org.intermine.model.bio.CrossReference
XP_001350066.1,1010487,1010486,1000080,org.intermine.model.bio.CrossReference
XP_001349830.1,1010491,1010490,1000080,org.intermine.model.bio.CrossReference
XP_001348134.1,1010496,1010495,1000080,org.intermine.model.bio.CrossReference
XP_001347925.1,1010501,1010500,1000080,org.intermine.model.bio.CrossReference
XP_001347577.1,1010516,1010515,1000080,org.intermine.model.bio.CrossReference
XP_001347322.1,1010521,1010520,1000080,org.intermine.model.bio.CrossReference
XP_001348717.1,1010530,1010529,1000080,org.intermine.model.bio.CrossReference
XP_001348460.1,1010544,1010543,1000080,org.intermine.model.bio.CrossReference
XP_966102.1,1010549,1010548,1000080,org.intermine.model.bio.CrossReference
XP_001351355.1,1010553,1010552,1000080,org.intermine.model.bio.CrossReference
XP_001352217.1,1010557,1010556,1000080,org.intermine.model.bio.CrossReference
XP_001351953.1,1010561,1010560,1000080,org.intermine.model.bio.CrossReference
XP_001351679.1,1010565,1010564,1000080,org.intermine.model.bio.CrossReference
XP_001350869.1,1010572,1010571,1000080,org.intermine.model.bio.CrossReference
XP_001350638.1,1010577,1010576,1000080,org.intermine.model.bio.CrossReference
XP_001349848.1,1010582,1010580,1000080,org.intermine.model.bio.CrossReference
XP_001349265.1,1010586,1010585,1000080,org.intermine.model.bio.CrossReference
XP_001348995.1,1010590,1010589,1000080,org.intermine.model.bio.CrossReference
XP_001350261.1,1010594,1010593,1000080,org.intermine.model.bio.CrossReference
XP_001349946.1,1010598,1010597,1000080,org.intermine.model.bio.CrossReference
XP_001347996.1,1010603,1010602,1000080,org.intermine.model.bio.CrossReference
XP_001347723.1,1010611,1010610,1000080,org.intermine.model.bio.CrossReference
XP_001347475.1,1010616,1010615,1000080,org.intermine.model.bio.CrossReference
XP_001348906.1,1010621,1010620,1000080,org.intermine.model.bio.CrossReference
XP_001348690.1,1010635,1010634,1000080,org.intermine.model.bio.CrossReference
XP_001348478.1,1010653,1010652,1000080,org.intermine.model.bio.CrossReference
XP_001348215.1,1010662,1010661,1000080,org.intermine.model.bio.CrossReference
XP_001351183.1,1010667,1010665,1000080,org.intermine.model.bio.CrossReference
XP_001349647.1,1010672,1010671,1000080,org.intermine.model.bio.CrossReference
XP_966062.1,1010682,1010681,1000080,org.intermine.model.bio.CrossReference
XP_001350961.1,1010688,1010686,1000080,org.intermine.model.bio.CrossReference
XP_001352103.1,1010692,1010691,1000080,org.intermine.model.bio.CrossReference
XP_001351847.1,1010696,1010695,1000080,org.intermine.model.bio.CrossReference
XP_001351582.1,1010700,1010699,1000080,org.intermine.model.bio.CrossReference
XP_001350824.1,1010712,1010711,1000080,org.intermine.model.bio.CrossReference
XP_001350537.1,1010717,1010716,1000080,org.intermine.model.bio.CrossReference
XP_001349432.1,1010721,1010720,1000080,org.intermine.model.bio.CrossReference
XP_001349193.1,1010725,1010724,1000080,org.intermine.model.bio.CrossReference
XP_001348996.1,1010729,1010728,1000080,org.intermine.model.bio.CrossReference
XP_001350109.1,1010733,1010732,1000080,org.intermine.model.bio.CrossReference
XP_001349835.1,1010737,1010736,1000080,org.intermine.model.bio.CrossReference
XP_001348013.1,1010742,1010741,1000080,org.intermine.model.bio.CrossReference
XP_001347820.1,1010747,1010746,1000080,org.intermine.model.bio.CrossReference
XP_001347552.1,1010757,1010756,1000080,org.intermine.model.bio.CrossReference
XP_001347325.1,1010762,1010761,1000080,org.intermine.model.bio.CrossReference
XP_001348668.1,1010771,1010770,1000080,org.intermine.model.bio.CrossReference
XP_001348457.1,1010781,1010780,1000080,org.intermine.model.bio.CrossReference
XP_001348233.1,1010797,1010796,1000080,org.intermine.model.bio.CrossReference
XP_966217.1,1010814,1010813,1000080,org.intermine.model.bio.CrossReference
XP_001349577.1,1010818,1010817,1000080,org.intermine.model.bio.CrossReference
XP_001351329.1,1010823,1010821,1000080,org.intermine.model.bio.CrossReference
XP_001352159.1,1010827,1010826,1000080,org.intermine.model.bio.CrossReference
XP_001351956.1,1010831,1010830,1000080,org.intermine.model.bio.CrossReference
XP_001351717.1,1010835,1010834,1000080,org.intermine.model.bio.CrossReference
XP_001350923.1,1010840,1010839,1000080,org.intermine.model.bio.CrossReference
XP_001350753.1,1010849,1010848,1000080,org.intermine.model.bio.CrossReference
XP_001350521.1,1010859,1010858,1000080,org.intermine.model.bio.CrossReference
XP_001348625.1,1010870,1010869,1000080,org.intermine.model.bio.CrossReference
XP_001349437.1,1010875,1010873,1000080,org.intermine.model.bio.CrossReference
XP_001349195.1,1010879,1010878,1000080,org.intermine.model.bio.CrossReference
XP_001350336.1,1010883,1010882,1000080,org.intermine.model.bio.CrossReference
XP_001350089.1,1010887,1010886,1000080,org.intermine.model.bio.CrossReference
XP_001349893.1,1010892,1010891,1000080,org.intermine.model.bio.CrossReference
XP_001348149.1,1010897,1010896,1000080,org.intermine.model.bio.CrossReference
XP_001347894.1,1010902,1010901,1000080,org.intermine.model.bio.CrossReference
XP_001347657.1,1010910,1010909,1000080,org.intermine.model.bio.CrossReference
XP_001347413.1,1010915,1010914,1000080,org.intermine.model.bio.CrossReference
XP_001348823.1,1010922,1010921,1000080,org.intermine.model.bio.CrossReference
XP_001348585.1,1010934,1010933,1000080,org.intermine.model.bio.CrossReference
XP_001348351.1,1010942,1010941,1000080,org.intermine.model.bio.CrossReference
XP_001348188.1,1010950,1010949,1000080,org.intermine.model.bio.CrossReference
XP_001351117.1,1010956,1010953,1000080,org.intermine.model.bio.CrossReference
XP_001351201.1,1010961,1010959,1000080,org.intermine.model.bio.CrossReference
XP_001349530.1,1010965,1010964,1000080,org.intermine.model.bio.CrossReference
XP_966155.1,1010970,1010969,1000080,org.intermine.model.bio.CrossReference
XP_001350965.1,1010975,1010973,1000080,org.intermine.model.bio.CrossReference
XP_001352046.1,1010979,1010978,1000080,org.intermine.model.bio.CrossReference
XP_001351869.1,1010983,1010982,1000080,org.intermine.model.bio.CrossReference
XP_001351660.1,1010989,1010988,1000080,org.intermine.model.bio.CrossReference
XP_001350885.1,1010994,1010993,1000080,org.intermine.model.bio.CrossReference
XP_001350613.1,1010999,1010998,1000080,org.intermine.model.bio.CrossReference
XP_001349695.1,1011003,1011002,1000080,org.intermine.model.bio.CrossReference
XP_001348688.1,1011019,1011018,1000080,org.intermine.model.bio.CrossReference
XP_001349290.1,1011026,1011025,1000080,org.intermine.model.bio.CrossReference
XP_001349032.1,1011031,1011029,1000080,org.intermine.model.bio.CrossReference
XP_001350211.1,1011035,1011034,1000080,org.intermine.model.bio.CrossReference
XP_001350059.1,1011039,1011038,1000080,org.intermine.model.bio.CrossReference
XP_001349807.1,1011043,1011042,1000080,org.intermine.model.bio.CrossReference
XP_001348114.1,1011056,1011055,1000080,org.intermine.model.bio.CrossReference
XP_001347876.1,1011065,1011064,1000080,org.intermine.model.bio.CrossReference
XP_001347626.1,1011070,1011069,1000080,org.intermine.model.bio.CrossReference
XP_001347421.1,1011080,1011079,1000080,org.intermine.model.bio.CrossReference
XP_001348826.1,1011089,1011088,1000080,org.intermine.model.bio.CrossReference
XP_001348508.1,1011111,1011110,1000080,org.intermine.model.bio.CrossReference
XP_001348311.1,1011120,1011119,1000080,org.intermine.model.bio.CrossReference
XP_001349658.1,1011125,1011124,1000080,org.intermine.model.bio.CrossReference
XP_001351116.1,1011130,1011128,1000080,org.intermine.model.bio.CrossReference
XP_966268.1,1011137,1011136,1000080,org.intermine.model.bio.CrossReference
XP_001351369.1,1011141,1011140,1000080,org.intermine.model.bio.CrossReference
XP_001352067.1,1011145,1011144,1000080,org.intermine.model.bio.CrossReference
XP_001351771.1,1011149,1011148,1000080,org.intermine.model.bio.CrossReference
XP_001350709.1,1011154,1011153,1000080,org.intermine.model.bio.CrossReference
XP_001349319.1,1011158,1011157,1000080,org.intermine.model.bio.CrossReference
XP_001349145.1,1011163,1011162,1000080,org.intermine.model.bio.CrossReference
XP_001348969.1,1011167,1011166,1000080,org.intermine.model.bio.CrossReference
XP_001350190.1,1011171,1011170,1000080,org.intermine.model.bio.CrossReference
XP_001349886.1,1011175,1011174,1000080,org.intermine.model.bio.CrossReference
XP_001348028.1,1011184,1011183,1000080,org.intermine.model.bio.CrossReference
XP_001347727.1,1011199,1011198,1000080,org.intermine.model.bio.CrossReference
XP_001347427.1,1011204,1011203,1000080,org.intermine.model.bio.CrossReference
XP_001348878.1,1011209,1011208,1000080,org.intermine.model.bio.CrossReference
XP_001348657.1,1011214,1011213,1000080,org.intermine.model.bio.CrossReference
XP_001348458.1,1011219,1011218,1000080,org.intermine.model.bio.CrossReference
XP_001351056.1,1011224,1011222,1000080,org.intermine.model.bio.CrossReference
XP_966237.1,1011229,1011228,1000080,org.intermine.model.bio.CrossReference
XP_966043.1,1011241,1011240,1000080,org.intermine.model.bio.CrossReference
XP_001351290.1,1011250,1011247,1000080,org.intermine.model.bio.CrossReference
XP_001351751.1,1011254,1011253,1000080,org.intermine.model.bio.CrossReference
XP_001351014.1,1011259,1011257,1000080,org.intermine.model.bio.CrossReference
XP_001352086.1,1011263,1011262,1000080,org.intermine.model.bio.CrossReference
XP_001351795.1,1011267,1011266,1000080,org.intermine.model.bio.CrossReference
XP_001350821.1,1011272,1011271,1000080,org.intermine.model.bio.CrossReference
XP_001350656.1,1011277,1011276,1000080,org.intermine.model.bio.CrossReference
XP_001350474.1,1011282,1011281,1000080,org.intermine.model.bio.CrossReference
XP_001349502.1,1011286,1011285,1000080,org.intermine.model.bio.CrossReference
XP_001349274.1,1011290,1011289,1000080,org.intermine.model.bio.CrossReference
XP_001348985.1,1011294,1011293,1000080,org.intermine.model.bio.CrossReference
XP_001350222.1,1011298,1011297,1000080,org.intermine.model.bio.CrossReference
XP_001349966.1,1011302,1011301,1000080,org.intermine.model.bio.CrossReference
XP_001348038.1,1011307,1011306,1000080,org.intermine.model.bio.CrossReference
XP_001347841.1,1011319,1011318,1000080,org.intermine.model.bio.CrossReference
XP_001347620.1,1011324,1011323,1000080,org.intermine.model.bio.CrossReference
XP_001347384.1,1011329,1011328,1000080,org.intermine.model.bio.CrossReference
XP_001348816.1,1011341,1011340,1000080,org.intermine.model.bio.CrossReference
XP_001348613.1,1011356,1011355,1000080,org.intermine.model.bio.CrossReference
XP_001348286.1,1011366,1011365,1000080,org.intermine.model.bio.CrossReference
XP_966297.1,1011372,1011371,1000080,org.intermine.model.bio.CrossReference
XP_966002.1,1011373,1011371,1000080,org.intermine.model.bio.CrossReference
XP_001351104.1,1011379,1011377,1000080,org.intermine.model.bio.CrossReference
XP_001349653.1,1011383,1011382,1000080,org.intermine.model.bio.CrossReference
XP_001351123.1,1011388,1011386,1000080,org.intermine.model.bio.CrossReference
XP_966075.1,1011401,1011400,1000080,org.intermine.model.bio.CrossReference
XP_001350960.1,1011406,1011404,1000080,org.intermine.model.bio.CrossReference
XP_001351951.1,1011412,1011411,1000080,org.intermine.model.bio.CrossReference
XP_001351663.1,1011417,1011416,1000080,org.intermine.model.bio.CrossReference
XP_001350680.1,1011428,1011427,1000080,org.intermine.model.bio.CrossReference
XP_001349720.1,1011432,1011431,1000080,org.intermine.model.bio.CrossReference
XP_001349171.1,1011439,1011438,1000080,org.intermine.model.bio.CrossReference
XP_001350403.1,1011443,1011442,1000080,org.intermine.model.bio.CrossReference
XP_001350140.1,1011447,1011446,1000080,org.intermine.model.bio.CrossReference
XP_001349922.1,1011451,1011450,1000080,org.intermine.model.bio.CrossReference
XP_001351539.1,1011455,1011454,1000080,org.intermine.model.bio.CrossReference
XP_001348080.1,1011468,1011467,1000080,org.intermine.model.bio.CrossReference
XP_001347872.1,1011482,1011481,1000080,org.intermine.model.bio.CrossReference
XP_001347619.1,1011489,1011488,1000080,org.intermine.model.bio.CrossReference
XP_001347350.1,1011494,1011493,1000080,org.intermine.model.bio.CrossReference
XP_001348720.1,1011499,1011498,1000080,org.intermine.model.bio.CrossReference
XP_001348445.1,1011504,1011503,1000080,org.intermine.model.bio.CrossReference
XP_001351194.1,1011510,1011508,1000080,org.intermine.model.bio.CrossReference
XP_001349557.1,1011514,1011513,1000080,org.intermine.model.bio.CrossReference
XP_966296.1,1011519,1011518,1000080,org.intermine.model.bio.CrossReference
XP_966097.1,1011529,1011528,1000080,org.intermine.model.bio.CrossReference
XP_001351041.1,1011534,1011532,1000080,org.intermine.model.bio.CrossReference
XP_001352140.1,1011538,1011537,1000080,org.intermine.model.bio.CrossReference
XP_001351927.1,1011542,1011541,1000080,org.intermine.model.bio.CrossReference
XP_001351674.1,1011547,1011546,1000080,org.intermine.model.bio.CrossReference
XP_001350635.1,1011559,1011558,1000080,org.intermine.model.bio.CrossReference
XP_001350447.1,1011571,1011570,1000080,org.intermine.model.bio.CrossReference
XP_001349306.1,1011575,1011574,1000080,org.intermine.model.bio.CrossReference
XP_001349004.1,1011579,1011578,1000080,org.intermine.model.bio.CrossReference
XP_001350162.1,1011586,1011583,1000080,org.intermine.model.bio.CrossReference
XP_001349959.1,1011590,1011589,1000080,org.intermine.model.bio.CrossReference
XP_001348035.1,1011595,1011594,1000080,org.intermine.model.bio.CrossReference
XP_001347754.1,1011600,1011599,1000080,org.intermine.model.bio.CrossReference
XP_001347458.1,1011605,1011604,1000080,org.intermine.model.bio.CrossReference
XP_001348844.1,1011610,1011609,1000080,org.intermine.model.bio.CrossReference
XP_001348592.1,1011615,1011614,1000080,org.intermine.model.bio.CrossReference
XP_001348318.1,1011625,1011624,1000080,org.intermine.model.bio.CrossReference
XP_001351052.1,1011630,1011628,1000080,org.intermine.model.bio.CrossReference
XP_001349617.1,1011634,1011633,1000080,org.intermine.model.bio.CrossReference
XP_001351113.1,1011639,1011637,1000080,org.intermine.model.bio.CrossReference
XP_966171.1,1011646,1011645,1000080,org.intermine.model.bio.CrossReference
XP_966004.1,1011651,1011650,1000080,org.intermine.model.bio.CrossReference
XP_001351741.1,1011655,1011654,1000080,org.intermine.model.bio.CrossReference
XP_001351503.1,1011659,1011658,1000080,org.intermine.model.bio.CrossReference
XP_001351003.1,1011664,1011662,1000080,org.intermine.model.bio.CrossReference
XP_001352094.1,1011668,1011667,1000080,org.intermine.model.bio.CrossReference
XP_001351819.1,1011672,1011671,1000080,org.intermine.model.bio.CrossReference
XP_001350745.1,1011677,1011676,1000080,org.intermine.model.bio.CrossReference
XP_001350519.1,1011682,1011681,1000080,org.intermine.model.bio.CrossReference
XP_001349390.1,1011686,1011685,1000080,org.intermine.model.bio.CrossReference
XP_001349105.1,1011690,1011689,1000080,org.intermine.model.bio.CrossReference
XP_001350348.1,1011694,1011693,1000080,org.intermine.model.bio.CrossReference
XP_001350093.1,1011700,1011699,1000080,org.intermine.model.bio.CrossReference
XP_001349783.1,1011704,1011703,1000080,org.intermine.model.bio.CrossReference
XP_001348146.1,1011709,1011708,1000080,org.intermine.model.bio.CrossReference
XP_001347837.1,1011714,1011713,1000080,org.intermine.model.bio.CrossReference
XP_001347594.1,1011719,1011718,1000080,org.intermine.model.bio.CrossReference
XP_001347364.1,1011728,1011727,1000080,org.intermine.model.bio.CrossReference
XP_001348825.1,1011735,1011734,1000080,org.intermine.model.bio.CrossReference
XP_001348587.1,1011744,1011743,1000080,org.intermine.model.bio.CrossReference
XP_001348345.1,1011749,1011748,1000080,org.intermine.model.bio.CrossReference
XP_001351210.1,1011753,1011752,1000080,org.intermine.model.bio.CrossReference
XP_001351406.1,1011757,1011756,1000080,org.intermine.model.bio.CrossReference
XP_001349561.1,1011761,1011760,1000080,org.intermine.model.bio.CrossReference
XP_001351303.1,1011766,1011764,1000080,org.intermine.model.bio.CrossReference
XP_966179.1,1011784,1011783,1000080,org.intermine.model.bio.CrossReference
XP_001351342.1,1011788,1011787,1000080,org.intermine.model.bio.CrossReference
XP_001352146.1,1011792,1011791,1000080,org.intermine.model.bio.CrossReference
XP_001351933.1,1011796,1011795,1000080,org.intermine.model.bio.CrossReference
XP_001351692.1,1011800,1011799,1000080,org.intermine.model.bio.CrossReference
XP_001350670.1,1011805,1011804,1000080,org.intermine.model.bio.CrossReference
XP_001349122.1,1011809,1011808,1000080,org.intermine.model.bio.CrossReference
XP_001349310.1,1011813,1011812,1000080,org.intermine.model.bio.CrossReference
XP_001349091.1,1011817,1011816,1000080,org.intermine.model.bio.CrossReference
XP_001350286.1,1011821,1011820,1000080,org.intermine.model.bio.CrossReference
XP_001349962.1,1011825,1011824,1000080,org.intermine.model.bio.CrossReference
XP_001348145.1,1011843,1011842,1000080,org.intermine.model.bio.CrossReference
XP_001347939.1,1011848,1011847,1000080,org.intermine.model.bio.CrossReference
XP_001347667.1,1011853,1011852,1000080,org.intermine.model.bio.CrossReference
XP_001347443.1,1011858,1011857,1000080,org.intermine.model.bio.CrossReference
XP_001348832.1,1011870,1011869,1000080,org.intermine.model.bio.CrossReference
XP_001348524.1,1011879,1011878,1000080,org.intermine.model.bio.CrossReference
XP_001348335.1,1011884,1011883,1000080,org.intermine.model.bio.CrossReference
XP_001351255.1,1011889,1011887,1000080,org.intermine.model.bio.CrossReference
XP_001349567.1,1011893,1011892,1000080,org.intermine.model.bio.CrossReference
XP_001351124.1,1011898,1011896,1000080,org.intermine.model.bio.CrossReference
XP_966045.1,1011914,1011913,1000080,org.intermine.model.bio.CrossReference
XP_001351470.1,1011918,1011917,1000080,org.intermine.model.bio.CrossReference
XP_001351064.1,1011922,1011921,1000080,org.intermine.model.bio.CrossReference
XP_001352054.1,1011927,1011926,1000080,org.intermine.model.bio.CrossReference
XP_001351792.1,1011931,1011930,1000080,org.intermine.model.bio.CrossReference
XP_001350832.1,1011945,1011944,1000080,org.intermine.model.bio.CrossReference
XP_001350637.1,1011958,1011957,1000080,org.intermine.model.bio.CrossReference
XP_001349284.1,1011962,1011961,1000080,org.intermine.model.bio.CrossReference
XP_001349015.1,1011966,1011965,1000080,org.intermine.model.bio.CrossReference
XP_001350231.1,1011970,1011969,1000080,org.intermine.model.bio.CrossReference
XP_001350015.1,1011974,1011973,1000080,org.intermine.model.bio.CrossReference
XP_001349764.1,1011978,1011977,1000080,org.intermine.model.bio.CrossReference
XP_001348032.1,1011983,1011982,1000080,org.intermine.model.bio.CrossReference
XP_001347790.1,1011988,1011987,1000080,org.intermine.model.bio.CrossReference
XP_001347551.1,1011996,1011995,1000080,org.intermine.model.bio.CrossReference
XP_001348940.1,1012001,1012000,1000080,org.intermine.model.bio.CrossReference
XP_001348725.1,1012006,1012005,1000080,org.intermine.model.bio.CrossReference
XP_001348489.1,1012015,1012014,1000080,org.intermine.model.bio.CrossReference
XP_001348265.1,1012020,1012019,1000080,org.intermine.model.bio.CrossReference
XP_001349715.1,1012024,1012023,1000080,org.intermine.model.bio.CrossReference
XP_001351289.1,1012029,1012027,1000080,org.intermine.model.bio.CrossReference
XP_966076.1,1012034,1012033,1000080,org.intermine.model.bio.CrossReference
XP_001351354.1,1012038,1012037,1000080,org.intermine.model.bio.CrossReference
XP_001352136.1,1012042,1012041,1000080,org.intermine.model.bio.CrossReference
XP_001351930.1,1012046,1012045,1000080,org.intermine.model.bio.CrossReference
XP_001351726.1,1012050,1012049,1000080,org.intermine.model.bio.CrossReference
XP_001350727.1,1012055,1012054,1000080,org.intermine.model.bio.CrossReference
XP_001350481.1,1012060,1012059,1000080,org.intermine.model.bio.CrossReference
XP_001349364.1,1012064,1012063,1000080,org.intermine.model.bio.CrossReference
XP_001349158.1,1012068,1012067,1000080,org.intermine.model.bio.CrossReference
XP_001350351.1,1012072,1012071,1000080,org.intermine.model.bio.CrossReference
XP_001350148.1,1012076,1012075,1000080,org.intermine.model.bio.CrossReference
XP_001349941.1,1012080,1012079,1000080,org.intermine.model.bio.CrossReference
XP_001351517.1,1012085,1012083,1000080,org.intermine.model.bio.CrossReference
XP_001347986.1,1012090,1012089,1000080,org.intermine.model.bio.CrossReference
XP_001347765.1,1012101,1012100,1000080,org.intermine.model.bio.CrossReference
XP_001347541.1,1012106,1012105,1000080,org.intermine.model.bio.CrossReference
XP_001347349.1,1012111,1012110,1000080,org.intermine.model.bio.CrossReference
XP_001348574.1,1012121,1012120,1000080,org.intermine.model.bio.CrossReference
XP_001348382.1,1012136,1012135,1000080,org.intermine.model.bio.CrossReference
XP_001348207.1,1012143,1012142,1000080,org.intermine.model.bio.CrossReference
